redump_title,title,localized_title,serial
Hudson Spring Collection '98 (Japan),Hudson Spring Collection '98,ハドソン　スプリングコレクション′９８,SLPM-80216
"Hugo - Black Diamond Fever (Europe) (En,Sv,Fi)",Hugo - Black Diamond Fever,,SLES-03487
"Hugo - Black Diamond Fever (Europe) (Es,It,Pt)",Hugo - Black Diamond Fever,,SLES-03514
"Hugo - Black Diamond Fever (Europe) (Fr,De,Nl)",Hugo - Black Diamond Fever,,SLES-03513
"Hugo - Black Diamond Fever (Scandinavia) (Sv,No,Da)",Hugo - Black Diamond Fever,,SLES-03512
"Hugo - Frog Fighter (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Hugo - Frog Fighter,,SLES-03686
Hugo - Frog Fighter (France),Hugo - Frog Fighter,,SLES-03744
"Hugo - The Evil Mirror (Europe) (En,Da,Pl)",Hugo - The Evil Mirror,,SLES-03836
"Hugo - The Evil Mirror (Europe) (Es,It,Pt)",Hugo - The Evil Mirror,,SLES-03839
"Hugo - The Evil Mirror (Europe) (Fr,De,Nl)",Hugo - The Evil Mirror,,SLES-03838
"Hugo - The Evil Mirror (Scandinavia) (Sv,No,Fi)",Hugo - The Evil Mirror,,SLES-03837
"Hugo - The Evil Mirror (USA) (En,Es)",Hugo - The Evil Mirror,,SLUS-01559
"Hugo - The Quest for the Sunstones (Europe) (En,Fr,De,Es,It,Pt,Sv,No,Da,Fi)",Hugo - The Quest for the Sunstones,,SLES-02590
"Hugo - The Quest for the Sunstones (Europe) (Fr,Nl,Pl)",Hugo - The Quest for the Sunstones,,SLES-03573
Hugo (Europe),Hugo,,SLES-01666
"Hugo (Europe) (Nl,Pt)",Hugo,,SLES-01591
"Hugo (Europe) (Nl,Pt) (Rev 1)",Hugo,,SLES-01591
Hugo (France),Hugo,,SLES-01590
Hugo (Germany),Hugo,,SLES-01164
Hugo (Italy),Hugo,,SLES-01667
"Hugo (Scandinavia) (Da,Fi)",Hugo,,SLES-01592
"Hugo (Scandinavia) (Sv,No)",Hugo,,SLES-01593
Hugo (Spain),Hugo,,SLES-01668
Hugo 2 (Denmark),Hugo 2,,SLES-01810
Hugo 2 (Europe),Hugo 2,,SLES-01805
Hugo 2 (Finland),Hugo 2,,SLES-02163
Hugo 2 (France),Hugo 2,,SLES-01806
Hugo 2 (Germany),Hugo 2,,SLES-01807
Hugo 2 (Germany) (Rev 1),Hugo 2,,SLES-01807
Hugo 2 (Italy),Hugo 2,,SLES-01808
Hugo 2 (Netherlands),Hugo 2,,SLES-01815
Hugo 2 (Norway),Hugo 2,,SLES-01812
Hugo 2 (Portugal),Hugo 2,,SLES-01813
Hugo 2 (Spain),Hugo 2,,SLES-01809
Hugo 2 (Sweden),Hugo 2,,SLES-01811
Hunchback of Notredame (Europe),Hunchback of Notredame,,SLES-02958
Hunter x Hunter - Maboroshi no Greed Island (Japan),Hunter x Hunter - Maboroshi no Greed Island,ハンター×ハンター　幻のグリードアイランド,SLPM-86651
Hunter x Hunter - Ubawareta Aura Stone (Japan),Hunter x Hunter - Ubawareta Aura Stone,ハンター×ハンター　～奪われたオーラストーン～,SLPM-86895
"Hunter, The (Europe)",The Hunter,,SLES-03210
Hvem Vil Vaere Millionaer (Denmark),Hvem Vil Vaere Millionaer,,SLES-03482
Hyakujuu Sentai GaoRanger (Japan),Hyakujuu Sentai GaoRanger,百獣戦隊ガオレンジャー,SLPS-03353
Hybrid (Europe),Hybrid,,SLES-03531
Hybrid (Japan),Hybrid,ハイブリッド,SLPS-01102
"Hydro Thunder (Europe) (En,Fr)",Hydro Thunder,,SLES-02337
Hydro Thunder (USA),Hydro Thunder,,SLUS-00847
Hyouryuuki - The Reportage Beyond the Sea (Japan),Hyouryuuki - The Reportage Beyond the Sea,漂流記　Ｔｈｅ　ｒｅｐｏｒｔａｇｅ　ｂｅｙｏｎｄ　ｔｈｅ　ｓｅａ,SLPS-02358
Hyouryuuki - The Reportage Beyond the Sea (Japan) (Major Wave),Hyouryuuki - The Reportage Beyond the Sea (Major Wave),漂流記　Ｔｈｅ　ｒｅｐｏｒｔａｇｅ　ｂｅｙｏｎｄ　ｔｈｅ　ｓｅａ,SLPM-87229
Hyper 3D Pinball (Japan),Hyper 3D Pinball,ハイパー３Ｄピンボール,SLPS-00395
Hyper Crazy Climber (Japan),Hyper Crazy Climber,ハイパークレイジークライマー,SLPS-00248
Hyper Final Match Tennis (Japan),Hyper Final Match Tennis,ハイパー　ファイナルマッチ　テニス,SLPS-00278
Hyper Formation Soccer (Japan),Hyper Formation Soccer,ハイパーフォーメーションサッカー,SLPS-00062
Hyper Olympic in Atlanta (Japan),Hyper Olympic in Atlanta,ハイパーオリンピック・イン・アトランタ,SLPM-86002
Hyper Olympic in Nagano (Japan),Hyper Olympic in Nagano,ハイパーオリンピック　イン　ナガノ,SLPM-86056
Hyper Olympic in Nagano (Japan),,,SLPM-86132
Hyper PlayStation Re-mix 1998 No. 1 (Japan),Hyper PlayStation Re-mix 1998 No. 1,,SLPM-80183
Hyper PlayStation Re-mix 1998 No. 10 (Japan),Hyper PlayStation Re-mix 1998 No. 10,,SLPM-80292
Hyper PlayStation Re-mix 1998 No. 11 (Japan) (Disc 1),Hyper PlayStation Re-mix 1998 No. 11 (Disc 1),,SLPM-80317
Hyper PlayStation Re-mix 1998 No. 11 (Japan) (Disc 2),Hyper PlayStation Re-mix 1998 No. 11 (Disc 2),,PAPX-90059
Hyper PlayStation Re-mix 1998 No. 12 (Japan),Hyper PlayStation Re-mix 1998 No. 12,,SLPM-80337
Hyper PlayStation Re-mix 1998 No. 2 (Japan),Hyper PlayStation Re-mix 1998 No. 2,,SLPM-80199
Hyper PlayStation Re-mix 1998 No. 3 (Japan),Hyper PlayStation Re-mix 1998 No. 3,,SLPM-80217
Hyper PlayStation Re-mix 1998 No. 4 (Japan),Hyper PlayStation Re-mix 1998 No. 4,,SLPM-80228
Hyper PlayStation Re-mix 1998 No. 5 (Japan),Hyper PlayStation Re-mix 1998 No. 5,,SLPM-80308
Hyper PlayStation Re-mix 1998 No. 6 (Japan),Hyper PlayStation Re-mix 1998 No. 6,,SLPM-80237
Hyper PlayStation Re-mix 1998 No. 7 (Japan) (Disc 1),Hyper PlayStation Re-mix 1998 No. 7 (Disc 1),,SLPM-80248
Hyper PlayStation Re-mix 1998 No. 7 (Japan) (Disc 2) (Yarudora Series Vol. 1 - Double Cast),Hyper PlayStation Re-mix 1998 No. 7 (Disc 2) (Yarudora Series Vol. 1 - Double Cast),,PCPX-96115
Hyper PlayStation Re-mix 1998 No. 8 (Japan),Hyper PlayStation Re-mix 1998 No. 8,,SLPM-80264
Hyper PlayStation Re-mix 1998 No. 9 (Japan),Hyper PlayStation Re-mix 1998 No. 9,,SLPM-80279
Hyper PlayStation Re-mix 1999 No. 1 (Japan),Hyper PlayStation Re-mix 1999 No. 1,,SLPM-80357
Hyper PlayStation Re-mix 1999 No. 10 (Japan),Hyper PlayStation Re-mix 1999 No. 10,,SLPM-80480
Hyper PlayStation Re-mix 1999 No. 11 (Japan),Hyper PlayStation Re-mix 1999 No. 11,,SLPM-80495
Hyper PlayStation Re-mix 1999 No. 12 (Japan),Hyper PlayStation Re-mix 1999 No. 12,,SLPM-80504
Hyper PlayStation Re-mix 1999 No. 2 (Japan),Hyper PlayStation Re-mix 1999 No. 2,,SLPM-80369
Hyper PlayStation Re-mix 1999 No. 3 (Japan),Hyper PlayStation Re-mix 1999 No. 3,,SLPM-80384
Hyper PlayStation Re-mix 1999 No. 4 (Japan),Hyper PlayStation Re-mix 1999 No. 4,,SLPM-80400
Hyper PlayStation Re-mix 1999 No. 5 (Japan),Hyper PlayStation Re-mix 1999 No. 5,,SLPM-80416
Hyper PlayStation Re-mix 1999 No. 6 (Japan),Hyper PlayStation Re-mix 1999 No. 6,,SLPM-80424
Hyper PlayStation Re-mix 1999 No. 7 (Japan),Hyper PlayStation Re-mix 1999 No. 7,,SLPM-80439
Hyper PlayStation Re-mix 1999 No. 8 (Japan),Hyper PlayStation Re-mix 1999 No. 8,,SLPM-80456
Hyper PlayStation Re-mix 1999 No. 9 (Japan) (Disc 1),Hyper PlayStation Re-mix 1999 No. 9 (Disc 1),,SLPM-80470
Hyper PlayStation Re-mix 1999 No. 9 (Japan) (Disc 2) (Sony Computer Entertainment Special),Hyper PlayStation Re-mix 1999 No. 9 (Disc 2) (Sony Computer Entertainment Special),,PCPX-96170
Hyper PlayStation Re-mix 2000 No. 1 (Japan),Hyper PlayStation Re-mix 2000 No. 1,,SLPM-80514
Hyper PlayStation Re-mix 2000 No. 2 (Japan),Hyper PlayStation Re-mix 2000 No. 2,,SLPM-80525
Hyper PlayStation Re-mix No. 1 (Japan),Hyper PlayStation Re-mix No. 1,,SLPM-80050
Hyper PlayStation Re-mix No. 10 (Japan),Hyper PlayStation Re-mix No. 10,,SLPM-80146
Hyper PlayStation Re-mix No. 11 (Japan),Hyper PlayStation Re-mix No. 11,,SLPM-80152
Hyper PlayStation Re-mix No. 12 (Japan),Hyper PlayStation Re-mix No. 12,,SLPM-80167
Hyper PlayStation Re-mix No. 2 (Japan),Hyper PlayStation Re-mix No. 2,,SLPM-80058
Hyper PlayStation Re-mix No. 3 (Japan),Hyper PlayStation Re-mix No. 3,,SLPM-80072
Hyper PlayStation Re-mix No. 4 (Japan),Hyper PlayStation Re-mix No. 4,,SLPM-80090
Hyper PlayStation Re-mix No. 5 (Japan),Hyper PlayStation Re-mix No. 5,,SLPM-80099
Hyper PlayStation Re-mix No. 6 (Japan),Hyper PlayStation Re-mix No. 6,,SLPM-80106
Hyper PlayStation Re-mix No. 7 (Japan) (Disc 1),Hyper PlayStation Re-mix No. 7 (Disc 1),,SLPM-80113
Hyper PlayStation Re-mix No. 7 (Japan) (Disc 2),Hyper PlayStation Re-mix No. 7 (Disc 2),,SLPM-80114
Hyper PlayStation Re-mix No. 8 (Japan),Hyper PlayStation Re-mix No. 8,,SLPM-80122
Hyper PlayStation Re-mix No. 9 (Japan),Hyper PlayStation Re-mix No. 9,,SLPM-80134
Hyper Securities 2 (Japan),Hyper Securities 2,はいぱあセキュリティーズ２,SLPS-01417
Hyper Tennis - Final Match (Europe),Hyper Tennis - Final Match,,SLES-00309
Hyper Value 2800 - Hanafuda (Japan),Hyper Value 2800 - Hanafuda,ハイパーバリュー２８００　花札,SLPM-86417
Hyper Value 2800 - Hyper Pachinko (Japan),Hyper Value 2800 - Hyper Pachinko,ハイパーバリュー２８００　ハイパーパチンコ,SLPM-86418
Hyper Value 2800 - Mahjong (Japan),Hyper Value 2800 - Mahjong,ハイパーバリュー２８００　麻雀,SLPM-86292
I.Q - Intelligent Qube (Japan),I.Q - Intelligent Qube,,SCPS-10029
I.Q - Intelligent Qube (Japan),,,SCPS-91068
I.Q - Intelligent Qube (Japan) (Demo),I.Q - Intelligent Qube (Demo),Ｉ．Ｑ　Ｉｎｔｅｌｌｉｇｅｎｔ　Ｑｕｂｅ,PCPX-96058
I.Q - Intelligent Qube (USA),I.Q - Intelligent Qube,,SCUS-94181
I.Q - Intelligent Qube (USA) (Demo),I.Q - Intelligent Qube (Demo),,SCUS-94196
I.Q Final (Japan),I.Q Final,,SCPS-10071
I.Q Final (Japan),,,SCPS-91311
I.Q Final (Japan) (Demo 1),I.Q Final (Demo 1),,PCPX-96137
I.Q Final (Japan) (Demo 2),I.Q Final (Demo 2),Ｉ．Ｑ　Ｆｉｎａｌ　無料レンタル版,PAPX-90063
"Ian Livingstone's Deathtrap Dungeon (Europe) (En,Fr,De,Es,It)",Ian Livingstone's Deathtrap Dungeon,,SLES-00746
Ian Livingstone's Deathtrap Dungeon (USA),Ian Livingstone's Deathtrap Dungeon,,SLUS-00566
Iblard - Laputa no Kaeru Machi (Japan),Iblard - Laputa no Kaeru Machi,イバラード　～ラピュタの孵る街～,SLPS-01027
Iceman - Digital PlayStage (Japan),Iceman - Digital PlayStage,,ESPM-70001
Ichigeki - Hagane no Hito (Japan),Ichigeki - Hagane no Hito,一撃　鋼の人,SLPS-02199
Ide Yousuke Meijin no Shin Jissen Mahjong (Japan),Ide Yousuke Meijin no Shin Jissen Mahjong,井出洋介名人の新実践麻雀,SLPS-00328
Ide Yousuke no Mahjong Kazoku (Japan),Ide Yousuke no Mahjong Kazoku,井出洋介の麻雀家族,SLPS-00058
Ide Yousuke no Mahjong Kazoku (Japan) (Rev 1),Ide Yousuke no Mahjong Kazoku,井出洋介の麻雀家族,SLPS-00058
Ide Yousuke no Mahjong Kyoushitsu (Japan),Ide Yousuke no Mahjong Kyoushitsu,井出洋介の麻雀教室,SLPS-02272
Ide Yousuke no Mahjong Kyoushitsu (Japan),,,SLPS-02942
Idol Janshi Suchie-Pai II Limited (Japan) (Disc 1),Idol Janshi Suchie-Pai II Limited (Disc 1),アイドル雀士スーチーパイⅡリミテッド (DISC 1),SLPS-00290
Idol Janshi Suchie-Pai II Limited (Japan) (Disc 2) (Bonus Disc Part 1),Idol Janshi Suchie-Pai II Limited (Disc 2) (Bonus Disc Part 1),アイドル雀士スーチーパイⅡリミテッド,SLPS-00291
Idol Janshi Suchie-Pai II Limited (Japan) (Disc 3) (Bonus Disc Part 2),Idol Janshi Suchie-Pai II Limited (Disc 3) (Bonus Disc Part 2),アイドル雀士スーチーパイⅡリミテッド,SLPS-00292
Idol Janshi Suchie-Pai Limited (Japan),Idol Janshi Suchie-Pai Limited,アイドル雀士　スーチーパイ　Ｌｉｍｉｔｅｄ,SLPS-00029
Idol Janshi Suchie-Pai Limited (Japan),,,SLPS-03509
Idol Promotion - Suzuki Yumie (Japan),Idol Promotion - Suzuki Yumie,あいどるプロモーション　～すずきゆみえ～,SLPS-00343
Idol Promotion - Suzuki Yumie (Japan) (Yumie Island),Idol Promotion - Suzuki Yumie (Yumie Island),あいどるプロモーション　～すずきゆみえ～,SLPS-00344
IHRA Drag Racing (USA),IHRA Drag Racing,,SLUS-01097
Ikasama Mahjong (Japan),Ikasama Mahjong,イカサマ麻雀,SLPS-02606
Ikasama Mahjong (Japan),,,SLPS-03314
"Ile LEGO 2, L' - La Revanche de Cassbrik (France)",L'ile LEGO 2 - La Revanche de Cassbrik,,SLES-03303
Imadoki no Vampire - Bloody Bride (Japan),Imadoki no Vampire - Bloody Bride,いまどきのバンパイア,SLPS-00526
I'Max Shougi II (Japan),I'Max Shougi II,アイマックス将棋ＩＩ,SLPS-01029
i-mode mo Issho - Doko Demo Issho Tsuika Disc (Japan),i-mode mo Issho - Doko Demo Issho Tsuika Disc,ｉモードもいっしょ　～どこでもいっしょ　追加ディスク～,SCPS-10141
i-mode mo Issho - Doko Demo Issho Tsuika Disc (Japan),,,SCPS-10143
i-mode mo Issho - Doko Demo Issho Tsuika Disc (Japan),,,SCPS-10144
Impact Racing (Europe),Impact Racing,,SLES-00235
Impact Racing (Japan),Impact Racing,インパクト・レーシング,SLPS-00836
Impact Racing (USA),Impact Racing,,SLUS-00225
In Cold Blood (Europe) (Disc 1),In Cold Blood (Disc 1),,SCES-02149
In Cold Blood (Europe) (Disc 2),In Cold Blood (Disc 2),,SCES-12149
In Cold Blood (USA) (Disc 1),In Cold Blood (Disc 1),,SLUS-01294
In Cold Blood (USA) (Disc 2),In Cold Blood (Disc 2),,SLUS-01314
In einem Land vor unserer Zeit - Die Rueckkehr ins Grosse Tal (Germany),In einem Land vor unserer Zeit - Die Rueckkehr ins Grosse Tal,,SLES-02983
In the Hunt (Europe),In the Hunt,,SLES-00342
In the Hunt (USA),In the Hunt,,SLUS-00172
Inagawa Junji - Kyoufu no Yashiki (Japan),Inagawa Junji - Kyoufu no Yashiki,稲川淳二　恐怖の屋敷,SLPS-02142
Inagawa Junji - Mayonaka no Taxi (Japan),Inagawa Junji - Mayonaka no Taxi,稲川淳二　真夜中のタクシー,SLPS-03244
"Incredible Crisis (Europe) (En,Fr,De,Es,It)",Incredible Crisis,,SLES-02933
"Incredible Crisis (Europe) (En,Fr,De,Es,It) (Demo)",Incredible Crisis (Demo),,SLED-03212
Incredible Crisis (USA),Incredible Crisis,,SLUS-01225
"Incredible Hulk, The - The Pantheon Saga (Europe) (En,Fr,De,Es,It)",The Incredible Hulk - The Pantheon Saga,,SLES-00109
"Incredible Hulk, The - The Pantheon Saga (USA)",The Incredible Hulk - The Pantheon Saga,,SLUS-00150
"Independence Day - The Game (Europe) (En,Fr,De,Es,It,Sv)",Independence Day - The Game,,SLES-00607
Independence Day (USA),Independence Day,,SLUS-00221
Indy 500 (Europe),Indy 500,,SLES-00135
Indy 500 (Japan),Indy 500,インディ５００,SLPS-00860
Indy 500 (Japan) (Demo),Indy 500 (Demo),インディ５００,SLPM-80103
"Infestation (Europe) (En,Fr,De,Es,It,Nl)",Infestation,,SLES-01870
Infinity (Japan),Infinity,インフィニティ,SLPS-02669
Infinity (Japan) (Rev 1),Infinity,インフィニティ,SLPS-02669
Initial D (Japan),Initial D,頭文字Ｄ,SLPS-01793
Initial D (Japan),,,SLPS-91181
"Inspector Gadget - Gadget's Crazy Maze (Europe) (En,Fr,De,Es,It,Nl)",Inspector Gadget - Gadget's Crazy Maze,,SLES-03084
"Inspector Gadget - Gadget's Crazy Maze (USA) (En,Fr,De,Es,It,Nl)",Inspector Gadget - Gadget's Crazy Maze,,SLUS-01267
Intellivision Classic Games (USA),Intellivision Classic Games,,SLUS-00906
Interactive CD Sampler Disc 6 (USA),,,SCUS-94242
Interactive CD Sampler Disc 6 (USA),Interactive CD Sampler Disc 6,,PBPX-95004
Interactive CD Sampler Disc 6 (USA) (Rev 1),,,SCUS-94242
Interactive CD Sampler Disc 6 (USA) (Rev 1),Interactive CD Sampler Disc 6,,PBPX-95004
Interactive CD Sampler Disc 6 (USA) (Rev 1),,,SCUS-94252
Interactive CD Sampler Disc Vol. 10 (USA),Interactive CD Sampler Disc Vol. 10,,PBPX-95011
Interactive CD Sampler Disc Vol. 10 (USA),,,SCUS-94382
Interactive CD Sampler Disc Vol. 11 (USA),Interactive CD Sampler Disc Vol. 11,,SCUS-94463
Interactive CD Sampler Disc Vol. 9 (USA),,,PBPX-95010
Interactive CD Sampler Disc Vol. 9 (USA),,,SCUS-94287
Interactive CD Sampler Disc Vol. 9 (USA) (SCUS-94295),Interactive CD Sampler Disc Vol. 9 (SCUS-94295),,SCUS-94295
Interactive CD Sampler Disc Volume 4 (USA),Interactive CD Sampler Disc Volume 4,,PBPX-95002
Interactive CD Sampler Disc Volume 4 (USA),,,SCUS-94418
Interactive CD Sampler Disc Volume 7 (USA),Interactive CD Sampler Disc Volume 7,,PBPX-95006
Interactive CD Sampler Disc Volume 7 (USA),,,SCUS-94258
Interactive CD Sampler Disc Volume 7 (USA) (Rev 1),Interactive CD Sampler Disc Volume 7,,PBPX-95006
Interactive CD Sampler Disc Volume 7 (USA) (Rev 1),,,SCUS-94262
Interactive CD Sampler Disc Volume 8 (USA),Interactive CD Sampler Disc Volume 8,,PBPX-95009
Interactive CD Sampler Disc Volume 8 (USA),,,SCUS-94268
Interactive CD Sampler Disc Volume 8 (USA),,,SCUS-94273
Interactive CD Sampler Disk Volume 5 (USA),Interactive CD Sampler Disk Volume 5,,PBPX-95003
Interactive CD Sampler Disk Volume 5 (USA),,,SCUS-94232
Interactive CD Sampler Disk Volume 5 (USA) (Rev 1),Interactive CD Sampler Disk Volume 5,,SCUS-94222
Interactive CD Sampler Disk Volume 5 (USA) (Rev 1),,,SCUS-94232
Interactive CD Sampler Disk Volume 5 (USA) (SCUS-94224),Interactive CD Sampler Disk Volume 5 (SCUS-94224),,SCUS-94224
Interactive CD Sampler Pack Volume 2 (USA),Interactive CD Sampler Pack Volume 2,,SCUS-94957
Interactive CD Sampler Pack Volume One (USA),Interactive CD Sampler Volume 1,,SCUS-94955
Interactive CD Sampler Pack Volume One (USA) (SCUS-94956),Interactive CD Sampler Volume 1 (SCUS-94956),,SCUS-94956
Interactive CD Sampler Pack Volume Three (USA),Interactive CD Sampler Pack Volume 3,,SCUS-94959
Interactive CD Sampler Pack Volume Three (Version 3.5) (USA),Interactive CD Sampler Pack Volume 3.5,,SCUS-94966
Interactive CD Sampler Pack Volume Three (Version 3.5) (USA) (Rev 1),Interactive CD Sampler Pack Volume 3.5,,SCUS-94966
Interactive CD Sampler Pack Volume Three (Version 3.5) (USA) (Rev 2),Interactive CD Sampler Pack Volume 3.5,,SCUS-94966
Interactive CD Sampler Pack Volume Three (Version 3.5) (USA) (Rev 3),Interactive CD Sampler Pack Volume 3.5,,SCUS-94966
Interactive CD Sampler Pack Volume Three (Version 3.5) (USA) (SCUS-94177),Interactive CD Sampler Pack Volume 3.5,,SCUS-94966
Interactive CD Sampler Pack Volume Three (Version 3.5) (USA) (SCUS-94177),Interactive CD Sampler Pack Volume 3.5 (SCUS-94177),,SCUS-94177
International Cricket Captain 2000 (Europe),International Cricket Captain 2000,,SLES-02404
International Cricket Captain 2001 - Ashes Edition (Europe),International Cricket Captain 2001 - Ashes Edition,,SLES-03596
International Cricket Captain 2002 (Europe),International Cricket Captain 2002,,SLES-03881
International Karate + (Europe),International Karate +,,SLES-04040
"International Moto X (Europe) (En,Fr,De,Es,It,Nl)",International Moto X,,SLES-00099
International Moto-X (Japan),International Moto-X,インターナショナルモトクロス,SLPS-00433
International Soccer - Excite Stage 2000 (Japan),International Soccer - Excite Stage 2000,インターナショナルエキサイトステージ２０００,SLPS-02868
"International Superstar Soccer (Europe) (En,De)",International Superstar Soccer,,SLES-02550
"International Superstar Soccer (Europe) (Fr,Es,It)",International Superstar Soccer,,SLES-03149
International Superstar Soccer Deluxe (Europe),International Superstar Soccer Deluxe,,SLES-00511
International Superstar Soccer Pro (Europe),International Superstar Soccer Pro,,SLES-00559
International Superstar Soccer Pro (Europe) (Demo),International Superstar Soccer Pro (Demo),,SLED-00796
International Superstar Soccer Pro (Europe) (Rev 1),International Superstar Soccer Pro,,SLES-00559
International Superstar Soccer Pro '98 (Asia),International Superstar Soccer Pro '98,,SCPS-45294
International Superstar Soccer Pro '98 (Europe) (Demo),International Superstar Soccer Pro '98 (Demo),,SLED-01401
"International Superstar Soccer Pro '98 (Europe) (En,Fr,De,Es)",International Superstar Soccer Pro '98,,SLES-01218
International Superstar Soccer Pro '98 (France) (Demo),International Superstar Soccer Pro '98 (Demo),,SLED-01513
International Superstar Soccer Pro '98 (Italy),International Superstar Soccer Pro '98,,SLES-01264
"International Superstar Soccer Pro '98 (USA) (En,Fr,De,Es,It)",International Superstar Soccer Pro '98,,SLUS-00674
International Track & Field (Asia),International Track & Field,,SCPS-45197
International Track & Field (Europe),International Track & Field,,SLES-00333
International Track & Field (USA),International Track & Field,,SLUS-00238
International Track & Field 2 (Europe),International Track & Field 2,,SLES-02448
International Track & Field 2000 (USA),International Track & Field 2000,,SLUS-00987
Interplay Sports Baseball 2000 (Europe),Interplay Sports Baseball 2000,,SLES-01935
Interplay Sports Baseball 2000 (USA),Interplay Sports Baseball 2000,,SLUS-00850
Inuyasha - A Feudal Fairy Tale (USA),Inuyasha - A Feudal Fairy Tale,,SLUS-01534
Inuyasha - A Feudal Fairy Tale (USA) (Rev 1),Inuyasha - A Feudal Fairy Tale,,SLUS-01534
Inuyasha - Sengoku Otogi Gassen (Japan),Inuyasha - Sengoku Otogi Gassen,犬夜叉　戦国お伽合戦,SLPS-03503
Inuyasha - Sengoku Otogi Gassen (Japan) (Demo),Inuyasha - Sengoku Otogi Gassen (Demo),犬夜叉　戦国お伽合戦,SLPM-80638
Inuyasha (Japan),Inuyasha,犬夜叉,SLPS-03374
Inuyasha (Japan) (Rev 1),Inuyasha,犬夜叉,SLPS-03374
Inuyasha (Japan) (Shokai Seisanban),Inuyasha (Shokai Seisanban),犬夜叉,SLPS-03361
"Invasion (Europe) (En,Fr,De,Es,It,Nl)",Invasion,,SLES-00443
Invasion from Beyond (USA),Invasion from Beyond,,SLUS-00709
"Invasion Vient de l'Espace, L' (France)","Invasion Vient de l'Espace, L'",,SLES-01573
Ippatsu Gyakuten - Gamble King Densetsu (Japan),Ippatsu Gyakuten - Gamble King Densetsu,一発逆転　ギャンブルキング伝説,SLPS-00551
Irem Arcade Classics (Japan),Irem Arcade Classics,アイレム・アーケード・クラシックス,SLPS-00341
"Iron Man & X-O Manowar in Heavy Metal (Europe) (En,Fr,De)",Iron Man & X-O Manowar in Heavy Metal,,SLES-00281
Iron Man & X-O Manowar in Heavy Metal (Japan),Iron Man & X-O Manowar in Heavy Metal,アイアンマン／ＸＯ,SLPS-00455
Iron Man & X-O Manowar in Heavy Metal (USA),Iron Man & X-O Manowar in Heavy Metal,,SLUS-00235
"Iron Soldier 3 (Europe) (En,Fr,De)",Iron Soldier 3,,SLES-03250
Iron Soldier 3 (USA),Iron Soldier 3,,SLUS-01061
Irritating Stick (USA),Irritating Stick,,SLUS-00775
Iru! (Japan),...Iru!,,SLPS-00965
iS - Internal Section (Japan),iS - Internal Section,,SLPS-01868
Ishin no Arashi - Bakumatsu Shishiden (Japan),Ishin no Arashi - Bakumatsu Shishiden,維新の嵐　幕末志士伝,SLPM-86144
Ishin no Arashi - Bakumatsu Shishiden (Japan),,,SLPM-86594
Ishin no Arashi (Japan),Ishin no Arashi,維新の嵐,SLPS-01158
ISS Pro Evolution (Asia),ISS Pro Evolution,,SCPS-45497
"ISS Pro Evolution (Europe) (En,Fr,De)",ISS Pro Evolution,,SLES-02095
"ISS Pro Evolution (Europe) (Es,It)",ISS Pro Evolution,,SLES-02424
ISS Pro Evolution (USA),ISS Pro Evolution,,SLUS-01014
"ISS Pro Evolution 2 (Europe) (En,Fr,De)",ISS Pro Evolution 2,,SLES-03321
"ISS Pro Evolution 2 (Europe) (En,Fr,De) (Alt)",ISS Pro Evolution 2,,SLES-03321
"ISS Pro Evolution 2 (Europe) (Es,It)",ISS Pro Evolution 2,,SLES-03322
Itadaki Street - Gorgeous King (Japan),Itadaki Street - Gorgeous King,いただきストリート　～ゴージャス・キング～,SLPM-86120
Itadaki Street - Gorgeous King (Japan) (Demo),Itadaki Street - Gorgeous King (Demo),いただきストリート　～ゴージャス・キング～,SLPM-80287
Itadaki Street - Gorgeous King (Japan) (Disc 2) (Demo),Itadaki Street - Gorgeous King (Disc 2) (Demo),いただきストリート　～ゴージャス・キング～,SLPM-86089
Itadaki Street - Gorgeous King (Japan) (Rev 1),Itadaki Street - Gorgeous King,いただきストリート　～ゴージャス・キング～,SLPM-86120
"Italian Job, The (Europe)",The Italian Job,,SLES-03489
"Italian Job, The (Europe) (Fr,De,Es)",The Italian Job,,SLES-03626
"Italian Job, The (Italy)",The Italian Job,,SLES-03648
"Italian Job, The (UK) (Demo)",The Italian Job (Demo),,SLED-03679
"Italian Job, The (USA)",The Italian Job,,SLUS-01457
"Itsuka, Kasanariau Ashita e - Sayuri-hen (Japan)","Itsuka, Kasanariau Ashita e - Sayuri Hen",,SLPS-01982
"Itsuka, Kasanariau Ashita e - Shirou-hen (Japan)","Itsuka, Kasanariau Ashita e - Shirou Hen",,SLPS-01957
Iwatobi Penguin Rocky x Hopper (Japan),Iwatobi Penguin Rocky x Hopper,イワトビペンギン　ロッキー×ホッパー,SLPS-00832
Iwatobi Penguin Rocky x Hopper (Japan),,,SLPS-91115
Iwatobi Penguin Rocky x Hopper (Japan) (Demo),Iwatobi Penguin Rocky x Hopper (Demo),イワトビペンギン　ロッキー×ホッパー,SLPM-80105
Iwatobi Penguin Rocky x Hopper 2 - Tantei Monogatari (Japan),Iwatobi Penguin Rocky x Hopper 2 - Tantei Monogatari,イワトビペンギン　ロッキー×ホッパー２　探偵物語,SLPS-01283
"Iznogoud (Europe) (En,Fr,De,It,Nl)",Iznogoud,,SLES-00480
