redump_title,title,localized_title,serial
"Fifth Element, The (Japan)",The Fifth Element,フィフス・エレメント,SLPS-01555
"Fifth Element, The (USA)",The Fifth Element,,SLUS-00711
Fighter Maker (Europe),Fighter Maker,,SLES-02515
Fighter Maker (USA),Fighter Maker,,SLUS-00641
Fighter Maker (USA) (Beta) (1999-10-07),Fighter Maker,,SLUS-00641
Fighters' Impact (Japan),Fighters' Impact,ファイターズ　インパクト,SLPS-00822
Fighting Eyes (Japan),Fighting Eyes,ファイティングアイズ,SLPS-01313
"Fighting Force & Tomb Raider II (Germany) (En,Fr,De) (Demo)",Fighting Force & Tomb Raider II (Demo),,SLED-01098
"Fighting Force (Europe) (En,Fr,De)",Fighting Force,,SLES-00731
"Fighting Force (Europe) (En,Fr,De) (Demo)",Fighting Force (Demo),,SLED-00881
"Fighting Force (Europe) (En,Fr,De) (EDC)",Fighting Force,,SLES-00731
Fighting Force (USA),Fighting Force,,SLUS-00433
Fighting Force (USA) (Rev 1),Fighting Force,,SLUS-00433
Fighting Force (USA) (Rev 1) (EDC),Fighting Force,,SLUS-00433
Fighting Force (USA) (Rev 2),Fighting Force,,SLUS-00433
Fighting Force 2 (Europe) (Demo),Fighting Force 2 (Demo),,SLED-02314
"Fighting Force 2 (Europe) (En,Fr)",Fighting Force 2,,SLES-02233
"Fighting Force 2 (Europe) (Es,It)",Fighting Force 2,,SLES-02237
Fighting Force 2 (Germany),Fighting Force 2,,SLES-02235
Fighting Force 2 (USA),Fighting Force 2,,SLUS-00934
Fighting Illusion - K-1 GP 2000 (Japan),Fighting Illusion - K-1 GP 2000,ファイティングイリュージョン　Ｋ－１ＧＰ　２０００,SLPS-02985
Fighting Illusion - K-1 Grand Prix (Japan),Fighting Illusion - K-1 Grand Prix,ファイティングイリュージョン　Ｋ‐１グランプリ,SLPS-00340
Fighting Illusion - K-1 Grand Prix '98 (Japan),Fighting Illusion - K-1 Grand Prix '98,ファイティング・イリュージョン　Ｋ－１　グラン・プリ′９８,SLPS-01696
Fighting Illusion - K-1 Grand Prix '98 (Japan) (Demo),Fighting Illusion - K-1 Grand Prix '98 (Demo),ファイティング・イリュージョン　Ｋ－１　グラン・プリ′９８,SLPM-80341
Fighting Illusion - K-1 Revenge (Japan),Fighting Illusion - K-1 Revenge,ファイティングイリュージョン　Ｋ‐１　リベンジ,SLPS-00978
Fighting Illusion - K-1 Revenge (Japan),Fighting Illusion K-1 Revenge [Playstation the Best],,SLPS-91090
Fighting Illusion V - K-1 Grand Prix '99 (Japan),Fighting Illusion V - K-1 Grand Prix '99,ファイティングイリュージョンⅤ　Ｋ－１グランプリ′９９,SLPS-02304
Fighting Network Rings (Japan),Fighting Network Rings,ファイティングネットワーク　リングス,SLPS-00631
Final Doom (Europe),Final Doom,,SLES-00487
Final Doom (Japan),Final Doom,ファイナル・ドゥーム,SLPS-00727
Final Doom (USA),Final Doom,,SLUS-00331
Final Fantasy (Japan),Final Fantasy,ファイナルファンタジー,SLPS-03430
Final Fantasy (Japan) (Premium Package),Final Fantasy (Premium Package),ファイナルファンタジー,SLPS-03500
"Final Fantasy Anthology - European Edition - Final Fantasy IV (Europe, Australia)",Final Fantasy Anthology - European Edition - Final Fantasy IV,,SCES-03840
"Final Fantasy Anthology - European Edition - Final Fantasy V (Europe, Australia)",Final Fantasy Anthology - European Edition - Final Fantasy V,,SCES-13840
Final Fantasy Anthology - Final Fantasy V (USA),Final Fantasy Anthology - Final Fantasy V,,SLUS-00879
Final Fantasy Anthology - Final Fantasy VI (USA),Final Fantasy Anthology - Final Fantasy VI,,SLUS-00900
Final Fantasy Chronicles - Chrono Trigger (USA),Final Fantasy Chronicles - Chrono Trigger,,SLUS-01363
Final Fantasy Chronicles - Chrono Trigger (USA) (Beta) (2001-05-19),Final Fantasy Chronicles - Chrono Trigger,,SLUS-01363
Final Fantasy Chronicles - Chrono Trigger (USA) (Rev 1),Final Fantasy Chronicles - Chrono Trigger,,SLUS-01363
Final Fantasy Chronicles - Final Fantasy IV (USA),Final Fantasy Chronicles - Final Fantasy IV,,SLUS-01360
Final Fantasy Chronicles - Final Fantasy IV (USA) (Rev 1),Final Fantasy Chronicles - Final Fantasy IV,,SLUS-01360
Final Fantasy Extra Collection (Japan),Final Fantasy Extra Collection,ファイナルファンタジー　エクストラコレクション,SLPM-80073
Final Fantasy II (Japan),Final Fantasy II,ファイナルファンタジーⅡ,SLPS-03502
Final Fantasy II (Japan) (Premium Package),Final Fantasy II (Premium Package),ファイナルファンタジーⅡ,SLPS-03501
Final Fantasy IV (Japan),Final Fantasy IV,ファイナルファンタジーⅣ,SLPM-86028
Final Fantasy IV (Japan),,,SLPS-01948
Final Fantasy IX (Europe) (Disc 1),Final Fantasy IX (Disc 1),,SLES-02965
Final Fantasy IX (Europe) (Disc 2),Final Fantasy IX (Disc 2),,SLES-12965
Final Fantasy IX (Europe) (Disc 3),Final Fantasy IX (Disc 3),,SLES-22965
Final Fantasy IX (Europe) (Disc 4),Final Fantasy IX (Disc 4),,SLES-32965
Final Fantasy IX (France) (Disc 1),Final Fantasy IX (Disc 1),,SLES-02966
Final Fantasy IX (France) (Disc 2),Final Fantasy IX (Disc 2),,SLES-12966
Final Fantasy IX (France) (Disc 3),Final Fantasy IX (Disc 3),,SLES-22966
Final Fantasy IX (France) (Disc 4),Final Fantasy IX (Disc 4),,SLES-32966
Final Fantasy IX (Germany) (Disc 1),Final Fantasy IX (Disc 1),,SLES-02967
Final Fantasy IX (Germany) (Disc 2),Final Fantasy IX (Disc 2),,SLES-12967
Final Fantasy IX (Germany) (Disc 3),Final Fantasy IX (Disc 3),,SLES-22967
Final Fantasy IX (Germany) (Disc 4),Final Fantasy IX (Disc 4),,SLES-32967
Final Fantasy IX (Italy) (Disc 1),Final Fantasy IX (Disc 1),,SLES-02968
Final Fantasy IX (Italy) (Disc 2),Final Fantasy IX (Disc 2),,SLES-12968
Final Fantasy IX (Italy) (Disc 3),Final Fantasy IX (Disc 3),,SLES-22968
Final Fantasy IX (Italy) (Disc 4),Final Fantasy IX (Disc 4),,SLES-32968
"Final Fantasy IX (Japan, Asia) (Disc 1)",,,SLPS-02000
"Final Fantasy IX (Japan, Asia) (Disc 1)",Final Fantasy IX (Disc 1),ファイナルファンタジーⅨ (Disc 1),SCPS-45500
"Final Fantasy IX (Japan, Asia) (Disc 1)",,,SLPM-87388
"Final Fantasy IX (Japan, Asia) (Disc 2)",,,SLPS-02001
"Final Fantasy IX (Japan, Asia) (Disc 2)",Final Fantasy IX (Disc 2),ファイナルファンタジーⅨ (Disc 2),SCPS-45501
"Final Fantasy IX (Japan, Asia) (Disc 2)",,,SLPM-87389
"Final Fantasy IX (Japan, Asia) (Disc 3)",,,SLPS-02002
"Final Fantasy IX (Japan, Asia) (Disc 3)",Final Fantasy IX (Disc 3),ファイナルファンタジーⅨ (Disc 3),SCPS-45502
"Final Fantasy IX (Japan, Asia) (Disc 3)",,,SLPM-87390
"Final Fantasy IX (Japan, Asia) (Disc 4)",,,SLPS-02003
"Final Fantasy IX (Japan, Asia) (Disc 4)",Final Fantasy IX (Disc 4),ファイナルファンタジーⅨ (Disc 4),SCPS-45503
"Final Fantasy IX (Japan, Asia) (Disc 4)",,,SLPM-87391
Final Fantasy IX (Spain) (Disc 1),Final Fantasy IX (Disc 1),,SLES-02969
Final Fantasy IX (Spain) (Disc 2),Final Fantasy IX (Disc 2),,SLES-12969
Final Fantasy IX (Spain) (Disc 3),Final Fantasy IX (Disc 3),,SLES-22969
Final Fantasy IX (Spain) (Disc 4),Final Fantasy IX (Disc 4),,SLES-32969
Final Fantasy IX (USA) (Disc 1),Final Fantasy IX (Disc 1),,SLUS-01251
Final Fantasy IX (USA) (Disc 2),Final Fantasy IX (Disc 2),,SLUS-01295
Final Fantasy IX (USA) (Disc 3),Final Fantasy IX (Disc 3),,SLUS-01296
Final Fantasy IX (USA) (Disc 4),Final Fantasy IX (Disc 4),,SLUS-01297
Final Fantasy Origins - Final Fantasy (Europe),Final Fantasy Origins - Final Fantasy,,SLES-04034
Final Fantasy Origins - Final Fantasy II (Europe),Final Fantasy Origins - Final Fantasy II,,SLES-14034
Final Fantasy Origins (USA),Final Fantasy Origins,,SLUS-01541
Final Fantasy Origins (USA) (Rev 1),Final Fantasy Origins,,SLUS-01541
Final Fantasy Tactics (Japan),Final Fantasy Tactics,ファイナルファンタジータクティクス,SLPS-00770
Final Fantasy Tactics (Japan) (Rev 1),Final Fantasy Tactics,ファイナルファンタジータクティクス,SLPS-00770
Final Fantasy Tactics (Japan) (Rev 1),Final Fantasy Tactics,ファイナルファンタジータクティクス,SLPM-87392
Final Fantasy Tactics (Japan) (Rev 1),,,SLPS-02768
Final Fantasy Tactics (USA),Final Fantasy Tactics,,SCUS-94221
"Final Fantasy V (Japan, Asia)",,,SLPM-86081
"Final Fantasy V (Japan, Asia)",Final Fantasy V,ファイナルファンタジーⅤ,SCPS-45214
"Final Fantasy V (Japan, Asia)",,,SLPS-01949
"Final Fantasy VI (Europe, Australia)",Final Fantasy VI,,SCES-03828
"Final Fantasy VI (Japan, Asia)",,,SLPM-86198
"Final Fantasy VI (Japan, Asia)",Final Fantasy VI,ファイナルファンタジーⅥ,SCPS-45387
"Final Fantasy VI (Japan, Asia)",,,SLPS-01950
Final Fantasy VII (Europe) (Disc 1),Final Fantasy VII (Disc 1),,SCES-00867
Final Fantasy VII (Europe) (Disc 2),Final Fantasy VII (Disc 2),,SCES-10867
Final Fantasy VII (Europe) (Disc 3),Final Fantasy VII (Disc 3),,SCES-20867
Final Fantasy VII (France) (Disc 1),Final Fantasy VII (Disc 1),,SCES-00868
Final Fantasy VII (France) (Disc 2),Final Fantasy VII (Disc 2),,SCES-10868
Final Fantasy VII (France) (Disc 3),Final Fantasy VII (Disc 3),,SCES-20868
Final Fantasy VII (Germany) (Disc 1),Final Fantasy VII (Disc 1),,SCES-00869
Final Fantasy VII (Germany) (Disc 2),Final Fantasy VII (Disc 2),,SCES-10869
Final Fantasy VII (Germany) (Disc 3),Final Fantasy VII (Disc 3),,SCES-20869
Final Fantasy VII (Japan) (Disc 1),Final Fantasy VII (Disc 1),ファイナルファンタジーⅦ (DISC 1),SLPS-00700
Final Fantasy VII (Japan) (Disc 2),Final Fantasy VII (Disc 2),ファイナルファンタジーⅦ (DISC 2),SLPS-00701
Final Fantasy VII (Japan) (Disc 3),Final Fantasy VII (Disc 3),ファイナルファンタジーⅦ (DISC 3),SLPS-00702
Final Fantasy VII (Spain) (Disc 1),Final Fantasy VII (Disc 1),,SCES-00900
Final Fantasy VII (Spain) (Disc 1) (Rev 1),Final Fantasy VII (Disc 1),,SCES-00900
Final Fantasy VII (Spain) (Disc 2),Final Fantasy VII (Disc 2),,SCES-10900
Final Fantasy VII (Spain) (Disc 2) (Rev 1),Final Fantasy VII (Disc 2),,SCES-10900
Final Fantasy VII (Spain) (Disc 3),Final Fantasy VII (Disc 3),,SCES-20900
Final Fantasy VII (Spain) (Disc 3) (Rev 1),Final Fantasy VII (Disc 3),,SCES-20900
Final Fantasy VII (USA) (Disc 1),Final Fantasy VII (Disc 1),,SCUS-94163
Final Fantasy VII (USA) (Disc 2),Final Fantasy VII (Disc 1),,SCUS-94163
Final Fantasy VII (USA) (Disc 3),Final Fantasy VII (Disc 1),,SCUS-94163
Final Fantasy VII (USA) (Interactive Sampler CD),Final Fantasy VII (Interactive Sampler CD),,SCUS-94961
Final Fantasy VII (USA) (Square Soft on PlayStation Previews),Final Fantasy VII (Square Soft on PlayStation Previews),,SCUS-94179
Final Fantasy VII International (Japan) (Disc 1),,,SLPS-01057
Final Fantasy VII International (Japan) (Disc 1),Final Fantasy VII International (Disc 1),ファイナルファンタジーⅦ　インターナショナル (DISC 1),SLPM-84020
Final Fantasy VII International (Japan) (Disc 1),,,SLPM-87380
Final Fantasy VII International (Japan) (Disc 2),,,SLPS-01058
Final Fantasy VII International (Japan) (Disc 2),Final Fantasy VII International (Disc 2),ファイナルファンタジーⅦ　インターナショナル (DISC 2),SLPM-84021
Final Fantasy VII International (Japan) (Disc 2),,,SLPM-87381
Final Fantasy VII International (Japan) (Disc 3),,,SLPS-01059
Final Fantasy VII International (Japan) (Disc 3),Final Fantasy VII International (Disc 3),ファイナルファンタジーⅦ　インターナショナル (DISC 3),SLPM-84022
Final Fantasy VII International (Japan) (Disc 3),,,SLPM-87382
Final Fantasy VII International (Japan) (Disc 4) (Perfect Guide),,,SLPS-01060
Final Fantasy VII International (Japan) (Disc 4) (Perfect Guide),Final Fantasy VII International (Disc 4) (Perfect Guide),ファイナルファンタジーⅦ　インターナショナル,SLPM-87383
Final Fantasy VIII (Europe) (Demo 1),Final Fantasy VIII (Demo 1),,SCED-02062
Final Fantasy VIII (Europe) (Demo 2),Final Fantasy VIII (Demo 2),,SLED-02258
"Final Fantasy VIII (Europe, Australia) (Disc 1)",,,SLES-02080
"Final Fantasy VIII (Europe, Australia) (Disc 2)",,,SLES-12080
"Final Fantasy VIII (Europe, Australia) (Disc 3)",,,SLES-22080
"Final Fantasy VIII (Europe, Australia) (Disc 4)",,,SLES-32080
Final Fantasy VIII (France) (Demo),Final Fantasy VIII (Demo),,SLED-02259
Final Fantasy VIII (France) (Disc 1),Final Fantasy VIII (Disc 1),,SLES-02081
Final Fantasy VIII (France) (Disc 2),Final Fantasy VIII (Disc 2),,SLES-12081
Final Fantasy VIII (France) (Disc 3),Final Fantasy VIII (Disc 3),,SLES-22081
Final Fantasy VIII (France) (Disc 4),Final Fantasy VIII (Disc 4),,SLES-32081
Final Fantasy VIII (Germany) (Disc 1),Final Fantasy VIII (Disc 1),,SLES-02082
Final Fantasy VIII (Germany) (Disc 2),Final Fantasy VIII (Disc 2),,SLES-12082
Final Fantasy VIII (Germany) (Disc 3),Final Fantasy VIII (Disc 3),,SLES-22082
Final Fantasy VIII (Germany) (Disc 4),Final Fantasy VIII (Disc 4),,SLES-32082
Final Fantasy VIII (Italy) (Disc 1),Final Fantasy VIII (Disc 1),,SLES-02083
Final Fantasy VIII (Italy) (Disc 2),Final Fantasy VIII (Disc 2),,SLES-12083
Final Fantasy VIII (Italy) (Disc 3),Final Fantasy VIII (Disc 3),,SLES-22083
Final Fantasy VIII (Italy) (Disc 4),Final Fantasy VIII (Disc 4),,SLES-32083
Final Fantasy VIII (Japan) (Square's Preview Extra) (Demo),Final Fantasy VIII (Square's Preview Extra) (Demo),ファイナルファンタジーⅧ,SLPM-80269
"Final Fantasy VIII (Japan, Asia) (Disc 1)",,,SLPS-01880
"Final Fantasy VIII (Japan, Asia) (Disc 1)",Final Fantasy VIII (aka Final Fantasy VIII / FF8 / FFVIII),,SCPS-45375
"Final Fantasy VIII (Japan, Asia) (Disc 1)",Final Fantasy VIII (Disc 1),ファイナルファンタジーⅧ (DISC 1),SLPM-87384
"Final Fantasy VIII (Japan, Asia) (Disc 2)",,,SLPS-01881
"Final Fantasy VIII (Japan, Asia) (Disc 2)",,,SCPS-45376
"Final Fantasy VIII (Japan, Asia) (Disc 2)",Final Fantasy VIII (Disc 2),ファイナルファンタジーⅧ (DISC 2),SLPM-87385
"Final Fantasy VIII (Japan, Asia) (Disc 3)",,,SLPS-01882
"Final Fantasy VIII (Japan, Asia) (Disc 3)",,,SCPS-45377
"Final Fantasy VIII (Japan, Asia) (Disc 3)",Final Fantasy VIII (Disc 3),ファイナルファンタジーⅧ (DISC 3),SLPM-87386
"Final Fantasy VIII (Japan, Asia) (Disc 4)",,,SLPS-01883
"Final Fantasy VIII (Japan, Asia) (Disc 4)",,,SCPS-45378
"Final Fantasy VIII (Japan, Asia) (Disc 4)",Final Fantasy VIII (Disc 4),ファイナルファンタジーⅧ (DISC 4),SLPM-87387
Final Fantasy VIII (Spain) (Demo),Final Fantasy VIII (Demo),,SLED-02262
Final Fantasy VIII (Spain) (Disc 1),Final Fantasy VIII (Disc 1),,SLES-02084
Final Fantasy VIII (Spain) (Disc 2),Final Fantasy VIII (Disc 2),,SLES-12084
Final Fantasy VIII (Spain) (Disc 3),Final Fantasy VIII (Disc 3),,SLES-22084
Final Fantasy VIII (Spain) (Disc 4),Final Fantasy VIII (Disc 4),,SLES-32084
Final Fantasy VIII (USA) (Disc 1),Final Fantasy VIII (Disc 1),,SLUS-00892
Final Fantasy VIII (USA) (Disc 2),Final Fantasy VIII (Disc 2),,SLUS-00908
Final Fantasy VIII (USA) (Disc 3),Final Fantasy VIII (Disc 3),,SLUS-00909
Final Fantasy VIII (USA) (Disc 4),Final Fantasy VIII (Disc 4),,SLUS-00910
Final Round (Japan),Final Round,ファイナル・ラウンド,SLPS-01266
"Final Round, The (USA)",The Final Round,,SLUS-00064
Finger Flashing (Japan),Finger Flashing,ふぃんがぁ★ふらっしんぐ,SLPS-02158
Fire Panic - Mack no Rescue Daisakusen (Japan),Fire Panic - Mack no Rescue Daisakusen,ファイヤーパニック　～マックのレスキュー大作戦～,SCPS-10055
Fire Pro Wrestling - Iron Slam '96 (Japan),Fire Pro Wrestling - Iron Slam '96,ファイヤープロレスリング　アイアンスラム’９６,SLPS-00277
Fire Pro Wrestling G (Japan),Fire Pro Wrestling G,ファイヤープロレスリングＧ,SLPS-02065
Fire Pro Wrestling G (Japan) (Spike Library),Fire Pro Wrestling G (Spike Library),ファイヤープロレスリングＧ,SLPS-02817
Fire Woman Matoigumi (Japan),Fire Woman Matoigumi,ファイアー・ウーマン纏組,SLPS-01315
"Firebugs (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Firebugs,,SCES-03884
"Firemen 2, The - Pete & Danny (Japan)",The Firemen 2 - Pete & Danny,ザ・ファイヤーメン２　ピート＆ダニー,SLPS-00148
"Firemen 2, The - Pete & Danny (Japan)",,,SLPS-02090
"Firestorm - Thunderhawk 2 (Europe) (En,Fr)",Firestorm - Thunderhawk 2,,SLES-00145
"Firestorm - Thunderhawk 2 (Europe) (En,Fr)",Firestorm - Thunderhawk 2,,SLES-00145
Firestorm - Thunderhawk 2 (Germany),Firestorm - Thunderhawk 2,,SLES-00144
Firestorm - Thunderhawk 2 (Germany),Firestorm - Thunderhawk 2,,SLES-00144
Firo & Klawd (Europe),Firo & Klawd,,SLES-00094
Firo & Klawd (France),Firo & Klawd,,SLES-00252
Firo & Klawd (Germany),Firo & Klawd,,SLES-00253
Firo & Klawd (Japan),Firo & Klawd,ファイロ＆クロード,SLPS-00803
Firo & Klawd (Spain),Firo & Klawd,,SLES-00254
First Kiss Story (Japan) (Disc 1),First Kiss Story (Disc 1),ファーストＫｉｓｓ☆物語 (DISC 1),SLPS-01708
First Kiss Story (Japan) (Disc 2),First Kiss Story (Disc 2),ファーストＫｉｓｓ☆物語 (DISC 2),SLPS-01709
First Queen IV - Varcia Senki (Japan),First Queen IV - Varcia Senki,ファーストクィーンⅣ　バルシア戦記,SLPS-00604
Fish Eyes (Japan),Fish Eyes,フィッシュアイズ,SLPS-00463
Fish Eyes (Japan),,,SLPS-91040
Fish Eyes (Japan),,,SLPS-91458
Fish Eyes II (Japan),Fish Eyes II,フィッシュアイズⅡ,SLPS-02383
Fish Eyes II (Japan) (Demo),Fish Eyes II (Demo),フィッシュアイズⅡ,SLPM-80523
Fish On! Bass (Japan),Fish On! Bass,フィッシュ　オン！　バス,SLPS-02288
Fisherman's Bait - A Bass Challenge (USA),Fisherman's Bait - A Bass Challenge,,SLUS-00802
Fisherman's Bait - Bass Challenge (Europe),Fisherman's Bait - Bass Challenge,,SLES-02085
Fisherman's Bait 2 - Big Ol' Bass (Europe),Fisherman's Bait 2 - Big Ol' Bass,,SLES-02596
Fisherman's Bait 2 - Big Ol' Bass (USA),Fisherman's Bait 2 - Big Ol' Bass,,SLUS-00999
Fisherman's Bait 3 (Europe),Fisherman's Bait 3,,SLES-03295
Fisher's Road (Japan),Fisher's Road,フィッシャーズロード,SLPS-01943
Fishing Freaks - BassRise (Japan),Fishing Freaks - BassRise,バスライズ,SLPS-01931
Fishing Freaks - BassRise (Japan) (Demo),Fishing Freaks - BassRise (Demo),バスライズ,SLPM-80374
Fishing Freaks - BassRise (Japan) (Demo),,,SLPM-80404
Fishing Freaks - BassRise (Japan) (Doukon Pack),Fishing Freaks - BassRise (Doukon Pack),バスライズ,SLPS-01930
Fishing Freaks - BassRise Plus (Japan),Fishing Freaks - BassRise Plus,バスライズ　プラス,SLPS-02572
Fishing Koushien II (Japan),Fishing Koshien II,,SLPS-00749
Fist (Japan),Fist,フィスト,SLPS-00538
Flamberge no Seirei (Japan),Flamberge no Seirei,フランベルジュの精霊,SLPS-02719
"Flintstones, Die - Bedrock Bowling (Germany)",Die Flintstones - Bedrock Bowling,,SLES-03320
"Flintstones, The - Bedrock Bowling (Europe)",The Flintstones - Bedrock Bowling,,SLES-02345
"Flintstones, The - Bedrock Bowling (USA)",The Flintstones - Bedrock Bowling,,SLUS-00931
Floating Runner - 7-tsu no Suishou no Monogatari (Japan),Floating Runner - 7-tsu no Suishou no Monogatari,フローティングランナー　７つの水晶の物語,SLPS-00147
Floating Runner - Quest for the 7 Crystals (USA),Floating Runner - Quest for the 7 Crystals,,SLUS-00231
Floating Runner (Europe),Floating Runner,,SLES-00453
Fluid (Europe),Fluid,,SCES-00985
Fluid (Germany) (Demo),Fluid (Demo),,SCED-01572
Flying Squadron (Europe),Flying Squadron,,SLES-04156
Folles Poursuites (France),Folles Poursuites,,SLES-03546
Football Madness (Europe),Football Madness,,SLES-04047
Football Manager Campionato 2001 (Italy),Football Manager Campionato 2001,,SLES-02978
Football Manager Campionato 2002 (Italy),Football Manager Campionato 2002,,SLES-03606
Football Special (Europe),Football Special,,SCED-01387
Ford Racing (Europe),Ford Racing,,SLES-03276
Ford Racing (USA),Ford Racing,,SLUS-01301
"Ford Truck Mania (Europe) (En,Fr,De,Es)",Ford Truck Mania,,SLES-04109
Ford Truck Mania (USA),Ford Truck Mania,,SLUS-01540
Forget Me Not - Palette (Japan),Forget Me Not - Pallete,,SLPS-03191
Formation Soccer '97 - The Road to France (Japan),Formation Soccer '97 - The Road to France,フォーメーションサッカー′９７　ザ・ロード・トゥ・フランス,SLPS-00762
Formation Soccer '98 - Ganbare Nippon in France (Japan),Formation Soccer '98 - Ganbare Nippon in France,フォーメーションサッカー´９８　～ガンバレニッポン　ｉｎ　Ｆｒａｎｃｅ～,SLPS-01419
Formation Soccer '98 (Japan),Formation Soccer '98,フォーメーションサッカー＇９８,SLPM-86640
"Formula 1 (Europe) (En,Fr,De,Es,It)",Formula 1,,SLES-00298
"Formula 1 (Europe) (En,Fr,De,Es,It) (Rev 1)",Formula 1,,SLES-00298
Formula 1 (Japan),Formula 1,フォーミュラ・ワン,SIPS-60011
Formula 1 (USA),Formula 1,,SCUS-94353
Formula 1 (USA) (Rev 1),Formula 1,,SCUS-94353
"Formula 1 97 (Europe) (En,Fr,De,Es,It)",Formula 1 97,,SLES-00859
"Formula 1 97 (Europe) (En,Fr,De,Es,It) (Rev 1)",Formula 1 97,,SLES-00859
"Formula 1 97 (Japan) (En,Ja,Fr,De,Es,It)",Formula 1 97,フォーミュラ・ワン９７,SIPS-60023
"Formula 1 97 (Japan) (En,Ja,Fr,De,Es,It) (Rev 1)",Formula 1 97,フォーミュラ・ワン９７,SIPS-60023
"Formula 1 98 (Europe) (En,Fr,De,Es,It,Fi)",Formula 1 98,,SLES-01421
"Formula 1 98 (USA) (En,Fr,De,Es,It,Fi)",Formula 1 98,,SLUS-00744
"Formula 1 Championship Edition (USA) (En,Fr,De,Es,It)",Formula 1 Championship Edition,,SLUS-00546
Formula Circus (Japan),Formula Circus,フォーミュラ・サーカス,SLPS-00358
Formula Circus (Japan) (Demo),Formula Circus (Demo),フォーミュラ・サーカス,SLPM-80097
Formula GP (Europe),Formula GP,,SLES-03994
Formula Grand Prix - Team Un'ei Simulation 2 - 1997-nenban (Japan),Formula Grand Prix - Team Un'ei Simulation 2 - 1997-nenban,フォーミュラ・グランプリ　～チーム・運営・シミュレーション２～　「１９９７年版」,SLPS-01154
Formula Karts - Special Edition (Europe) (Demo),Formula Karts - Special Edition (Demo),,SLED-00447
"Formula Karts - Special Edition (Europe) (En,De,Es,It)",Formula Karts - Special Edition,,SLES-00726
"Formula Nippon (Europe) (En,Es,It)",Formula Nippon,,SLES-02526
"Formula Nippon (Europe) (Fr,De)",Formula Nippon,,SLES-02527
Formula Nippon '99 - Racing Driver ni Narou! (Japan),Formula Nippon '99 - Racing Driver ni Narou!,フォーミュラ・ニッポン´９９,SLPS-02259
"Formula One (Europe) (En,Fr,De,Es,It) (Demo)",Formula One (Demo),,SLED-00491
"Formula One 2000 (Europe) (En,Fi)",Formula One 2000,,SCES-02777
"Formula One 2000 (Europe) (Es,It)",Formula One 2000,,SCES-02779
"Formula One 2000 (Europe) (Fr,De)",Formula One 2000,,SCES-02778
Formula One 2000 (USA),Formula One 2000,,SLUS-01134
"Formula One 2001 (Europe) (En,Fi)",Formula One 2001,,SCES-03404
"Formula One 2001 (Europe) (En,Fi) (Beta) (2001-03-21)",Formula One 2001,,SCES-03404
"Formula One 2001 (Europe) (Es,It)",Formula One 2001,,SCES-03424
"Formula One 2001 (Europe) (Fr,De)",Formula One 2001,,SCES-03423
Formula One 2001 (Russia),Formula One 2001,,SCES-03524
"Formula One 99 (Europe) (En,Es,Fi)",Formula One 99,,SCES-02222
"Formula One 99 (Europe) (En,Fr,De,It)",Formula One 99,,SCES-01979
"Formula One 99 (Europe) (En,Fr,De,It) (Beta) (1999-09-09)",Formula One '99 (Beta),,SCED-01979
Formula One 99 (Japan),Formula One 99,フォーミュラワン９９,SCPS-10101
"Formula One 99 (USA, Canada) (En,Fr,Es)",Formula One 99,,SLUS-00870
"Formula One Arcade (Europe) (En,Fr,De,Es,It)",Formula One Arcade,,SCES-03886
Forsaken (Europe),Forsaken,,SLES-00745
Forsaken (Europe) (Demo),Forsaken (Demo),,SLED-01263
Forsaken (France),Forsaken,,SLES-01086
Forsaken (Germany),Forsaken,,SLES-01087
Forsaken (Italy),Forsaken,,SLES-01088
Forsaken (Japan),Forsaken,フォーセイケン,SLPM-86307
Forsaken (Spain),Forsaken,,SLES-01089
Forsaken (USA),Forsaken,,SLUS-00458
Fox Hunt (USA) (Disc 1),Fox Hunt (Disc 1),,SLUS-00101
Fox Hunt (USA) (Disc 2),Fox Hunt (Disc 2),,SLUS-00175
Fox Hunt (USA) (Disc 3),Fox Hunt (Disc 3),,SLUS-00176
Fox Junction (Japan),Fox Junction,フォックスジャンクション,SLPS-01355
Fox Sports Golf '99 (USA),FOX Sports Golf '99,,SLUS-00636
"Fox Sports Soccer '99 (USA) (En,Es)",FOX Sports Soccer '99,,SLUS-00635
FoxKids.com - Micro Maniacs Racing (USA),FoxKids.com - Micro Maniacs Racing,,SLUS-01129
Frank Thomas Big Hurt Baseball (Europe),Frank Thomas Big Hurt Baseball,,SLES-00100
Frank Thomas Big Hurt Baseball (Japan),Frank Thomas Big Hurt Baseball,フランク・トーマス　ＢＩＧ　ＨＵＲＴ　ベースボール,SLPS-00453
Frank Thomas Big Hurt Baseball (USA),Frank Thomas Big Hurt Baseball,,SLUS-00010
"Frankreich 98 - Die Fussball-WM (Germany) (En,Fr,De,Es,Nl,Sv,Da)",Frankreich 98 - Die Fussball-WM,,SLES-01267
Free Spin Demo Disc! (Europe),Free Spin Demo Disc!,,SCED-04009
Free Spin Demo Disc! Voellig Gratis Demo Disc! (Germany),Free Spin Demo Disc! Voellig Gratis Demo Disc!,,SCED-04012
Free Talk Studio - Mari no Kimamana Oshaberi (Japan),Free Talk Studio - Mari no Kimamana Oshaberi,フリー・トーク・スタジオ　～マリの気ままなおしゃべり～,SLPS-00985
Freestyle Boardin' '99 (USA),Freestyle Boardin' '99,,SLUS-00767
