redump_name,serial_1,serial_2,serial_3,serial_4,serial_5
"Donkey Kong Jungle Beat (Europe, Australia) (En,Fr,De,Es,It)",RVL-R49P-EUR,,,,
Donkey Kong Jungle Beat (Japan),RVL-R49J-JPN,,,,
"Donkey Kong Jungle Beat (USA) (En,Fr,Es)",RVL-R49E-USA,,,,
Donkey Kong Returns (Japan),RVL-SF8J-JPN-B0,,,,
Donkey Kong Taru Jet Race (Japan),RVL-RDKJ-JPN,,,,
"Dood's Big Adventure (Europe) (En,Fr,De,Es,It,Nl)",RVL-SDLP-EUR-B1,,,,
"Dood's Big Adventure (USA) (En,Fr)",RVL-SDLE-USA-B0,,,,
Doraemon Wii - Himitsu Dougu-ou Ketteisen! (Japan),RVL-REMJ-JPN,,,,
Doubutsu Kisoutengai! Nazo no Rakuen de Scoop Shashin o Gekisha Seyo! (Japan),RVL-RD6J-JPN,,,,
"Drag & Stock Racer (Europe) (En,Fr,De,Es,It)",RVL-SDRP-EUR-B0,,,,
"Dragon Ball - Revenge of King Piccolo (Europe) (En,Fr,De,Es,It)",RVL-R7GP-EUR-B0,,,,
Dragon Ball - Revenge of King Piccolo (USA),RVL-R7GE-USA-B0,,,,
Dragon Ball - Tenkaichi Daibouken (Japan),RVL-R7GJ-JPN,,,,
"Dragon Ball Z - Budokai Tenkaichi 2 (Europe) (En,Fr,De,Es,It)",RVL-RDBP-EUR, RVL-RDBP-EUR-B0,,,
Dragon Ball Z - Budokai Tenkaichi 2 (USA),RVL-RDBE-USA,,,,
"Dragon Ball Z - Budokai Tenkaichi 3 (Europe) (En,Fr,De,Es,It)",RVL-RDSP-EUR,,,,
Dragon Ball Z - Budokai Tenkaichi 3 (USA),RVL-RDSE-USA,,,,
Dragon Ball Z - Budokai Tenkaichi 3 (USA) (Beta) (2007-07-01),,,,,
Dragon Ball Z - Budokai Tenkaichi 3 (USA) (Beta) (2007-09-19),,,,,
Dragon Ball Z - Budokai Tenkaichi 3 (USA) (Rev 1),RVL-RDSE-USA,,,,
Dragon Ball Z - Sparking! Meteor (Japan),RVL-RDSJ-JPN,,,,
Dragon Ball Z - Sparking! Meteor (Japan) (Rev 1),RVL-RDSJ-JPN,,,,
Dragon Ball Z - Sparking! Neo (Japan),RVL-RDBJ-JPN,,,,
"Dragon Blade - Wrath of Fire (Europe) (En,Fr,De,Es,It)",RVL-RDWP-EUR,,,,
Dragon Blade - Wrath of Fire (USA),RVL-RDWE-USA,,,,
Dragon Blade (Japan) (Rev 1),RVL-RDWJ-JPN,,,,
Dragon Quest - Monster Battle Road Victory (Japan),RVL-SBAJ-JPN-B0,,,,
Dragon Quest 25 Shuunen Kinen - Famicom & Super Famicom Dragon Quest I-II-III (Japan),RVL-S25J-JPN-B0,,,,
Dragon Quest Swords - Kamen no Joou to Kagami no Tou (Japan),RVL-RDQJ-JPN,,,,
"Dragon Quest Swords - The Masked Queen and the Tower of Mirrors (Europe) (En,Fr,De,Es,It)",RVL-RDQP-EUR,,,,
Dragon Quest Swords - The Masked Queen and the Tower of Mirrors (USA),RVL-RDQE-USA,,,,
Dragon Quest X - All in One Package (Japan) (Disc 1),RVL-S6TJ-0-JPN-B0,,,,
Dragon Quest X - All in One Package (Japan) (Disc 2),RVL-S6TJ-1-JPN-B0,,,,
Dragon Quest X - Inishie no Ryuu no Denshou Online (Japan),RVL-SDQJ-JPN-B0,,,,
Dragon Quest X - Mezameshi Itsutsu no Shuzoku Online (Japan) (Beta Test-ban) (Rev 1),RVL-S4MJ-JPN-B0,,,,
Dragon Quest X - Mezameshi Itsutsu no Shuzoku Online (Japan) (Disc 1) (Rev 3),RVL-S4MJ-0-JPN-B1,,,,
Dragon Quest X - Mezameshi Itsutsu no Shuzoku Online (Japan) (Disc 2) (Rev 3),RVL-S4MJ-1-JPN-B1,,,,
Dragon Quest X - Nemureru Yuusha to Michibiki no Meiyuu Online (Japan) (Rev 1),RVL-S4SJ-JPN-B0,,,,
"Drawn to Life - The Next Chapter (Europe) (En,Fr,De,Es,It,Nl)",RVL-R9DP-EUR-B0,,,,
"Drawn to Life - The Next Chapter (USA) (En,Fr)",RVL-R9DE-USA-B0,,,,
"Drawsome! Artist & Drawsome! Sketch Quest (USA) (En,Fr,Es)",RVL-SIXE-USA-B0,,,,
"Dream Dance & Cheer (USA) (En,Fr,Es)",RVL-R86E-USA-B0,,,,
"Dream Pinball 3D (Europe) (En,Fr,De,Es,It)",RVL-R3DP-EUR,,,,
"Dream Pinball 3D (USA) (En,Fr,Es)",RVL-R3DE-USA,,,,
"Dream Salon (USA) (En,Fr)",RVL-R75E-USA-B0,,,,
"Dream Salon (USA) (En,Fr) (Rev 1)",RVL-R75E-USA-B0,,,,
"DreamWorks Bee Movie Game (Europe) (En,Nl)",RVL-RBEP-EUR,,,,
"DreamWorks Bee Movie Game (Europe) (Fr,De,Es,It)",RVL-RBEX-EUU,,,,
DreamWorks Bee Movie Game (USA),RVL-RBEE-USA,,,,
"DreamWorks How to Train Your Dragon (Europe) (En,Fr,De,Es,It)",RVL-SHDP-EUR-B0,,,,
"DreamWorks How to Train Your Dragon (USA) (En,Fr)",RVL-SHDE-USA-B0,,,,
"DreamWorks How to Train Your Dragon 2 (Europe) (En,Fr,De,Es,It,Pt)",RVL-SVZP-EUR-B0,,,,
"DreamWorks How to Train Your Dragon 2 (USA) (En,Fr,Es,Pt)",RVL-SVZE-USA-B0,,,,
"DreamWorks Kung Fu Panda - Legendary Warriors (Europe) (En,Fr,De,Es,It,Nl)",RVL-RKHP-EUR,,,,
"DreamWorks Kung Fu Panda - Legendary Warriors (USA) (En,Fr)",RVL-RKHE-USA,,,,
"DreamWorks Kung Fu Panda (Europe) (De,Es)",RVL-RKPY-EUT,,,,
"DreamWorks Kung Fu Panda (Europe) (En,Fr,Nl)",RVL-RKPP-EUR,,,,
"DreamWorks Kung Fu Panda (Europe) (En,It)",RVL-RKPX-EUU,,,,
DreamWorks Kung Fu Panda (Japan),RVL-RKPJ-JPN,,,,
DreamWorks Kung Fu Panda (Korea),RVL-RKPK-KOR,,,,
DreamWorks Kung Fu Panda (Sweden),RVL-RKPV-SWE,,,,
"DreamWorks Kung Fu Panda (USA) (En,Fr)",RVL-RKPE-USA,,,,
"DreamWorks Kung Fu Panda 2 (Europe, Australia) (En,Fr,De,Es,It,Nl)",RVL-SKUP-EUR-B0,,,,
"DreamWorks Kung Fu Panda 2 (USA) (En,Fr) (SKUE)",RVL-SKUE-USA-B0,,,,
"DreamWorks Kung Fu Panda 2 (USA) (En,Fr) (SKUZ)",RVL-SKUZ-USA-B0,,,,
"DreamWorks Madagascar - Escape 2 Africa (Europe) (En,Fr,De,Es,It,Nl)",RVL-RRGP-EUR, RVL-RRGP-EUR-B0,,,
"DreamWorks Madagascar - Escape 2 Africa (USA) (En,Fr)",RVL-RRGE-USA, RVL-RRGE-USA-B0,,,
"DreamWorks Madagascar 3 - Europe's Most Wanted (Europe) (En,Fr,De,Es,It,Nl,Ru)",RVL-SV3P-EUR-B0,,,,
"DreamWorks Madagascar 3 - The Video Game (USA) (En,Fr,Es)",RVL-SV3E-USA-B0,,,,
"DreamWorks Madagascar Kartz (Europe) (En,Fr,De,Es,It,Nl,Sv)",RVL-RJHP-EUR-B0,,,,
"DreamWorks Madagascar Kartz (USA) (En,Fr)",RVL-RJHE-USA-B0,,,,
DreamWorks Madagaskar 2 (Sweden),RVL-RRGX-SWE,,,,
"DreamWorks Megamind - Mega Team Unite (Europe) (En,Fr,De,Es,It,Nl)",RVL-SMGP-EUR-B0,,,,
"DreamWorks Megamind - Mega Team Unite (USA) (En,Fr)",RVL-SMGE-USA-B0,,,,
"DreamWorks Monsters vs. Aliens (Europe) (En,Fr,De,Es,It,Nl,Sv)",RVL-RVZP-EUR,,,,
"DreamWorks Monsters vs. Aliens (USA) (En,Fr)",RVL-RVZE-USA,,,,
"DreamWorks Penguins of Madagascar (Europe) (En,Fr,De,Es,It)",RVL-SV7P-EUR-B0,,,,
"DreamWorks Penguins of Madagascar (USA) (En,Fr,Es,Pt)",RVL-SV7E-USA-B0,,,,
"DreamWorks Puss in Boots (Europe) (En,Fr,De,Es,It,Nl)",RVL-SSBP-EUR-B0,,,,
"DreamWorks Puss in Boots (USA) (En,Fr)",RVL-SSBE-USA-B0,,,,
"DreamWorks Rise of the Guardians (Europe) (En,Fr,De,Es,It)",RVL-SU7P-EUR-B0,,,,
"DreamWorks Rise of the Guardians (USA) (En,Fr,Es)",RVL-SU7E-USA-B0,,,,
DreamWorks Shrek e Vissero Felici e Contenti (Italy),RVL-SK4I-ITA-B0,,,,
"DreamWorks Shrek Forever After (Europe) (En,Fr,De,Es,Nl,Sv)",RVL-SK4P-EUR-B0,,,,
"DreamWorks Shrek Forever After (USA) (En,Fr)",RVL-SK4E-USA-B0,,,,
"DreamWorks Shrek the Third (Europe) (En,Fr,De,Es,It,Nl)",RVL-RSKX-EUR, RVL-RSKX-EUR-B0,,,
DreamWorks Shrek the Third (UK),RVL-RSKP-UKV,,,,
DreamWorks Shrek the Third (USA),RVL-RSKE-USA,,,,
DreamWorks Shrek the Third (USA) (Rev 1),RVL-RSKE-USA,,,,
"DreamWorks Shrek's Carnival Craze - Party Games (Europe) (En,Fr,De)",RVL-RRQP-EUR,,,,
"DreamWorks Shrek's Carnival Craze - Party Games (Europe) (Es,It,Nl)",RVL-RRQX-EUU,,,,
"DreamWorks Shrek's Carnival Craze - Party Games (USA) (En,Fr)",RVL-RRQE-USA,,,,
"DreamWorks Super Star Kartz (Europe) (En,Fr,De,Es,It,Nl,Sv)",RVL-SKZP-EUR-B0,,,,
"DreamWorks Super Star Kartz (USA) (En,Fr)",RVL-SKZE-USA-B0,,,,
"DreamWorks The Croods - Prehistoric Party! & Rise of the Guardians - Combo Pack (Europe) (En,Fr,De,Es,It)",RVL-SVEP-EUR-B0,,,,
"DreamWorks The Croods - Prehistoric Party! (Europe) (En,Fr,De,Es,It)",RVL-SVVP-EUR-B0,,,,
"DreamWorks The Croods - Prehistoric Party! (USA) (En,Fr,Es)",RVL-SVVE-USA-B0,,,,
"DreamWorks The Penguins of Madagascar - Dr. Blowhole Returns - Again! (Europe) (En,Fr,De,Es,It,Nl)",RVL-SP8P-EUR-B0,,,,
"DreamWorks The Penguins of Madagascar - Dr. Blowhole Returns - Again! (USA) (En,Fr)",RVL-SP8E-USA-B0,,,,
"DreamWorks Turbo - Super Stunt Squad (Europe) (En,Fr,De,Es,It)",RVL-SOSP-EUR-B0,,,,
"DreamWorks Turbo - Super Stunt Squad (USA) (En,Fr,Es)",RVL-SOSE-USA-B0,,,,
"Drei Fragezeichen, Die - Das Verfluchte Schloss (Germany) (Rev 1)",RVL-R4DD-NOE-B0,,,,
"Driver - Parallel Lines (Europe) (En,Fr,De,Es,It)",RVL-RDVP-EUR,,,,
"Driver - Parallel Lines (USA) (En,Fr,Es)",RVL-RDVE-USA-B0,,,,
"Driver - San Francisco (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)",RVL-SDVP-EUR-B0,,,,
"Driver - San Francisco (USA) (En,Fr,Es)",RVL-SDVE-USA-B0,,,,
"EA Playground (Europe) (En,Fr,De,Es,It)",RVL-RPXP-EUR, RVL-RPXP-NOE,,,
EA Playground (USA),RVL-RPXE-USA,,,,
"EA Sports Active - More Workouts (Europe, Australia) (En,Fr,De,Es,It,Nl)",RVL-SEAP-EUR-B0,,,,
"EA Sports Active - More Workouts (USA) (En,Fr)",RVL-SEAE-USA-B0,,,,
EA Sports Active - NFL Training Camp (USA),RVL-SNFE-USA-B0,,,,
"EA Sports Active - Personal Trainer (Europe) (En,Fr,De,Es,It,Nl)",RVL-R43P-EUR,,,,
"EA Sports Active - Personal Trainer (USA) (En,Fr)",RVL-R43E-USA,,,,
EA Sports Active - Personal Trainer Wii - 30-nichi Seikatsu Kaizen Program (Japan),RVL-R43J-JPN,,,,
EA Sports Active - Personal Trainer Wii - 6-shuukan Shuuchuu Hikishime Program (Japan),RVL-SEAJ-JPN-B0,,,,
"EA Sports Active 2 - Personal Trainer (Europe) (En,Fr,De,Es,It,Nl)",RVL-SE2P-EUR-B0,,,,
"EA Sports Active 2 - Personal Trainer (USA) (En,Fr,Es)",RVL-SE2E-USA-B0,,,,
Earth Seeker (Japan),RVL-R8EJ-JPN-B0,,,,
"Eldar Saga (Europe) (En,Fr,De,Es,It)",RVL-RVKP-EUR-B0,,,,
Elebits (Japan),RVL-RELJ-JPN,,,,
Elebits (Korea),RVL-RELK-KOR,,,,
Elebits (USA),RVL-RELE-USA,,,,
"Eledees (Europe) (En,Fr,De,Es,It)",RVL-RELP-EUR,,,,
"Emergency Heroes (Europe) (En,Fr,De,Es,It)",RVL-REHP-EUR, RVL-REHP-EUR-B0,,,
"Emergency Heroes (USA) (En,Fr,Es)",RVL-REHE-USA,,,,
"Emergency Mayhem (Europe) (En,Fr,De,Es,It)",RVL-REGP-EUR,,,,
"Emergency Mayhem (USA) (En,Fr,Es)",RVL-REGE-USA,,,,
"Enclave - Shadows of Twilight (Europe) (En,Fr,De,Es,It)",RVL-SENP-EUR-B0,,,,
Endless Ocean - Blue World (USA),RVL-R4EE-USA-B0,,,,
"Endless Ocean (Europe) (En,Fr,De,Es,It)",RVL-RFBP-EUR, RVL-RFBP-EUR-1,,,
"Endless Ocean (USA) (En,Fr,Es)",RVL-RFBE-USA,,,,
"Endless Ocean 2 - Adventures of the Deep (Europe) (En,Fr,De,Es,It)",RVL-R4EP-EUR-B0,,,,
Ennichi no Tatsujin (Japan),RVL-RETJ-JPN,,,,
"Entraineur Cerebral et Sportif, L' (France)",RVL-RJ9F-FRA-B0,,,,
"Era Glaciale 3, L' - L'Alba dei Dinosauri (Italy)",RVL-RIAI-ITA-B0,,,,
"Era Glaciale 4, L' - Continenti alla Deriva - Giochi Polari (Italy)",RVL-SIAI-ITA-B0,,,,
"Escape from Bug Island (Europe) (En,Ja,Fr,De,Es,It)",RVL-RN9P-EUR,,,,
Escape from Bug Island (USA),RVL-RN9E-USA,,,,
Escape from Bug Island (USA) (Beta) (2007-03-28),,,,,
Escape the Museum (Europe),RVL-R7SP-UKV-B0,,,,
Escape the Museum (USA),RVL-R7SE-USA,,,,
"Everyone Sing (Europe) (En,Fr,De,Es,It)",RVL-SL6P-EUR-B0,,,,
Excite Mou Machine (Japan),RVL-RX3J-JPN-B0,,,,
"Excite Truck (Europe) (En,Fr,De,Es,It)",RVL-REXP-EUR,,,,
Excite Truck (Japan),RVL-REXJ-JPN,,,,
Excite Truck (USA),RVL-REXE-USA,,,,
ExciteBots - Trick Racing (USA),RVL-RX3E-USA,,,,
"ExerBeat - Gym Class Workout (Europe) (En,Fr,De,Es,It)",RVL-SRYP-EUR-B0,,,,
"ExerBeat (USA) (En,Fr,Es)",RVL-SRYE-USA-B0,,,,
Expeditie Robinson (Netherlands),RVL-RLNH-HOL,,,,
Eyeshield 21 - Field Saikyou no Senshi-tachi (Japan),RVL-RS7J-JPN,,,,
"F1 2009 (Europe) (En,Fr,De,Es,It)",RVL-R9FP-EUR-B0,,,,
F1 2009 (Japan),RVL-R9FJ-JPN-B0,,,,
"F1 2009 (USA) (En,Fr,Es)",RVL-R9FE-USA-B0,,,,
"FaceBreaker K.O. Party (Europe) (En,Fr,De)",RVL-RFQP-EUR,,,,
FaceBreaker K.O. Party (Japan),RVL-RFQJ-JPN,,,,
FaceBreaker K.O. Party (Korea),RVL-RFQK-KOR,,,,
"FaceBreaker K.O. Party (USA) (En,Fr)",RVL-RFQE-USA,,,,
Family Challenge Wii (Japan),RVL-RR3J-JPN-B0,,,,
Family Feud - 2010 Edition (USA),RVL-R6EE-USA-B0,,,,
Family Feud - 2012 Edition (USA),RVL-SF7E-USA-B0,,,,
Family Feud - Decades (USA),RVL-SFAE-USA-B0,,,,
Family Fishing (Japan),RVL-S22J-JPN-B0,,,,
Family Fishing (Japan) (Rev 1),RVL-S22J-JPN-B0,,,,
Family Fishing (Korea),RVL-S22K-KOR-B0,,,,
Family Fortunes (UK),RVL-R9NP-UKV-B0,,,,
Family Fun Football (USA),RVL-R97E-USA-B0,,,,
Family Game Night 4 - The Game Show (Europe),RVL-SFGP-UKV-B0,,,,
Family Game Night 4 - The Game Show (USA),RVL-SFGE-USA-B0,,,,
"Family GameShow (Europe, Australia) (En,Fr,De,Es,It)",RVL-SGSP-EUR-B1,,,,
Family GameShow (USA),RVL-SGSE-USA-B0,,,,
Family Jockey (Japan),RVL-RFJJ-JPN,,,,
"Family Party - 30 Great Games - Outdoor Fun (Europe) (En,Fr,De,Es,It)",RVL-R63P-EUR-B0,,,,
"Family Party - 30 Great Games - Outdoor Fun (USA) (En,Fr,Es)",RVL-R63E-USA-B0,,,,
"Family Party - 30 Great Games - Winter Fun (Europe) (En,Fr,De,Es,It)",RVL-S3WP-EUR-B0,,,,
"Family Party - 30 Great Games - Winter Fun (USA) (En,Fr,Es)",RVL-S3WE-USA-B0,,,,
"Family Party - 30 Great Games (Europe) (En,Fr,De,Es,It)",RVL-RZ9P-EUR,,,,
"Family Party - 30 Great Games (USA) (En,Fr,Es)",RVL-RZ9E-USA,,,,
"Family Party - 90 Great Games Party Pack (Europe) (En,Fr,De,Es,It)",RVL-SFYP-EUR-B0,,,,
"Family Party - 90 Great Games Party Pack (USA) (En,Fr,Es)",RVL-SFYE-USA-B0,,,,
"Family Party - Fitness Fun (Europe) (En,Fr,De,Es,It)",RVL-SFKP-EUR-B0,,,,
"Family Party - Fitness Fun (USA) (En,Fr,Es)",RVL-SFKE-USA-B0,,,,
Family Quiz (Europe),RVL-SG5P-UKV-B0,,,,
Family Ski - World Ski & Snowboard (Japan),RVL-RYKJ-JPN,,,,
"Family Ski & Snowboard (Europe) (En,Fr,De,Es,It)",RVL-RYKP-EUR,,,,
Family Ski & Snowboard (Korea),RVL-RYKK-KOR-B0,,,,
"Family Ski (Europe) (En,Fr,De,Es,It)",RVL-RSQP-EUR,,,,
Family Ski (Japan),RVL-RSQJ-JPN,,,,
"Family Trainer - Extreme Challenge (Europe) (En,Fr,De,Es,It)",RVL-REJP-EUR-B0,,,,
"Family Trainer - Magical Carnival (Europe) (En,Fr,De,Es,It)",RVL-SFDP-EUR-B0,,,,
"Family Trainer - Treasure Adventure (Europe) (En,Fr,De,Es,It)",RVL-S2AP-EUR-B0,,,,
"Family Trainer (Europe) (En,Fr,De,Es,It)",RVL-RFAP-EUR,,,,
Family Trainer (Japan),RVL-RFAJ-JPN,,,,
Family Trainer 2 (Japan),RVL-REJJ-JPN-B0,,,,
"Fantastic Football Fan Party (Europe) (En,Fr,De,Es,It)",RVL-SFPP-EUR-B0,,,,
"Fantastic Four - Rise of the Silver Surfer (Europe) (En,Fr,De,Es,It)",RVL-RF2P-EUR,,,,
"Fantastic Four - Rise of the Silver Surfer (USA) (En,Fr)",RVL-RF2E-USA,,,,
Fantasy Aquarium World (USA),RVL-RQYE-USA,,,,
"Far Cry Vengeance (Europe) (En,Fr,De,Es,It)",RVL-RCVP-EUR,,,,
"Far Cry Vengeance (USA) (En,Fr,Es)",RVL-RCVE-USA,,,,
"Farmyard Party (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)",RVL-R5OX-EUR-B0,,,,
"Fast Food Panic (Europe) (En,Fr,De,Es,It)",RVL-R8FP-EUR,,,,
"Fast Food Panic (USA) (En,Fr,Es)",RVL-R8FE-USA-B0,,,,
"Ferrari - The Race Experience (Europe) (En,Fr,De,Es,It)",RVL-RJIP-EUR-B0,,,,
"Ferrari Challenge - Trofeo Pirelli (Europe) (En,Fr,De,Es,It)",RVL-RF3P-EUR-B1,,,,
"Ferrari Challenge - Trofeo Pirelli (USA) (En,Fr)",RVL-RF3E-USA,,,,
FIFA 08 - World Class Soccer (Japan),RVL-RF8J-JPN,,,,
"FIFA 08 (Europe) (En,Nl)",RVL-RF8P-EUR,,,,
"FIFA 08 (Europe) (Es,It)",RVL-RF8Y-EUT,,,,
"FIFA 08 (Europe) (Fr,De)",RVL-RF8X-EUU,,,,
FIFA 08 (Korea),RVL-RF8K-KOR,,,,
FIFA 08 (USA) (Beta) (2007-07-13),,,,,
"FIFA 08 (USA) (En,Es)",RVL-RF8E-USA,,,,
"FIFA 09 - All-Play (Canada) (En,Fr)",RVL-RY9E-CAN,,,,
"FIFA 09 - All-Play (Europe) (En,Nl)",RVL-RF9P-EUR,,,,
"FIFA 09 - All-Play (Europe) (Es,It)",RVL-RF9Y-EUT,,,,
"FIFA 09 - All-Play (Europe) (Fr,De)",RVL-RF9X-FRA-B0,,,,
FIFA 09 - All-Play (Japan),RVL-RF9J-JPN,,,,
FIFA 09 - All-Play (Korea),RVL-RF9K-KOR,,,,
FIFA 09 - All-Play (Russia),RVL-RF9R-RUS,,,,
FIFA 09 - All-Play (USA) (Beta) (2008-07-04),,,,,
"FIFA 09 - All-Play (USA) (En,Es)",RVL-RF9E-USA,,,,
FIFA 10 - World Class Soccer (Japan),RVL-R4RJ-JPN-B0,,,,
"FIFA 10 (Canada) (En,Fr)",RVL-R4RZ-CAN-B0,,,,
"FIFA 10 (Europe) (En,Nl)",RVL-R4RP-EUR-B0,,,,
"FIFA 10 (Europe) (Es,It)",RVL-R4RY-EUT-B0,,,,
"FIFA 10 (Europe) (Fr,De)",RVL-R4RX-EUU-B0,,,,
FIFA 10 (Korea),RVL-R4RK-KOR-B0,,,,
FIFA 10 (Russia),RVL-R4RR-RUS-B0,,,,
FIFA 10 (USA) (Beta) (2009-06-30),,,,,
"FIFA 10 (USA) (En,Es)",RVL-R4RE-USA-B0,,,,
"FIFA 11 (Europe) (De,Es,It)",RVL-SELX-EUU-B0,,,,
"FIFA 11 (Europe) (En,Fr,Nl)",RVL-SELP-EUR-B0,,,,
"FIFA 12 (Europe) (De,Es,It)",RVL-SI3X-EUZ-B0,,,,
"FIFA 12 (Europe) (En,Fr,Nl)",RVL-SI3P-EUR-B0,,,,
"FIFA 13 (Europe) (De,Es,It)",RVL-S3FX-EUZ-B0,,,,
"FIFA 13 (Europe) (En,Fr,Nl)",RVL-S3FP-EUR-B0,,,,
"FIFA 14 - Legacy Edition (Europe) (De,Es,It)",RVL-SVHX-EUZ-B0,,,,
"FIFA 14 - Legacy Edition (Europe) (En,Fr,Nl)",RVL-SVHP-EUR-B0,,,,
"FIFA 14 (Latin America) (En,Fr,Es)",RVL-SVHE-USA-B0,,,,
"FIFA 15 - Legacy Edition (Europe) (De,Es,It)",RVL-SQVX-EUZ-B0,,,,
"FIFA 15 - Legacy Edition (Europe) (En,Fr,Nl)",RVL-SQVP-EUR-B0,,,,
"FIFA 15 (USA) (En,Fr,Es)",RVL-SQVE-USA-B0,,,,
"FIFA Soccer 11 (USA) (En,Fr,Es)",RVL-SELE-USA-B0,,,,
"FIFA Soccer 12 (USA) (En,Fr,Es)",RVL-SI3E-USA-B0,,,,
"FIFA Soccer 13 (USA) (En,Fr,Es)",RVL-S3FE-USA-B0,,,,
"Final Fantasy Crystal Chronicles - Echoes of Time (Europe) (En,Fr,De,Es)",RVL-RFFP-EUR,,,,
Final Fantasy Crystal Chronicles - Echoes of Time (Japan),RVL-RFFJ-JPN,,,,
"Final Fantasy Crystal Chronicles - Echoes of Time (USA) (En,Fr,Es)",RVL-RFFE-USA,,,,
Final Fantasy Crystal Chronicles - My Life as a King (USA) (Beta),,,,,
"Final Fantasy Crystal Chronicles - The Crystal Bearers (Europe) (En,Fr,De,Es)",RVL-RFCP-EUR-B0,,,,
Final Fantasy Crystal Chronicles - The Crystal Bearers (Japan),RVL-RFCJ-JPN-B0,,,,
Final Fantasy Crystal Chronicles - The Crystal Bearers (USA) (Beta) (2009-10-05),,,,,
"Final Fantasy Crystal Chronicles - The Crystal Bearers (USA) (En,Fr,Es)",RVL-RFCE-USA-B0,,,,
"Final Fantasy Fables - Chocobo's Dungeon (Europe) (En,Fr)",RVL-R7FP-EUR,,,,
Final Fantasy Fables - Chocobo's Dungeon (USA),RVL-R7FE-USA,,,,
Fire Emblem - Akatsuki no Megami (Japan),RVL-RFEJ-JPN,,,,
Fire Emblem - Akatsuki no Megami (Japan) (Rev 1),RVL-RFEJ-JPN-B0,,,,
"Fire Emblem - Radiant Dawn (Europe) (En,Fr,De,Es,It) (Rev 1)",RVL-RFEP-EUR,,,,
Fire Emblem - Radiant Dawn (USA),RVL-RFEE-USA,,,,
Fire Emblem - Radiant Dawn (USA) (Rev 1),RVL-RFEE-USA,,,,
Fish Eyes Wii (Japan),RVL-R2EJ-JPN,,,,
"Fishing Master (Europe) (En,Fr,De,Es,It)",RVL-RTRP-EUR,,,,
Fishing Master (USA),RVL-RTRE-USA,,,,
Fishing Master World Tour (USA) (Beta) (2008-11-14),,,,,
"Fishing Master World Tour (USA) (En,Fr,Es)",RVL-RTLE-USA,,,,
Fishing Resort (USA),RVL-SFVE-USA-B0,,,,
Fit & Fun - Your Virtual Personal Coach (Europe),RVL-SFRP-UKV-B0,,,,
Fit for Fun (Germany),RVL-SFRD-NOE-B0,,,,
Fit in Six - Karada o Kitaeru 6-tsu no Youso (Japan),RVL-SF5J-JPN-B0,,,,
"Fit in Six (USA) (En,Fr,Es)",RVL-SF5E-USA-B0,,,,
"Fit Music (Europe) (En,Fr,De,Es,It)",RVL-SFEP-EUR-B0,,,,
Fitness Party (Japan),RVL-SRYJ-JPN-B2,,,,
"Fix It - Home Improvement Challenge (Europe) (En,Fr,De,Es,It,Nl)",RVL-R9EP-EUR-B0,,,,
"FlatOut (Europe) (En,Fr,Es)",RVL-SF4P-EUR-B0,,,,
"FlatOut (USA) (En,Fr,Es)",RVL-SF4E-USA-B0,,,,
"FlingSmash (Europe) (En,Fr,De,Es,It) (Rev 2)",RVL-R22P-EUR-B0,,,,
"FlingSmash (USA) (En,Fr,Es) (Rev 1)",RVL-R22E-USA-B0,,,,
Flip's Twisted World (USA),RVL-R5DE-USA-B0,,,,
"Fluch der Osterinsel, Der (Germany)",RVL-SFLD-NOE-B0,,,,
Food Network - Cook or Be Cooked! (USA),RVL-SFOE-USA-B0,,,,
Food Network - Cook or Be Cooked! (USA) (Beta) (2009-07-20),,,,,
Food Network - Cook or Be Cooked! (USA) (Demo),RVL-DFOE-USA-B0,,,,
"Ford Racing - Off Road (USA) (En,Fr,Es)",RVL-RO2E-USA,,,,
Forever Blue - Umi no Yobigoe (Japan) (Rev 1),RVL-R4EJ-JPN-B0,,,,
Forever Blue (Japan),RVL-RFBJ-JPN,,,,
Forever Blue (Japan) (Rev 1),RVL-RFBJ-JPN,,,,
Fort Boyard - Le Jeu (France),RVL-RFYF-FRA,,,,
Fortune Street (USA),RVL-ST7E-USA-B0,,,,
Fragile - Sayonara Tsuki no Haikyo (Japan),RVL-R2GJ-JPN,,,,
"Fragile Dreams - Farewell Ruins of the Moon (Europe) (En,Ja,Fr,De)",RVL-R2GP-EUR-B0,,,,
Fragile Dreams - Farewell Ruins of the Moon (USA) (Beta) (2009-12-10),,,,,
"Fragile Dreams - Farewell Ruins of the Moon (USA) (En,Ja,Fr)",RVL-R2GE-USA-B0,,,,
Freddi Fish - Kelp Seed Mystery (USA),RVL-R2FE-USA,,,,
"Freddi Fish - The Case of the Missing Kelp Seeds (Europe) (En,Fr,De,Nl,Sv,No)",RVL-R2FP-EUR,,,,
"Free Running (Europe) (En,Fr,De,Es,It)",RVL-RU6P-EUR-B0,,,,
"Free Running (USA) (En,Fr,Es)",RVL-RU6E-USA-B0,,,,
FreeLoader for Nintendo Wii (Europe) (Unl),DS000102,,,,
FreeLoader for Nintendo Wii (Europe) (Unl) (Rev 1),DS000102,,,,
FreeLoader for Nintendo Wii (Japan) (Unl),DS000103,,,,
FreeLoader for Nintendo Wii (USA) (Unl),DS000101,,,,
