redump_name,serial_1,serial_2,serial_3,serial_4,serial_5
"Legend of the Guardians - The Owls of Ga'Hoole (USA) (En,Fr,Es,Pt)",RVL-R9GE-USA-B0,,,,
"Legend of Zelda, The - Skyward Sword (Europe) (En,Fr,De,Es,It)",RVL-SOUP-EUR-B0,,,,
"Legend of Zelda, The - Skyward Sword (Europe) (En,Fr,De,Es,It) (Demo)",RVL-DAXP-EUR-B0,,,,
"Legend of Zelda, The - Skyward Sword (Europe) (En,Fr,De,Es,It) (Rev 1)",RVL-SOUP-EUR-B0,,,,
"Legend of Zelda, The - Skyward Sword (Europe) (En,Fr,De,Es,It) (Rev 2)",RVL-SOUP-EUR-B0,,,,
"Legend of Zelda, The - Skyward Sword (Korea)",RVL-SOUK-KOR-B0,,,,
"Legend of Zelda, The - Skyward Sword (USA) (En,Fr,Es)",RVL-SOUE-USA-B0,,,,
"Legend of Zelda, The - Skyward Sword (USA) (En,Fr,Es) (Demo)",RVL-DAXE-USA-B0,,,,
"Legend of Zelda, The - Skyward Sword (USA) (En,Fr,Es) (Rev 1)",RVL-SOUE-USA-B0,,,,
"Legend of Zelda, The - Skyward Sword (USA) (En,Fr,Es) (Rev 2)",RVL-SOUE-USA-B0,,,,
"Legend of Zelda, The - Twilight Princess (Europe, Australia) (En,Fr,De,Es,It)",RVL-RZDP-EUR, RVL-RZDP-EUR-1, RVL-RZDP-EUR-B0,,
"Legend of Zelda, The - Twilight Princess (Korea)",RVL-RZDK-KOR-B0,,,,
"Legend of Zelda, The - Twilight Princess (USA)",RVL-RZDE-USA,,,,
"Legend of Zelda, The - Twilight Princess (USA) (Demo)",RVL-DZDE-USA,,,,
"Legend of Zelda, The - Twilight Princess (USA) (En,Fr,Es) (Rev 2)",RVL-RZDE-USA, RVL-RZDE-USA-B0,,,
"LEGO Batman - The Videogame (Europe) (En,Fr,De,Es,It,Da)",RVL-RLBP-EUR,,,,
"LEGO Batman - The Videogame (Europe) (En,Fr,De,Es,It,Da) (Rev 1)",RVL-RLBP-EUR-B0,,,,
"LEGO Batman - The Videogame (USA) (En,Fr,Es)",RVL-RLBE-USA, RVL-RLBE-USA-B0,,,
"LEGO Batman 2 - DC Super Heroes (Europe) (En,Fr,De,Es,It,Nl,Da)",RVL-S7AP-EUR-B0,,,,
LEGO Batman 2 - DC Super Heroes (Korea),RVL-S7AK-KOR-B0,,,,
"LEGO Batman 2 - DC Super Heroes (USA) (En,Fr,Es,Pt)",RVL-S7AE-USA-B0,,,,
"LEGO Harry Potter - Years 1-4 (Europe) (En,Fr,De,Es,It,Da)",RVL-R25P-EUR-B0,,,,
"LEGO Harry Potter - Years 1-4 (Europe) (En,Fr,De,Es,It,Da) (Rev 1)",RVL-R25P-EUR-B0,,,,
"LEGO Harry Potter - Years 1-4 (USA) (En,Fr,Es)",RVL-R25E-USA-B0,,,,
"LEGO Harry Potter - Years 1-4 (USA) (En,Fr,Es) (Rev 1)",RVL-R25E-USA-B0,,,,
"LEGO Harry Potter - Years 5-7 (Europe) (En,Fr,De,Es,It,Nl,Da)",RVL-SLHP-EUR-B0,,,,
"LEGO Harry Potter - Years 5-7 (Europe) (En,Fr,De,Es,It,Nl,Da) (Rev 1)",RVL-SLHP-EUR-B0,,,,
"LEGO Harry Potter - Years 5-7 (USA) (En,Fr,Es,Pt)",RVL-SLHE-USA-B0,,,,
"LEGO Harry Potter - Years 5-7 (USA) (En,Fr,Es,Pt) (Rev 1)",RVL-SLHE-USA-B0,,,,
"LEGO Indiana Jones - The Original Adventures (Europe) (En,Fr,De,Es,It,Da)",RVL-RLIP-EUR-1, RVL-RLIP-EUR-B1,,,
"LEGO Indiana Jones - The Original Adventures (USA) (En,Fr,Es)",RVL-RLIE-USA,,,,
"LEGO Indiana Jones 2 - The Adventure Continues (Europe) (En,Fr,De,Es,It,Da)",RVL-RL4P-EUR-B0,,,,
"LEGO Indiana Jones 2 - The Adventure Continues (Europe) (En,Fr,De,Es,It,Da) (Rev 1)",RVL-RL4P-EUR-B0, RVL-RL4P-EUR-B2,,,
LEGO Indiana Jones 2 - The Adventure Continues (USA) (Beta) (2009-08-10),,,,,
LEGO Indiana Jones 2 - The Adventure Continues (USA) (Beta) (2009-08-17),,,,,
"LEGO Indiana Jones 2 - The Adventure Continues (USA) (En,Fr,Es)",RVL-RL4E-USA-B0,,,,
"LEGO Indiana Jones 2 - The Adventure Continues (USA) (En,Fr,Es) (Rev 1)",RVL-RL4E-USA-B0,,,,
"LEGO Pirates of the Caribbean - The Video Game (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)",RVL-SCJP-EUR-B0,,,,
"LEGO Pirates of the Caribbean - The Video Game (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da) (Rev 1)",RVL-SCJP-EUR-B0,,,,
"LEGO Pirates of the Caribbean - The Video Game (USA) (En,Fr,Es)",RVL-SCJE-USA-B0,,,,
"LEGO Pirates of the Caribbean - The Video Game (USA) (En,Fr,Es) (Rev 1)",RVL-SCJE-USA-B0,,,,
"LEGO Rock Band (Europe) (En,Fr,De,Es,It,Da)",RVL-R6LP-EUR-B0,,,,
"LEGO Rock Band (USA) (En,Fr,Es)",RVL-R6LE-USA-B0,,,,
LEGO Star Wars - The Complete Saga (Europe) (Beta),,,,,
"LEGO Star Wars - The Complete Saga (Europe) (En,Fr,De,Es,It,Da)",RVL-RLGP-EUR,,,,
"LEGO Star Wars - The Complete Saga (Europe) (En,Fr,De,Es,It,Da) (Rev 1)",RVL-RLGP-EUR-B0, RVL-RLGP-EUR-B2,,,
LEGO Star Wars - The Complete Saga (Japan),RVL-RLGJ-JPN,,,,
"LEGO Star Wars - The Complete Saga (USA) (En,Fr,Es)",RVL-RLGE-USA,,,,
"LEGO Star Wars - The Complete Saga (USA) (En,Fr,Es) (Rev 1)",RVL-RLGE-USA-1, RVL-RLGE-USA-B0,,,
"LEGO Star Wars III - The Clone Wars (Europe) (En,Fr,De,Es,It,Da)",RVL-SC4P-EUR-B0,,,,
"LEGO Star Wars III - The Clone Wars (Europe, Australia) (En,Fr,De,Es,It,Da) (Rev 1)",RVL-SC4P-EUR-B1, RVL-SC4P-EUR-B2,,,
"LEGO Star Wars III - The Clone Wars (USA) (En,Fr,Es)",RVL-SC4E-USA-B0,,,,
"LEGO Star Wars III - The Clone Wars (USA) (En,Fr,Es) (Rev 1)",RVL-SC4E-USA-B1,,,,
"LEGO The Lord of the Rings (Europe) (En,Fr,De,Es,It,Nl,Da)",RVL-SLRP-EUR-B0,,,,
"LEGO The Lord of the Rings (USA) (En,Fr,Es,Pt)",RVL-SLRE-USA-B0,,,,
"Lernerfolg Grundschule Deutsch (Germany) (De,Tr)",RVL-SD5P-EUR-B0,,,,
"Lernerfolg Grundschule Englisch (Germany) (Fr,De,Es,It,Tr)",RVL-SD6P-EUR-B0,,,,
"Lernerfolg Grundschule Mathematik (Germany) (En,Fr,De,Es,It,Tr)",RVL-SD7P-EUR-B0,,,,
"Lernerfolg Grundschule Power Mathe - Der Kopfrechentrainer (Germany) (En,Fr,De,Es,It,Tr)",RVL-RZAP-EUR-B0,,,,
Let's Dance (USA),RVL-SLDE-USA-B0,,,,
"Let's Dance with Mel B (Europe) (En,Fr,De,Es,It)",RVL-SLDP-EUR-B0,,,,
"Let's Paint (USA) (En,Fr)",RVL-SPUE-USA-B0,,,,
"Let's Party! (Europe) (En,Fr,De,Es,It)",RVL-RR3P-EUR-B0,,,,
"Let's Play Garden (USA) (En,Fr,Es)",RVL-SGDE-USA-B0,,,,
"Let's Sing (Europe) (En,Fr,De,Es,It)",RVL-SLFP-EUR-B0,,,,
"Let's Sing @ Radio Italia (Italy) (En,Fr,De,Es,It)",RVL-S7LP-EUR-B0,,,,
"Let's Sing 10 (Spain) (En,Fr,De,Es,It)",RVL-S34S-ESP-B0,,,,
"Let's Sing 2014 (Europe) (En,Fr,De,Es,It)",RVL-S7KP-EUR-B0,,,,
"Let's Sing 2015 (Europe) (En,Fr,De,Es,It)",RVL-SY8P-EUR-B0,,,,
"Let's Sing 2016 - Hits Francais (France) (En,Fr,De,Es,It)",RVL-SLKP-EUR-B0,,,,
"Let's Sing 2016 (Europe) (En,Fr,De,Es,It)",RVL-SLGP-EUR-B0,,,,
"Let's Sing 2016 (USA) (En,Fr,Es)",RVL-SLGE-USA-B0,,,,
"Let's Sing 2017 - Hits Francais et Internationaux (France) (En,Fr,De,Es,It)",RVL-S33F-FRA-B0,,,,
"Let's Sing 2017 - Mit Deutschen Hits! (Germany) (En,Fr,De,Es,It)",RVL-S33D-GER-B0,,,,
"Let's Sing 2017 (Europe) (En,Fr,De,Es,It)",RVL-S33P-EUR-B0,,,,
"Let's Sing 2018 - Hits Francais et Internationaux (France) (En,Fr,De,Es,It)",RVL-S34F-FRA-B0,,,,
"Let's Sing 2018 - Mit Deutschen Hits (Germany) (En,Fr,De,Es,It)",RVL-S34D-GER-B0,,,,
"Let's Sing 2018 (Europe) (En,Fr,De,Es,It)",RVL-S34P-EUR-B0,,,,
"Let's Sing 2019 - Hits Francais et Internationaux (France) (En,Fr,De,Es,It)",RVL-SL5F-FRA-B0,,,,
"Let's Sing 2019 - Mit Deutschen Hits (Germany) (En,Fr,De,Es,It)",RVL-SL5D-GER-B0,,,,
"Let's Sing 5 - Version Espanola (Spain) (En,Fr,De,Es,It)",RVL-SLFX-EUZ-B0,,,,
"Let's Sing 6 - Version Espanola (Spain) (En,Fr,De,Es,It)",RVL-S7JP-EUR-B0,,,,
"Let's Sing 7 - Version Espanola (Spain) (En,Fr,De,Es,It)",RVL-SY7P-EUR-B0,,,,
"Let's Sing 8 - Version Espanola (Spain) (En,Fr,De,Es,It)",RVL-SLJP-ESP-B0,,,,
"Let's Sing 9 - Version Espanola (Spain) (En,Fr,De,Es,It)",RVL-S33S-ESP-B0,,,,
"Let's Tap (Europe) (En,Fr,De,Es,It)",RVL-R2UP-EUR,,,,
Let's Tap (Japan),RVL-R2UJ-JPN,,,,
Let's Tap (USA) (Beta) (2009-03-03),,,,,
"Let's Tap (USA) (En,Fr,Es)",RVL-R2UE-USA-B0,,,,
Line Rider 2 - Unbound (USA),RVL-RLJE-USA,,,,
Line Rider 2 - Unbound (USA) (Beta) (2008-08-05),,,,,
"Line Rider Freestyle (Europe) (En,Fr,De,Es,It)",RVL-RLJP-EUR,,,,
Link no Bowgun Training (Japan),RVL-RZPJ-JPN,,,,
"Link's Crossbow Training (Europe) (En,Fr,De,Es,It)",RVL-RZPP-EUR,,,,
"Link's Crossbow Training (USA) (En,Fr,Es)",RVL-RZPE-USA,,,,
"Link's Crossbow Training (USA) (En,Fr,Es) (Rev 1)",RVL-RZPE-USA, RVL-RZPE-USA-B0,,,
Linkui Sagyeok Training (Korea),RVL-RZPK-KOR-B0,,,,
Little King's Story (Europe) (Beta) (2009-02-03),,,,,
"Little King's Story (Europe) (En,Fr,De,Es,It)",RVL-RO3P-EUR,,,,
Little King's Story (USA) (Beta),,,,,
Little King's Story (USA) (Beta) (2009-03-17),,,,,
"Little King's Story (USA) (En,Fr,Es)",RVL-RO3E-USA-B0,,,,
Little League World Series Baseball - Double Play (USA),RVL-SLIE-USA-B0,,,,
Little League World Series Baseball 2008 (Europe),RVL-RLHP-UKV,,,,
Little League World Series Baseball 2008 (USA),RVL-RLHE-USA,,,,
Little League World Series Baseball 2009 (USA),RVL-R7RE-USA-B0,,,,
"Littlest Pet Shop - Friends (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",RVL-RL7P-EUR-B0,,,,
"Littlest Pet Shop - Friends (USA) (En,Fr,Es)",RVL-RL7E-USA-B0,,,,
"Littlest Pet Shop (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi,Pl,Cs)",RVL-RLPP-EUR,,,,
"Littlest Pet Shop (USA) (En,Fr,Es)",RVL-RLPE-USA,,,,
"London Taxi - Rushour (Europe) (En,Fr,De,Es,It,Nl)",RVL-RLTX-EUR,,,,
London Taxi - Rushour (USA),RVL-RLTE-USA,,,,
"Looney Tunes - Acme Arsenal (Europe) (En,Fr,De,Es,It)",RVL-RLYP-EUR,,,,
Looney Tunes - Acme Arsenal (USA),RVL-RLYE-USA,,,,
"Lord of the Rings, The - Aragorn's Quest (Europe) (En,Fr,De,Es,It,Nl)",RVL-R8JP-EUR-B0,,,,
"Lord of the Rings, The - Aragorn's Quest (USA) (En,Fr,Es) (Rev 1)",RVL-R8JE-USA-B0,,,,
"Lost in Blue - Shipwrecked (Europe) (En,Fr,De,Es,It)",RVL-RKZP-EUR,,,,
"Lost in Blue - Shipwrecked (USA) (En,Fr,Es)",RVL-RKZE-USA,,,,
"Lost in Shadow (USA) (En,Fr,Es) (Demo) (DDWE)",RVL-DDWE-USA-B0,,,,
"Lost in Shadow (USA) (En,Fr,Es) (Demo) (DDWX)",RVL-DDWX-USA-B0,,,,
"Lost in Shadow (USA) (En,Fr,Es) (Rev 1)",RVL-SDWE-USA-B1,,,,
"Love Is... in Bloom (Europe) (En,Fr,De,Es,It,Nl)",RVL-RLCP-EUR-B0,,,,
"Lucha Libre AAA - Heroes del Ring (Latin America) (En,Es)",RVL-SLLE-USA-B0,,,,
"Luxor - Pharaoh's Challenge (Europe) (En,Fr,De,Es,It)",RVL-RLXP-EUR,,,,
Luxor - Pharaoh's Challenge (USA),RVL-RLXE-USA,,,,
Luxor 3 (USA),RVL-RL3E-USA,,,,
Luxor 3 (USA) (Rev 2),RVL-RL3E-USA-B0,,,,
M&M's Adventure (USA),RVL-R2ME-USA-B0,,,,
M&M's Beach Party (USA),RVL-RXWE-USA,,,,
M&M's Kart Racing (USA),RVL-RMWE-USA, RVL-RMWE-USA-B0,,,
Machi e Ikou yo - Doubutsu no Mori (Japan) (Rev 1),RVL-RUUJ-JPN,,,,
"Mad Dog McCree - Gunslinger Pack (Europe) (En,Fr,De,Es,It)",RVL-RQ5X-EUR-B0,,,,
"Mad Dog McCree - Gunslinger Pack (USA) (En,Fr,Es)",RVL-RQ5E-USA,,,,
"Mad Tracks (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)",RVL-R4IP-EUR-B0,,,,
Madden NFL 07 (Europe),RVL-RMDP-NOE,,,,
Madden NFL 07 (USA),RVL-RMDE-USA,,,,
Madden NFL 08 (UK),RVL-RNFP-UKV,,,,
Madden NFL 08 (USA),RVL-RNFE-USA,,,,
Madden NFL 09 - All-Play (Europe),RVL-RFLP-UKV,,,,
Madden NFL 09 - All-Play (USA),RVL-RFLE-USA,,,,
Madden NFL 09 - All-Play (USA) (Rev 1),RVL-RFLE-USA-1,,,,
Madden NFL 10 (Europe),RVL-R2IP-UKV-B0,,,,
Madden NFL 10 (USA),RVL-R2IE-USA-B0,,,,
Madden NFL 11 (USA) (Rev 1),RVL-SMEE-USA-B0,,,,
Madden NFL 12 (USA),RVL-SM7E-USA-B0,,,,
Madden NFL 13 (USA),RVL-S2ME-USA-B0,,,,
"MadWorld (Europe) (En,Fr,Es,It)",RVL-RZZP-EUR,,,,
"MadWorld (Japan) (En,Ja)",RVL-RZZJ-JPN-B0,,,,
"MadWorld (USA) (En,Fr,Es)",RVL-RZZE-USA,,,,
"Magic Roundabout, The (Europe) (En,Fr,De,Es,It,Nl)",RVL-RT6P-EUR,,,,
Mahjong Fight Club Wii - Wi-Fi Taiou (Japan) (Rev 1),RVL-RFUJ-JPN,,,,
Mahjong Fight Club Wii - Wi-Fi Taiou (Japan) (Rev 2),RVL-RFUJ-JPN-1,,,,
"Mahjong Party Pack (Europe) (En,Fr,Es,It)",RVL-SPMP-EUR-B0,,,,
Mahjong Taikai Wii (Japan),RVL-RMJJ-JPN,,,,
Mahjongg Party (Germany),RVL-SPMD-NOE-B0,,,,
Major Dream - Major Wii - Nagero! Gyroball!! (Japan),RVL-RMEJ-JPN,,,,
Major Dream - Major Wii - Perfect Closer (Japan),RVL-RXEJ-JPN,,,,
Major League Baseball 2K10 (USA),RVL-SMLE-USA-B0,,,,
Major League Baseball 2K11 (USA),RVL-SMVE-USA-B0,,,,
Major League Baseball 2K12 (USA),RVL-SM9E-USA-B0,,,,
Major League Baseball 2K8 (USA),RVL-RK8E-USA,,,,
Major League Baseball 2K9 (USA),RVL-R9ZE-USA,,,,
"Major Minor's Majestic March (Europe) (En,Fr,De)",RVL-R4NX-EUR-B0,,,,
Major Minor's Majestic March (USA),RVL-R4NE-USA,,,,
Mama's 2-Pack (USA),RVL-SQKE-USA-B0,,,,
Man vs. Wild with Bear Grylls (USA),RVL-SMWE-USA-B0,,,,
"Manhunt 2 (Europe) (En,Fr,De,Es,It)",RVL-RHTP-EUR,,,,
"Manhunt 2 (USA) (En,Fr,Es)",RVL-RHTE-USA,,,,
"Marble Saga - Kororinpa (USA) (En,Es) (Demo)",RVL-DK6E-USA,,,,
"Marble Saga - Kororinpa (USA) (En,Fr,Es)",RVL-RK6E-USA,,,,
"Marbles! Balance Challenge (Europe) (En,Fr,De,Es,It)",RVL-RK6P-EUR, RVL-RK6P-EUR-B0,,,
"Margot's Bepuzzled! (Europe) (En,Fr,De,Es,It)",RVL-R7LP-EUR-B0, RVL-R7LP-EUR-B1,,,
"Margot's Word Brain (Europe) (En,Fr,De,Es,It)",RVL-RMIP-EUR,,,,
"Margot's Word Brain (USA) (En,Fr,Es)",RVL-RMIE-USA-B0,,,,
"Marines - Modern Urban Combat (Europe) (En,Fr,De)",RVL-SMAP-EUR-B0,,,,
Marines - Modern Urban Combat (USA),RVL-SMAE-USA-B0,,,,
Mario & Sonic at Bejing Olympic (Japan),RVL-RWSJ-JPN,,,,
Mario & Sonic at London Olympic (Japan),RVL-SIIJ-JPN-B0,,,,
"Mario & Sonic at the London 2012 Olympic Games (Europe) (En,Ja,Fr,De,Es,It,Nl,Ko)",RVL-SIIP-EUR-B0,,,,
"Mario & Sonic at the London 2012 Olympic Games (USA) (En,Ja,Fr,Es)",RVL-SIIE-USA-B0,,,,
"Mario & Sonic at the Olympic Games (Europe) (En,Fr,De,Es,It)",RVL-RWSP-EUR,,,,
"Mario & Sonic at the Olympic Games (USA) (En,Fr,Es)",RVL-RWSE-USA,,,,
"Mario & Sonic at the Olympic Winter Games (Europe) (En,Ja,Fr,De,Es,It,Nl,Ko)",RVL-ROLP-EUR-B0,,,,
"Mario & Sonic at the Olympic Winter Games (USA) (En,Ja,Fr,Es)",RVL-ROLE-USA-B0,,,,
Mario & Sonic at Vancouver Olympic (Japan) (Rev 1),RVL-ROLJ-JPN-B0,,,,
"Mario Kart Wii (Europe, Australia) (En,Fr,De,Es,It)",RVL-RMCP-EUR, RVL-RMCP-EUR-1, RVL-RMCP-EUR-B0, RVL-RMCP-EUR-B1, RVL-RMCP-EUR-B2
Mario Kart Wii (Japan),RVL-RMCJ-JPN,,,,
Mario Kart Wii (Korea),RVL-RMCK-KOR, RVL-RMCK-KOR-B0,,,
"Mario Kart Wii (USA) (En,Fr,Es)",RVL-RMCE-USA, RVL-RMCE-USA-B0,,,
"Mario Party 8 (Europe) (En,Fr,De,Es,It)",RVL-RM8P-EUR,,,,
"Mario Party 8 (Europe, Australia) (En,Fr,De,Es,It) (Rev 1)",RVL-RM8P-EUR, RVL-RM8P-EUR-1, RVL-RM8P-EUR-B0,,
Mario Party 8 (Japan) (Rev 2),RVL-RM8J-JPN,,,,
Mario Party 8 (Korea),RVL-RM8K-KOR,,,,
Mario Party 8 (USA) (Rev 1),RVL-RM8E-USA,,,,
"Mario Party 8 (USA, Asia) (Rev 2)",RVL-RM8E-MDE-B0, RVL-RM8E-USA,,,
Mario Party 9 (Asia),RVL-SSQW-CHT-B0,,,,
"Mario Party 9 (Europe) (En,Fr,De,Es,It)",RVL-SSQP-EUR-B0,,,,
Mario Party 9 (Japan),RVL-SSQJ-JPN-B0,,,,
Mario Party 9 (Korea),RVL-SSQK-KOR-B0,,,,
"Mario Party 9 (USA, Asia) (En,Fr,Es)",RVL-SSQE-MDE-B0, RVL-SSQE-USA-B0,,,
Mario Power Soccer (Korea),RVL-R4QK-KOR-B0,,,,
"Mario Power Tennis (Europe) (En,Fr,De,Es,It)",RVL-RMAP-EUR, RVL-RMAP-EUR-B1,,,
"Mario Power Tennis (USA) (En,Fr,Es)",RVL-RMAE-USA,,,,
"Mario Sports Mix (Europe) (En,Fr,De,Es,It)",RVL-RMKP-EUR-B0,,,,
Mario Sports Mix (Japan),RVL-RMKJ-JPN-B0,,,,
"Mario Sports Mix (USA) (En,Fr,Es)",RVL-RMKE-USA-B0,,,,
Mario Strikers Charged (Japan),RVL-R4QJ-JPN,,,,
"Mario Strikers Charged (USA) (En,Fr,Es) (Rev 1)",RVL-R4QE-USA,,,,
"Mario Strikers Charged Football (Europe) (En,Fr,De,Es,It) (Rev 1)",RVL-R4QP-EUR,,,,
"Mario Strikers Charged Football (Europe) (En,Fr,De,Es,It) (Rev 2)",RVL-R4QP-EUR, RVL-R4QP-EUR-B0,,,
"Mario Super Sluggers (USA) (En,Fr,Es)",RVL-RMBE-USA, RVL-RMBE-USA-B0,,,
Mario Tennis GC (Japan),RVL-RMAJ-JPN,,,,
Mariowa Sonic Beijing Olympic (Korea),RVL-RWSK-KOR,,,,
Mariowa Sonic London Olympic (Korea),RVL-SIIK-KOR-B0,,,,
Mariowa Sonic Vancouver Donggye-olympic (Korea),RVL-ROLK-KOR-B0,,,,
"Martian Panic (Europe) (En,Fr,De,Es,It)",RVL-RQ7P-EUR-B0,,,,
"Martian Panic (USA) (En,Fr,Es)",RVL-RQ7E-USA-B0,,,,
"Marvel - Ultimate Alliance (Europe) (En,It)",RVL-RMUP-EUR,,,,
Marvel - Ultimate Alliance (Japan),RVL-RMUJ-JPN-B0,,,,
Marvel - Ultimate Alliance (USA),RVL-RMUE-USA,,,,
Marvel - Ultimate Alliance 2 (Europe),RVL-RMSP-UKV-B0,,,,
Marvel - Ultimate Alliance 2 (USA),RVL-RMSE-USA-B0,,,,
"Marvel Super Hero Squad - Comic Combat (Europe) (En,Fr,De,Es,It,Nl)",RVL-SMZP-EUR-B0,,,,
"Marvel Super Hero Squad - Comic Combat (USA) (En,Fr)",RVL-SMZE-USA-B0,,,,
"Marvel Super Hero Squad - The Infinity Gauntlet (Europe) (En,Fr,De,Es,It)",RVL-SMSP-EUR-B0,,,,
"Marvel Super Hero Squad - The Infinity Gauntlet (USA) (En,Fr)",RVL-SMSE-USA-B0,,,,
"Marvel Super Hero Squad (Europe) (En,Fr,De,Nl)",RVL-R38P-EUR-B0,,,,
"Marvel Super Hero Squad (Europe) (Es,It)",RVL-R38Y-EUU-B0,,,,
"Marvel Super Hero Squad (USA) (En,Fr,Es)",RVL-R38E-USA-B0,,,,
"Marvel Super Hero Squad (USA) (En,Fr,Es) (Walmart)",RVL-R38X-USA-B0,,,,
"Marvel Super Heroes 3D - Grandmaster's Challenge (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)",RVL-SMHP-EUR-B0,,,,
"Mary King's Riding School 2 (Europe) (En,Fr,De,Es,It)",RVL-RRHP-EUR-B0,,,,
"Mathews Bow Hunting (USA) (En,Fr,Es)",RVL-SHTE-USA-B0,,,,
"Max & the Magic Marker (Europe) (En,Fr,De,Es,It,Nl)",RVL-SAXP-EUR-B0,,,,
"Maximum Racing - Crash Car Racer (USA) (En,Fr,Es)",RVL-SN5E-USA-B0,,,,
"Maximum Racing - Drag & Stock Racer (USA) (En,Fr,Es)",RVL-SDRE-USA-B0,,,,
"Maximum Racing - GP Classic Racing (USA) (En,Fr,Es)",RVL-SGPE-USA-B0,,,,
"Maximum Racing - Rally Racer (USA) (En,Fr,Es)",RVL-SN3E-USA-B0,,,,
"Maximum Racing - Sprint Cars (USA) (En,Fr,Es)",RVL-SN8E-USA-B0,,,,
"Maximum Racing - Super Karts (USA) (En,Fr,Es)",RVL-SN6E-USA-B0,,,,
"Maximum Racing - Super Truck Racer (USA) (En,Fr,Es)",RVL-SN7E-USA-B0,,,,
Medal of Honor - Heroes 2 (Australia),RVL-RM2U-AUS,,,,
Medal of Honor - Heroes 2 (Europe),RVL-RM2P-UKV, RVL-RM2P-UKV-B0,,,
"Medal of Honor - Heroes 2 (Europe) (Fr,De,Es,It)",RVL-RM2X-EUR,,,,
Medal of Honor - Heroes 2 (Japan),RVL-RM2J-JPN,,,,
Medal of Honor - Heroes 2 (USA),RVL-RM2E-USA,,,,
Medal of Honor - Heroes 2 (USA) (Beta) (2007-10-17),,,,,
"Medal of Honor - Vanguard (Europe) (En,Fr,De,Es,It)",RVL-RMVX-FRA, RVL-RMVX-NOE,,,
Medal of Honor - Vanguard (UK),RVL-RMVP-UKV,,,,
Medal of Honor - Vanguard (USA),RVL-RMVE-USA,,,,
"Medieval Games (Europe) (En,Fr,De,Es,It)",RVL-R2OP-EUR-B0,,,,
Medieval Games (USA),RVL-R2OE-USA-B0,,,,
Mein neues Leben - Abenteuer auf Tropicana (Germany),RVL-SD8D-GER-B0,,,,
Mein Wortschatz-Coach (Germany) (Rev 1),RVL-RW4D-NOE,,,,
Meine ersten Mitsing-Lieder (Germany),RVL-SOND-NOE-B0,,,,
Meine Tierpension (Germany),RVL-RMND-NOE,,,,
Meitantei Conan - Tsuioku no Mirage (Japan),RVL-RCOJ-JPN,,,,
Meja-Maji March (Japan),RVL-RX7J-JPN,,,,
Mensa Academy (UK),RVL-SSMP-UKV-B0,,,,
"Mercury Meltdown Revolution (Europe) (En,Fr,De,Es,It)",RVL-RMMP-EUR,,,,
Mercury Meltdown Revolution (USA) (Beta) (2007-05-02),,,,,
"Mercury Meltdown Revolution (USA) (En,Fr,Es)",RVL-RMME-USA,,,,
Merv Griffin's Crosswords (USA),RVL-RVGE-USA,,,,
Metal Fight Beyblade - Gachinko Stadium (Japan),RVL-SBBJ-JPN-B0,,,,
Metal Slug Anthology (UK),RVL-RMLP-UKV,,,,
Metal Slug Anthology (USA),RVL-RMLE-USA,,,,
Metal Slug Complete (Japan),RVL-RMLJ-JPN,,,,
Metal Slug Complete (Korea),RVL-RMLK-KOR,,,,
"Metroid - Other M (Europe) (En,Fr,De,Es,It)",RVL-R3OP-EUR-E0,,,,
"Metroid - Other M (Europe) (En,Fr,De,Es,It) (Rev 1)",RVL-R3OP-EUR-E0,,,,
"Metroid - Other M (Japan) (En,Ja)",RVL-R3OJ-JPN-E0,,,,
"Metroid - Other M (USA) (En,Fr,Es)",RVL-R3OE-USA-E0,,,,
"Metroid - Other M (USA) (En,Fr,Es) (Rev 1)",RVL-R3OE-USA-E0,,,,
Metroid Prime (Japan),RVL-R3IJ-JPN,,,,
Metroid Prime 2 - Dark Echoes (Japan),RVL-R32J-JPN,,,,
"Metroid Prime 3 - Corruption (Europe) (En,Fr,De,Es,It)",RVL-RM3P-EUR,,,,
Metroid Prime 3 - Corruption (Japan),RVL-RM3J-JPN,,,,
Metroid Prime 3 - Corruption (USA),RVL-RM3E-USA,,,,
"Metroid Prime Trilogy (Europe) (En,Fr,De,Es,It)",RVL-R3MP-EUR-E0,,,,
Metroid Prime Trilogy (USA),RVL-R3ME-USA-E0,,,,
Mezase!! Tsuri Master - Sekai ni Challenge-hen (Japan),RVL-RTLJ-JPN,,,,
Mezase!! Tsuri Master (Japan),RVL-RTRJ-JPN,,,,
Mezase!! Tsuri Master (Japan) (Rev 1),RVL-RTRJ-JPN-B0,,,,
Mi Experto en Vocabulario (Spain),RVL-RZYS-ESP,,,,
"MIB - Alien Crisis (Europe) (En,Fr,De,Es,It)",RVL-S3ZP-EUR-B0,,,,
"MIB - Alien Crisis (USA) (En,Fr)",RVL-S3ZE-USA-B0,,,,
Miburi & Teburi (Japan),RVL-RXMJ-JPN,,,,
"Michael Jackson - The Experience (Europe) (En,Fr,De,Es,It)",RVL-SMOP-EUR-B0,,,,
