redump_name,Title,Foreign Title,serial
Mite Kiite Nou de Kanjite Crossword Tengoku (Japan),Mite Kiite Nou de Kanjite Crossword Tengoku,観て聴いて脳で感じて クロスワード天国,ULJM 05168
Miyako - Awayuki no Utage (Japan),,,ULJM 06069
Miyako (Japan),,,MKPP 01003
Miyako (Japan),,,ULJM 05770
Mizu no Senritsu (Japan),Mizu no Senritsu,水の旋律,ULJM 05829
MLB (Korea),MLB,,UCKS 45010
MLB (USA),MLB,,UCUS-98605
MLB 06 - The Show (USA),MLB 06: The Show,,UCUS-98624
MLB 07 - The Show (USA),MLB 07: The Show,,UCUS-98667
MLB 07 - The Show (USA) (Demo),MLB 07: The Show,,UCUS 98680
MLB 08 - The Show (Korea),MLB 08: The Show,,UCKS-45085
MLB 08 - The Show (Korea),MLB 08: The Show,,UCUS-98696
MLB 08 - The Show (USA),MLB 08: The Show,,UCUS-98696
MLB 09 - The Show (Asia) (Sample),MLB 09: The Show,,UCAS 40249
MLB 09 - The Show (USA),MLB 09: The Show,,UCUS-98730
MLB 10 - The Show (USA),MLB 10: The Show,,UCUS 98742
MLB 10 - The Show (USA),MLB 10: The Show,,UCUS-98742
MLB 11 - The Show (USA),MLB 11: The Show,,UCUS 98758
Mobile Train Simulator - Keisei Toei Asakusa Keikyuusen (Japan),Mobile Train Simulator: Keisei Toei Asakusa Keikyuusen,Mobile Train Simulator: 京成・都営浅草・京急線,ULJM-05085
Mobile Train Simulator plus Densha de Go! Tokyo Kyuukou-hen (Japan),Mobile Train Simulator plus Densha de Go! Tokyo Kyuukou-hen,Ｍｏｂｉｌｅ　Ｔｒａｉｎ　Ｓｉｍｕｌａｔｏｒ＋電車でＧＯ！　東京急行編,ULJM 05012
"ModNation Racers (Asia) (En,Zh)",ModNation Racers,摩登大賽車,UCAS 40305
"ModNation Racers (Asia) (En,Zh)",ModNation Racers,摩登大賽車,UCKS 45154
"ModNation Racers (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",ModNation Racers,,UCES-01327
"ModNation Racers (USA) (En,Fr,Es)",ModNation Racers,,UCUS 98741
"ModNation Racers (USA) (En,Fr,Es)",ModNation Racers,,ULUS-98741
"Moegaku @ Portable (Japan) (En,Ja)",Moegaku @ Portable,もえがく@ポータブル,ULJM-05174
Mondiali FIFA 2006 (Italy),Mondiali FIFA 2006,FIFA World Cup Germany 2006,ULES-00343
MonHun Nikki - Poka Poka Airou Mura (Japan),MonHun Nikki: Poka Poka Airuu Mura,モンハン日記 ぽかぽかアイルー村,ULJM 05710
MonHun Nikki - Poka Poka Airou Mura (Japan),MonHun Nikki: Poka Poka Airuu Mura,モンハン日記 ぽかぽかアイルー村,ULJM 08039
"MonHun Nikki - Poka Poka Airou Mura G (Japan, Asia)",MonHun Nikki: Poka Poka Ailu Mura G,モンハン日記　ぽかぽかアイルー村Ｇ,ULAS 42285
"MonHun Nikki - Poka Poka Airou Mura G (Japan, Asia)",MonHun Nikki: Poka Poka Ailu Mura G,モンハン日記　ぽかぽかアイルー村Ｇ,ULJM 05881
"Monster Hunter Freedom (Europe, Australia) (En,Fr,De,Es,It)",Monster Hunter Freedom,,ULES-00318
Monster Hunter Freedom (USA),Monster Hunter Freedom,,ULUS-10084
Monster Hunter Freedom 2 (Asia),Monster Hunter Freedom 2,,ULAS-42110
"Monster Hunter Freedom 2 (Europe) (En,Fr,De,Es,It)",Monster Hunter Freedom 2,,ULES-00851
Monster Hunter Freedom 2 (USA),Monster Hunter Freedom 2,,ULUS-10266
Monster Hunter Freedom 2 (USA),Monster Hunter Freedom 2,,ULUS-17008
"Monster Hunter Freedom Unite (Europe) (En,Fr,De,Es,It)",Monster Hunter Freedom Unite,,ULES-01213
"Monster Hunter Freedom Unite (Europe) (En,Fr,De,Es,It)",Monster Hunter Freedom Unite,,ULES-01213 / 0991398
"Monster Hunter Freedom Unite (Europe) (En,Fr,De,Es,It)",Monster Hunter Freedom Unite,,ULES-01213/E
"Monster Hunter Freedom Unite (Europe) (En,Fr,De,Es,It) (Demo)",Monster Hunter Freedom Unite,,ULED-01244/0991411
Monster Hunter Freedom Unite (USA) (Beta) (2008-10-14),Monster Hunter Freedom Unite,,ULUS-10391
Monster Hunter Freedom Unite (USA) (Demo),Monster Hunter Freedom Unite,,ULUS 90003
"Monster Hunter Freedom Unite (USA) (En,Fr,De,Es,It)",Monster Hunter Freedom Unite,,ULUS 10391
"Monster Hunter Freedom Unite (USA) (En,Fr,De,Es,It)",Monster Hunter Freedom Unite,,ULUS 17008
Monster Hunter Portable (Japan),Monster Hunter Portable,モンスターハンターポータブル,ULJM 05066
Monster Hunter Portable (Japan),Monster Hunter Portable,モンスターハンターポータブル,ULJM 08010
Monster Hunter Portable (Japan),Monster Hunter Portable,モンスターハンターポータブル,ULJM 08014
"Monster Hunter Portable 2nd (Japan, Korea)",Monster Hunter Portable 2nd,モンスターハンターポータブル2nd,UCKS 45045
"Monster Hunter Portable 2nd (Japan, Korea)",Monster Hunter Portable 2nd,モンスターハンターポータブル2nd,ULJM 05156
"Monster Hunter Portable 2nd G (Japan, Asia)",Monster Hunter Portable 2nd G,モンスターハンター ポータブル 2nd G,ULAS 42149
"Monster Hunter Portable 2nd G (Japan, Asia)",Monster Hunter Portable 2nd G,モンスターハンター ポータブル 2nd G,ULJM 05500
"Monster Hunter Portable 2nd G (Japan, Asia)",Monster Hunter Portable 2nd G,モンスターハンター ポータブル 2nd G,ULJM 08019
"Monster Hunter Portable 2nd G (Japan, Asia)",Monster Hunter Portable 2nd G,モンスターハンター ポータブル 2nd G,ULJM 08025
"Monster Hunter Portable 2nd G (Japan, Asia)",Monster Hunter Portable 2nd G,モンスターハンター ポータブル 2nd G,ULKS 46177
"Monster Hunter Portable 3rd (Japan, Asia)",Monster Hunter Portable 3rd,モンスターハンターポータブル３ｒｄ,ULAS 42260
"Monster Hunter Portable 3rd (Japan, Asia)",Monster Hunter Portable 3rd,モンスターハンターポータブル３ｒｄ,ULJM 05800
"Monster Hunter Portable 3rd (Japan, Asia)",Monster Hunter Portable 3rd,モンスターハンターポータブル３ｒｄ,ULJM 08058
"Monster Hunter Portable 3rd (Japan, Asia)",Monster Hunter Portable 3rd,モンスターハンターポータブル３ｒｄ,ULKS 46264
Monster Jam - Path of Destruction (USA),Monster Jam: Path of Destruction,,ULUS-10530
"Monster Jam - Urban Assault (Europe) (En,Fr,De,Es,It)",Monster Jam: Urban Assault,Monster Jam: Assalto Urbano,ULES-01169
Monster Jam - Urban Assault (USA),Monster Jam: Urban Assault,,ULUS-10379
Monster Kingdom - Jewel Summoner (USA),Monster Kingdom: Jewel Summoner,,ULUS-10211
Monster Kingdom - Jewel Summoner (USA) (Demo),Monster Kingdom: Jewel Summoner,,ULUS 80017
"Mortal Kombat - Unchained (Europe) (En,Fr,De,Es,It)",Mortal Kombat: Unchained,,ULES-00353
"Mortal Kombat - Unchained (Europe) (En,Fr,De,Es,It)",Mortal Kombat: Unchained,,ULES-00353#
Mortal Kombat - Unchained (USA),Mortal Kombat: Unchained,,ULUS-10102
Mortal Kombat - Unchained (USA),Mortal Kombat: Unchained,,ULUS-10102GH
Mother Goose no Himitsu no Yakata - Blue Label (Japan),Mother Goose no Himitsu no Yakata: Blue Label,マザーグースの秘密の館 ～ＢＬＵＥ ＬＡＢＥＬ～,ULJM 05950
Mother Goose no Himitsu no Yakata - Nursery Rhymes for you (Japan),Mother Goose no Himitsu no Yakata: Nursery Rhymes for you,マザーグースの秘密の館　－Ｎｕｒｓｅｒｙ　Ｒｈｙｍｅｓ　ｆｏｒ　ｙｏｕ－,ROSE 00006
Mother Goose no Himitsu no Yakata - Nursery Rhymes for you (Japan),Mother Goose no Himitsu no Yakata: Nursery Rhymes for you,マザーグースの秘密の館　－Ｎｕｒｓｅｒｙ　Ｒｈｙｍｅｓ　ｆｏｒ　ｙｏｕ－,ULJM 05892
"MotoGP (Europe) (En,Fr,De,It,Nl)",MotoGP,,UCES-00373
"MotoGP (Europe) (En,Fr,De,It,Nl)",MotoGP,,UCES-00373 / 9686477
MotoGP (Japan),,,ULJS 00078
MotoGP (USA),MotoGP,,ULUS 10153
"MotorStorm - Arctic Edge (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El)",MotorStorm: Arctic Edge,,UCES-01250
MotorStorm - Arctic Edge (Korea),MotorStorm: Arctic Edge,모터스톰 : 아크틱 엣지,UCKS-45124
"MotorStorm - Arctic Edge (USA) (En,Fr,De,Es,It,Nl,Pt,Ru)",MotorStorm: Arctic Edge,,UCUS-98743
MotorStorm - Raging Ice (Japan),,,UCJS 10104
Motto Nuga-Cel! Nurture Garment Celebration (Japan),,,NGPP 00402
Motto Nuga-Cel! Nurture Garment Celebration (Japan),,,ULJM 05654
Moujuutsukai to Oujisama - Snow Bride - Portable (Japan),,,ULJM 06029
Moujuutsukai to Oujisama Portable (Japan),Moujuutsukai to Oujisama Portable,猛獣使いと王子様 ポータブル,ULJM 05894
Moujuutsukai to Oujisama Portable (Japan),Moujuutsukai to Oujisama Portable,猛獣使いと王子様 ポータブル,ULJM 05895
MTV Pimp My Ride (Europe),MTV Pimp My Ride,,ULES-00960
MTV Pimp My Ride (USA),MTV Pimp My Ride,,ULUS 10256
MTX Mototrax (Europe),MTX Mototrax,,ULES-00581
MTX Mototrax (USA),MTX Mototrax,,ULUS-10138
Mugen Kairou (Japan),Mugen Kairou,無限回廊,UCJS 10081
Mugen Kairou (Japan),Mugen Kairou,無限回廊,UCJS 18028
Mugen Kairou (Japan) (Beta) (2007-12-18),Mugen Kairou,無限回廊,UCJP-00139
Musketeer - Le Sang des Chevaliers (Japan),,,ULJM 05882
Musou Orochi - Maou Sairin (Japan),Musou Orochi: Maou Sairin,無双ＯＲＯＣＨＩ　～魔王再臨～,ULJM 05402
Musou Orochi - Maou Sairin (Japan),Musou Orochi: Maou Sairin,無双ＯＲＯＣＨＩ　～魔王再臨～,ULJM 08037
Musou Orochi - Maou Sairin Enhanced Version (Asia),Musou Orochi: Maou Sairin Enhanced Version,無雙OROCHI 蛇魔再臨 增值版,ULAS-42164
"Musou Orochi (Japan, Korea)",Musou Orochi,無双ＯＲＯＣＨＩ,ULJM 05314
"Musou Orochi (Japan, Korea)",Musou Orochi,無双ＯＲＯＣＨＩ,ULKS 46174
Musou Orochi 2 Special (Japan),Musou Orochi 2 Special,無双ＯＲＯＣＨＩ２　Ｓｐｅｃｉａｌ,ULJM 06097
Musou Tourou (Japan),Musou Tourou,夢想灯籠,ULJS 00284
Mussang Orochi - Mawang Jaerim Plus (Korea),Mussang Orochi: Mawang Jaerim Plus,무쌍 오로치 마왕재림 Plus,ULKS 46209
MVP Baseball (Korea),MVP Baseball,MVP 베이스볼 2005,ULKS-46006
MVP Baseball (USA),MVP Baseball,,ULUS-10012
MX vs. ATV - On the Edge (Europe),MX vs. ATV: On the Edge,,ULES-00274
MX vs. ATV - On the Edge (USA),MX vs. ATV: On the Edge,,ULUS-10071
MX vs. ATV Extreme Limite (France),MX vs. ATV Extrême Limite,,ULES-00994
"MX vs. ATV Reflex (Europe) (En,Fr,De,Es,It)",MX vs. ATV Reflex,,ULES-01375
"MX vs. ATV Reflex (USA) (En,Fr)",MX vs. ATV Reflex,,ULUS-10429
"MX vs. ATV Untamed (Europe, Australia)",MX vs. ATV Untamed,,ULES-00993
"MX vs. ATV Untamed (Europe, Australia)",MX vs. ATV Untamed,,ULES-00993/E
MX vs. ATV Untamed (USA),MX vs. ATV Untamed,,ULUS-10330
My Merry May with Be (Japan),,,CF00-20033
My Merry May with Be (Japan),,,ULJM 05603
My Spanish Coach (USA),My Spanish Coach,,ULUS-10378
Myst (Australia),Myst,,ULES-00659
"Myst (Europe) (En,Fr,De)",Myst,,ULES-00412
Mystereet Portable - Yasogami Kaoru no Chousen! (Japan),Mystereet Portable: Yasogami Kaoru no Chousen!,ミステリート ポータブル ～八十神かおるの挑戦！～,ULJM 05328
"Mystery Team, The (Europe) (En,Fr,De,Es,It,Nl,Pt)",The Mystery Team,,UCES-01536
"Mystery Team, The (Europe) (En,Fr,De,Es,It,Nl,Pt)",The Mystery Team,,UCES-01536/POR
"Mytran Wars (Europe) (En,Fr,De,Es,It)",Mytran Wars,,ULES-01098
"Mytran Wars (USA) (En,Fr)",Mytran Wars,,ULUS 10398
N Plus (Europe),N Plus,N+,ULES-01026
N Plus (USA),N Plus,,ULUS-10340
"Namco Museum (Japan, Asia)",Namco Museum,ナムコミュージアム,UCAS 40166
"Namco Museum (Japan, Asia)",Namco Museum,ナムコミュージアム,ULJS 00012
"Namco Museum (Japan, Asia)",Namco Museum,ナムコミュージアム,ULJS 19006
Namco Museum (Korea),Namco Museum,남코 뮤지엄,UCKS 45005
Namco Museum Battle Collection (Asia),Namco Museum Battle Collection,,UCAS-40217
"Namco Museum Battle Collection (Europe) (En,Fr,De,Es,It)",Namco Museum Battle Collection,,UCES-00116
"Namco Museum Battle Collection (Europe) (En,Fr,De,Es,It)",Namco Museum Battle Collection,,UCES-00116/9181712
"Namco Museum Battle Collection (Europe) (En,Fr,De,Es,It)",Namco Museum Battle Collection,,UCES-00116/E
Namco Museum Battle Collection (USA),Namco Museum Battle Collection,,ULUS-10035
Namco Museum Battle Collection (USA) (Beta) (2005-07-01),Namco Museum Battle Collection,,ULUS-10035
Namco Museum Vol. 2 (Asia),,,UCAS 40061
Namco Museum Vol. 2 (Japan),Namco Museum Vol. 2,ナムコミュージアム　Ｖｏｌ．２,ULJS 00047
Napoleon Dynamite - The Game (USA),Napoleon Dynamite: The Game,,ULUS-10305
Narisokonai Eiyuutan - Taiyou to Tsuki no Monogatari (Japan),,,ULJS 00177
Naruto - Narutimate Portable - Mugenjou no Maki (Japan),Naruto: Narutimate Portable: Mugenjou no Maki,NARUTO -ナルト- ナルティメットポータブル 無幻城の巻,ULJS-00055
Naruto - Narutimate Portable - Muhwanseongui Gwon (Korea),Naruto: Narutimate Portable: Muhwanseongui Gwon,나루토 나루티밋 포터블 무환성의 권,ULKS 46086
"Naruto - Ultimate Ninja Heroes (Europe) (En,Fr,De,Es,It)",Naruto: Ultimate Ninja Heroes,,ULES-00865
Naruto - Ultimate Ninja Heroes (USA),Naruto: Ultimate Ninja Heroes,,ULUS-10299
"Naruto - Ultimate Ninja Heroes 2 - The Phantom Fortress (Europe) (En,Fr,De,Es,It)",Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,,ULES-01088
Naruto - Ultimate Ninja Heroes 2 - The Phantom Fortress (USA),Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,,ULUS-10349
"Naruto Shippuden - Kizuna Drive (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Kizuna Drive,,ULES-01516
"Naruto Shippuden - Kizuna Drive (USA) (En,Fr,Es)",Naruto Shippuden: Kizuna Drive,,ULUS-10571
"Naruto Shippuden - Legends - Akatsuki Rising (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Legends: Akatsuki Rising,,ULES-01306
Naruto Shippuden - Legends - Akatsuki Rising (USA),Naruto Shippuden: Legends: Akatsuki Rising,,ULUS-10447
"Naruto Shippuden - Ultimate Ninja Heroes 3 (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Ultimate Ninja Heroes 3,,ULES-01407
Naruto Shippuden - Ultimate Ninja Heroes 3 (USA),Naruto Shippuden: Ultimate Ninja Heroes 3,,ULUS-10518
"Naruto Shippuden - Ultimate Ninja Impact (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Ultimate Ninja Impact,,ULES-01537
"Naruto Shippuden - Ultimate Ninja Impact (Europe) (En,Fr,De,Es,It)",Naruto Shippuden: Ultimate Ninja Impact,,ULES-01537#
Naruto Shippuden - Ultimate Ninja Impact (France) (Demo),Naruto Shippuden: Ultimate Ninja Impact,,ULED-01539 / 7003769
"Naruto Shippuden - Ultimate Ninja Impact (USA) (En,Fr,Es)",Naruto Shippuden: Ultimate Ninja Impact,,ULUS-10582
"Naruto Shippuuden - Kizuna Drive (Japan, Asia)",Naruto Shippuuden: Kizuna Drive,ＮＡＲＵＴＯ－ナルト－　疾風伝　キズナドライブ,ULAS 42239
"Naruto Shippuuden - Kizuna Drive (Japan, Asia)",Naruto Shippuuden: Kizuna Drive,ＮＡＲＵＴＯ－ナルト－　疾風伝　キズナドライブ,ULJS 00291
"Naruto Shippuuden - Narutimate Accel 3 (Japan, Korea)",Naruto Shippuuden: Narutimate Accel 3,ＮＡＲＵＴＯ－ナルト－　疾風伝　ナルティメットアクセル３,ULJS 00236
"Naruto Shippuuden - Narutimate Accel 3 (Japan, Korea)",Naruto Shippuuden: Narutimate Accel 3,ＮＡＲＵＴＯ－ナルト－　疾風伝　ナルティメットアクセル３,ULKS 46229
"Naruto Shippuuden - Narutimate Impact (Japan, Asia)",Naruto Shippuuden: Narutimate Impact,ＮＡＲＵＴＯ ーナルトー 疾風伝 ナルティメットインパクト,ULAS 42297
"Naruto Shippuuden - Narutimate Impact (Japan, Asia)",Naruto Shippuuden: Narutimate Impact,ＮＡＲＵＴＯ ーナルトー 疾風伝 ナルティメットインパクト,ULJS 00390
"Naruto Shippuuden - Narutimate Impact (Japan, Asia)",Naruto Shippuuden: Narutimate Impact,ＮＡＲＵＴＯ ーナルトー 疾風伝 ナルティメットインパクト,ULJS 19071
NASCAR (Europe),NASCAR,,ULES-00457
NASCAR (USA),NASCAR,,ULUS-10122
Natsuzora no Monologue Portable (Japan),,,ULJM 06261
Navi-Chu (Japan) (Beta) (2007-07-13),Navi-Chu,ニッポンのあそこで,UCJP-00138-0
Nayuta no Kiseki (Japan),Nayuta no Kiseki,那由多の軌跡,ULJM 06113
NBA (USA),NBA,,UCUS 98607
NBA 06 (USA),NBA 06,,UCUS-98626
NBA 07 (USA),NBA 07,,UCUS-98644
NBA 07 (USA) (Demo),NBA 07,,UCUS 98694
NBA 08 (Asia) (Sample),NBA 08,,UCAS 40181
NBA 08 (USA),NBA 08,,UCUS-98699
NBA 09 - The Inside (Asia),,,UCAS 40225
NBA 09 - The Inside (USA),NBA 09: The Inside,,UCUS-98715
NBA 09 - The Inside (USA) (Beta) (2008-08-07),NBA 09: The Inside,,UCUS-98715
NBA 10 - The Inside (Asia),NBA 10: The Inside,,UCAS 40279
NBA 10 - The Inside (USA),NBA 10: The Inside,,UCUS-98738
NBA 2K10 (Europe),NBA 2K10,,ULES-01342
NBA 2K10 (Japan),,,ULJS 00232
NBA 2K10 (USA),NBA 2K10,,ULUS-10474
NBA 2K11 (Europe),NBA 2K11,,ULES-01488
NBA 2K11 (Japan),NBA 2K11,,ULJM 05778
NBA 2K11 (USA),NBA 2K11,,ULUS-10552
"NBA 2K12 (Europe) (En,Fr,De,Es,It)",NBA 2K12,,ULES-01554
NBA 2K12 (Japan),,,ULJS 00426
NBA 2K12 (USA),NBA 2K12,,ULUS-10585
"NBA 2K13 (Europe) (En,Fr,De,Es,It)",NBA 2K13,,ULES-01578
NBA 2K13 (Japan),,,ULJS 00596
NBA 2K13 (USA),NBA 2K13,,ULUS-10598
NBA Ballers - Rebound (USA),NBA Ballers: Rebound,,ULUS-10078
"NBA Live 06 (Europe) (En,De,It)",NBA Live 06,,ULES-00156
NBA Live 06 (France),NBA Live 06,,ULES-00157
NBA Live 06 (Japan),NBA Live 06,NBAライブ06,ULJM 05182
NBA Live 06 (Korea),NBA Live 06,NBA 라이브 06,ULKS-46032
NBA Live 06 (Spain),NBA Live 06,,ULES-00158
NBA Live 06 (USA),NBA Live 06,,ULUS-10030
NBA Live 07 (Asia),NBA Live 07,勁爆美國職籃07,ULAS 42076
"NBA Live 07 (Europe) (En,De,It)",NBA Live 07,,ULES-00462
NBA Live 07 (France),NBA Live 07,,ULES-00463
NBA Live 07 (Korea),,,ULKS 46110
NBA Live 07 (Spain),NBA Live 07,,ULES-00464
NBA Live 07 (USA),NBA Live 07,,ULUS-10113
NBA Live 08 (Europe),NBA Live 08,,ULES-00920
"NBA Live 08 (Europe) (En,Fr,Es,It)",NBA Live 08,,ULES-00921
NBA Live 08 (Japan),NBA Live 08,ＮＢＡライブ０８,ULJM 05289
NBA Live 08 (USA),NBA Live 08,,ULUS-10294
"NBA Live 09 (Europe) (En,De,It)",NBA Live 09,,ULES-01147
NBA Live 09 (France),NBA Live 09,,ULES-01148
NBA Live 09 (Japan),NBA Live 09,ＮＢＡライブ０９,ULJM 05386
NBA Live 09 (Spain),NBA Live 09,,ULES-01149
"NBA Live 09 (USA) (En,Fr)",NBA Live 09,,ULUS-10370
NBA Live 10 (Asia),NBA Live 10,,ULAS-42187
"NBA Live 10 (Europe) (En,De,It)",NBA Live 10,,ULES-01308
NBA Live 10 (France),NBA Live 10,,ULES-01309
NBA Live 10 (Japan),NBA Live 10,ＮＢＡライブ１０,ULJM 05536
NBA Live 10 (Japan),NBA Live 10,ＮＢＡライブ１０,ULJM 05737
NBA Live 10 (Spain),NBA Live 10,,ULES-01310
NBA Live 10 (USA),NBA Live 10,,ULUS-10465
NBA Street Showdown (Asia),NBA Street Showdown,,ULAS-42003
"NBA Street Showdown (Europe) (En,Fr,De)",NBA Street Showdown,,ULES-00037
NBA Street Showdown (USA),NBA Street Showdown,,ULUS-10010
NCAA Football 07 (USA) (v1.00),NCAA Football 07,,ULUS 10116
NCAA Football 07 (USA) (v2.00),NCAA Football 07,,ULUS-10116
NCAA Football 09 (USA),NCAA Football 09,,ULUS 10355
NCAA Football 10 (USA),NCAA Football 10,,ULUS-10440
Need for Speed - Carbon - Own the City (Asia),Need for Speed: Carbon: Own the City,,ULAS-42080
Need for Speed - Carbon - Own the City (Europe),Need for Speed: Carbon: Own the City,,ULES-00576
Need for Speed - Carbon - Own the City (Europe),Need for Speed: Carbon: Own the City,,ULES-00576/P
"Need for Speed - Carbon - Own the City (Europe) (En,Fr,De,Es,It,Nl)",Need for Speed: Carbon: Own the City,,ULES-00577
Need for Speed - Carbon - Own the City (Japan),,,ULJM 05286
Need for Speed - Carbon - Own the City (Korea),Need for Speed: Carbon: Own the City,니드포스피드： 카본： 온더시티,ULKS 46034
Need for Speed - Carbon - Own the City (USA),Need for Speed: Carbon: Own the City,,ULUS-10114
Need for Speed - Most Wanted - 5-1-0 (Asia),Need for Speed: Most Wanted: 5-1-0,,ULAS-42031
"Need for Speed - Most Wanted - 5-1-0 (Europe) (En,Fr,De,Es,It)",Need for Speed: Most Wanted: 5-1-0,,ULES-00196
Need for Speed - Most Wanted - 5-1-0 (Japan),Need for Speed: Most Wanted: 5-1-0,ニード フォー スピード： モストウォンテッド： ５ー１ー０,ULJM 05073
Need for Speed - Most Wanted - 5-1-0 (Japan),Need for Speed: Most Wanted: 5-1-0,ニード フォー スピード： モストウォンテッド： ５ー１ー０,ULJM 05183
Need for Speed - Most Wanted - 5-1-0 (USA),Need for Speed: Most Wanted: 5-1-0,,ULUS 10036
Need for Speed - Most Wanted - 5-1-0 (USA),Need for Speed: Most Wanted: 5-1-0,,ULUS 10036GH
Need for Speed - ProStreet (Asia),Need for Speed: ProStreet,,ULAS-42129
Need for Speed - ProStreet (Europe),Need for Speed: ProStreet,,ULES-01019
"Need for Speed - ProStreet (Europe) (En,Fr,De,Es,It,Nl)",Need for Speed: ProStreet,,ULES-01020
Need for Speed - ProStreet (Japan),Need for Speed: ProStreet,ニード・フォー・スピード　プロストリート,ULJM 05308
Need for Speed - ProStreet (Japan),Need for Speed: ProStreet,ニード・フォー・スピード　プロストリート,ULJM 05443
Need for Speed - ProStreet (USA),Need for Speed: ProStreet,,ULUS-10331
"Need for Speed - Shift (Asia) (En,Fr,Es)",Need for Speed: Shift,,ULAS-42176
"Need for Speed - Shift (Europe) (En,Fr,De,Es,It,Nl,Pl,Ru,Cs)",Need for Speed: Shift,,ULES-01275
Need for Speed - Shift (Japan),Need for Speed: Shift,ニード・フォー・スピード　シフト,ULJM 05494
