Redump_title,title,localized_title,Serial
Eyeshield 21 - AmeFoot Yarou ze! Ya-! Ha-! (Japan),アイシールド21 ～アメフトやろうぜ！Ya-！Ha-！～,Eyeshield 21 Amefoot Yarouze! Ya-!Ha-!,SLPM-66218
"EyeToy - Antigrav (Europe, Australia) (En,Fr,De,Es,It)",Eyetoy - Antigrav,,SCES-53055
EyeToy - Antigrav (USA),EyeToy - AntiGrav,,SCUS-97414
EyeToy - Antigrav (USA) (Demo),EyeToy - Antigrav [Demo],,SCUS-97438
"EyeToy - Antigrav + SpyToy Demo (Europe) (En,Fr,De,Es,It)",EyeToy - Antigrav + SpyToy Demo,,SCED-53792
EyeToy - Chat (Europe) (Beta) (2004-05-10),EyeToy - Chat,,TCES-52154
"EyeToy - Chat (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",EyeToy - Chat,,SCES-52154
"EyeToy - Chat Light (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",EyeToy - Chat [Light],,SCED-52818
EyeToy - Christmas Wishi Washi (Europe),EyeToy - Christmas Wishi Washi,,SCED-52147
EyeToy - EduKids (Korea),EyeToy - Edukids,,SCKA-10005
EyeToy - Furi Furi Dance Tengoku (Japan),アイトーイ フリフリダンス天国,EyeToy - HuriHuri Dance,SCPS-15076
EyeToy - Furi Furi Dance Tengoku (Japan) (EyeToy Camera Doukonban),アイトーイ フリフリダンス天国 [EyeToyカメラ同梱版],EyeToy - Groove [with Camera],SCPS-15073
"EyeToy - Groove (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",EyeToy - Groove,,SCES-51895
EyeToy - Groove (Korea),EyeToy - Groove,,SCKA-20024
EyeToy - Groove (Korea),EyeToy - Groove,,SCKA-24012
EyeToy - Groove (USA),EyeToy - Groove,,SCUS-97345
EyeToy - Groove (USA),EyeToy - Groove,,SCUS-97400
"EyeToy - Kinetic (Europe) (En,Fr,De,Es,It,Pt,No) (Beta) (2005-07-05)",EyeToy - Kinetic,,SCES-52883
"EyeToy - Kinetic (Europe, Australia) (En,Fr,De,Es,It,Pt,No)",EyeToy - Kinetic,,SCES-52883
EyeToy - Kinetic (USA),EyeToy - Kinetic,,SCUS-97478
EyeToy - Kinetic (USA),EyeToy - Kinetic [with Camera],,SCUS-97497
EyeToy - Kinetic Combat (Europe) (Beta) (2006-06-13),Eyetoy Kinetic Combat,,SCES-54148
EyeToy - Kinetic Combat (Europe) (Demo),EyeToy - Kinetic Combat,,SCED-54495
"EyeToy - Kinetic Combat (Europe, Australia) (En,Fr,De,Es,It,Pt,No)",Eyetoy Kinetic Combat,,SCES-54148
"EyeToy - Monkey Mania (Europe) (En,Fr,De,Es,It)",EyeToy - Monkey Mania,,SCES-52930
EyeToy - Monkey Mania (Korea),EyeToy - Monkey Mania,,SCKA-20036
EyeToy - Operation Spy (USA),EyeToy - Operation Spy!,,SCUS-97523
EyeToy - Play (China),爱淘儿,EyeToy - Play,SCCS-40017
EyeToy - Play (Europe) (Beta) (2003-03-19),EyeToy - Play,,SCES-51513
EyeToy - Play (Europe) (Demo),EyeToy - Play,,SCED-51779
"EyeToy - Play (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",EyeToy - Play,,SCES-51513
EyeToy - Play (Japan),アイトーイ プレイ [ソフト単体],EyeToy - Play [Game Only],SCPS-15070
EyeToy - Play (Japan) (Doukonban),アイトーイ プレイ [カメラ同梱版],EyeToy - Play [with Camera],SCPS-15061
EyeToy - Play (Japan) (Tentou Taikenban),アイトーイ プレイ,EyeToy - Play,PCPX-96638
EyeToy - Play (Korea),EyeToy - Play,,SCKA-20017
EyeToy - Play (USA),EyeToy - Play,,SCUS-97319
"EyeToy - Play 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El) (Beta) (2004-09-17)",EyeToy - Play 2,,SCES-52748
"EyeToy - Play 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El) (v2.00)",EyeToy - Play 2,,SCES-52748
"EyeToy - Play 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El) (v3.03)",EyeToy - Play 2,,SCES-52748
"EyeToy - Play 2 (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El) (v1.00)",EyeToy - Play 2,,SCES-52748
EyeToy - Play 2 (Japan),アイトーイ プレイ2 [ソフト単体],EyeToy - Play 2 [Game Only],SCPS-15094
"EyeToy - Play 2 (Japan, Asia) (Doukonban)",EyeToy - Play 2 [with Camera],,SCAJ-20127
"EyeToy - Play 2 (Japan, Asia) (Doukonban)",アイトーイ プレイ2 [PlayStation 2専用 EyeToy USBカメラ同梱版],EyeToy - Play 2 [With Camera],SCPS-15089
"EyeToy - Play 2 (Korea) (En,Ko)",EyeToy - Play 2,,SCKA-20041
EyeToy - Play 2 (USA),EyeToy - Play 2,,SCUS-97468
EyeToy - Play 2 (USA),EyeToy - Play 2 [with Camera],,SCUS-97495
"EyeToy - Play 3 (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El)",EyeToy - Play 3,,SCES-53315
EyeToy - Play 3 (Korea),EyeToy - Play 3,,SCKA-20066
"EyeToy - Play 3 + SpyToy (Europe) (En,Fr,De,Es,It) (Demo)",EyeToy - Play 3 + SpyToy,,SCED-53613
"EyeToy - Play Sports (Europe) (En,Fr,De,Es,It) (Demo)",EyeToy - Play Sports,,SCED-54134
"EyeToy - Play Sports (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,El,Cs,Tr)",EyeToy - Play Sports,,SCES-54094
EyeToy - Saru EyeToy - Oosawagi! Ukkiuki Game Tenkomori!! (China),比波猴@爱淘儿 一起欢聚比波猴乐园吧!,Saru EyeToy - Oosawagi! Ukkiuki Game Tenkomori!!,SCCS-40018
EyeToy - Saru EyeToy - Oosawagi! Ukkiuki Game Tenkomori!! (Japan),サルアイトーイ 大騒ぎ！ウッキウキゲームてんこもりっ！！,EyeToy - Uki Uki Panic [Game Only],SCPS-15078
EyeToy - Tales (Korea),EyeToy - Tales,,SCKA-10007
EyeToy (USA) (Demo),EyeToy [Demo],,SCUS-97507
EyeToy (USA) (Demo),EyeToy,,SCUS-97600
"EyeToy Play - Astro Zoo (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El,Cs)",Eyetoy - Play Astro Zoo,,SCES-54538
"EyeToy Play - Hero (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El,Cs)",EyeToy Play - Hero,,SCES-55038
"EyeToy Play - PomPom Party (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El,Cs)",EyeToy Play - PomPom Party,,SCES-55083
"EyeToy Special Demo (Europe) (En,Fr,De,Es,It)",EyeToy Special Demo,,SCED-53177
F - Fanatic (Japan),F～ファナティック～ [初回限定版],F - Fanatic [Limited Edition],SLPM-65296
"F1 2001 (Europe) (En,Es,It,Sv)",F1 2001,,SLES-50431
"F1 2001 (Europe) (En,Fr,De,Nl)",F1 2001,,SLES-50423
F1 2001 (Japan),F1 2001,F1 2001,SLPS-20120
"F1 2001 (USA) (En,Fr,Es)",F1 2001,,SLUS-20264
"F1 2002 (Europe) (En,Fr,De,Nl)",F1 2002,,SLES-50874
F1 2002 (Italy),F1 2002,,SLES-50875
F1 2002 (Japan),F1 2002,F1 2002,SLPS-20199
"F1 2002 (USA) (En,Fr,De)",F1 2002,,SLUS-20455
"F1 Career Challenge (Europe, Australia) (En,Fr,De,It)",F1 Career Challenge,,SLES-51584
F1 Career Challenge (Japan),F1 CAREER CHALLENGE,F1 Career Challenge,SLPS-20295
"F1 Career Challenge (USA) (En,Fr,De)",F1 Career Challenge,,SLUS-20693
"F1 Championship Season 2000 (Europe) (En,Fr,De,Es,It)",F1 Championship Season 2000,,SLES-50017
F1 Championship Season 2000 (Japan),F1 チャンピオンシップ シーズン2000,F1 Championship Season 2000,SLPS-20044
F1 Championship Season 2000 (USA),F1 2000 Championship Edition,,SLUS-20103
"F1 Racing Championship (Europe) (En,Es,It)",F1 Racing Championship,,SLES-50047
"F1 Racing Championship (Europe) (En,Es,It) (Beta) (2000-11-14)",F1 Racing Championship,F1 Racing Championship,SLPS-20042
"F1 Racing Championship (Europe) (Fr,De)",F1 Racing Championship,,SLES-50046
F1 Racing Championship (Japan),F1 Racing Championship,F1 Racing Championship,SLPS-20042
"Fahrenheit (Europe) (En,Fr,De,Es)",Fahrenheit,,SLES-53540
"Fahrenheit (Europe) (En,Fr,De,Es,It)",Fahrenheit,,SLES-53539
"Fahrenheit (Europe) (En,Fr,De,Es,It) (Demo)",Fahrenheit [Demo],,SLED-53591
Fahrenheit (Japan),Fahrenheit ファーレンハイト,Fahrenheit,SLPM-66193
"Fairly OddParents, The - Breakin' da Rules (USA)",The Fairly OddParents - Breakin' Da Rules,,SLUS-20661
"Fairly OddParents, The - Shadow Showdown (Europe)",The Fairly OddParents - Shadow Showdown,,SLES-52857
"Fairly OddParents, The - Shadow Showdown (USA)",The Fairly OddParents - Shadow Showdown,,SLUS-20880
"Falling Stars (Europe) (En,Fr,De,Es,It,Ru)",Falling Stars,,SLES-54795
"Falling Stars (USA) (En,Fr,De,Es,It,Ru)",Falling Stars,,SLUS-21734
"Fallout - Brotherhood of Steel (Europe) (En,Es,It)",Fallout - Brotherhood of Steel,,SLES-51526
"Fallout - Brotherhood of Steel (Europe) (En,Es,It) (Beta) (2003-12-02)",Fallout - Brotherhood of Steel,,SLES-51526
"Fallout - Brotherhood of Steel (Europe) (En,Fr,De)",Fallout - Brotherhood of Steel,,SLES-51525
Fallout - Brotherhood of Steel (Japan),Fallout BROTHERHOOD OF STEEL,Fallout - Brotherhood of Steel,SLPM-65915
Fallout - Brotherhood of Steel (USA),Fallout - Brotherhood of Steel,,SLUS-20539
Fame Academy (UK),Fame Academy,,SLES-52060
"Family Board Games (Europe) (En,Fr,De,Es,It,Nl)",Family Board Games,,SLES-53468
Family Feud (USA),Family Feud,,SLUS-21446
"Family Guy - Video Game! (Europe) (En,Fr,De,Es,It)",Family Guy - The Video Game,,SLES-54126
"Family Guy - Video Game! (Europe, Australia)",Family Guy - The Video Game,,SLES-54394
Family Guy - Video Game! (USA),Family Guy - The Video Game,,SLUS-21560
Famitsu PS2 Special Disc - Capcom Game Collection (Japan) (Taikenban),ファミ通PS2 スペシャルディスク ～CAPCOM GAME COLLECTION～,Famitsu PS2 Special Disc - Capcom Game Collection,SLPM-61129
Fantastic 4 (Europe),Fantastic 4,,SLES-53143
Fantastic 4 (France),"4 Fantastiques, Les",,SLES-53144
Fantastic 4 (Germany),Fantastic 4,,SLES-53145
Fantastic 4 (Netherlands),Fantastic 4,,SLES-53281
Fantastic 4 (Spain),"4 Fantásticos, Los",,SLES-53147
Fantastic 4 (USA),Fantastic 4,,SLUS-20615
Fantastic Fortune 2 - Triple Star (Japan),ファンタスティックフォーチュン2 ☆☆☆,Fantastic Fortune 2 - Triple Star,SLPS-25396
Fantastic Fortune 2 (Japan),ファンタスティックフォーチュン2,Fantastic Fortune 2,SLPS-25236
"Fantastic Four - Rise of the Silver Surfer (Europe) (En,Fr,De,Es,It)",Fantastic Four - Rise of the Silver Surfer,,SLES-54616
"Fantastic Four - Rise of the Silver Surfer (Europe, Australia) (En,It)",Fantastic Four - Rise of the Silver Surfer,,SLES-54776
Fantastic Four - Rise of the Silver Surfer (USA),Fantastic Four - Rise of the Silver Surfer,,SLUS-21544
"Fantastici 4, I (Italy)",I Fantastici Quattro,,SLES-53146
"Fantavision - For You and Me (Asia) (En,Ja,Zh)",Fantavision - For You and Me,,SCPS-55032
"Fantavision (Europe) (En,Fr,De,Es,It)",FantaVision,,SCES-50002
Fantavision (Japan),FANTAVISION,Fantavision,SCPS-11002
Fantavision (Japan) (Taikenban),ファンタビジョン [体験版],Fantavision [Trial],PAPX-90201
Fantavision (Japan) (Taikenban),Fantavision [体験版],Fantavision [Trial],PCPX-96302
Fantavision (USA),Fantavision,,SCUS-97105
"Fast and the Furious, The (Europe)",The Fast and the Furious,,SLES-54483
"Fast and the Furious, The (USA)",The Fast and the Furious,,SLUS-21449
Fatal Frame (Asia),零 ～zero～,Fatal Frame,SCPS-55043
Fatal Frame (USA),Fatal Frame,,SLUS-20388
Fatal Frame II - Crimson Butterfly (USA),Fatal Frame II - Crimson Butterfly,,SLUS-20766
Fatal Frame III - The Tormented (USA),Fatal Frame III - The Tormented,,SLUS-21244
"Fatal Fury - Battle Archives Volume 1 (Europe, Australia)",Fatal Fury - Battle Archives Volume 1,,SLES-55231
Fatal Fury - Battle Archives Volume 1 (USA),Fatal Fury Battle Archives Vol.1,,SLUS-21537
"Fatal Fury - Battle Archives Volume 2 (USA, Canada)",Fatal Fury Battle Archives Vol.2,,SLUS-21723
Fate-stay night - Realta Nua (Japan),Fate/stay night[Realta Nua],Fate-stay Night - Realta Nua,SLPM-66513
Fate-stay night - Realta Nua (Japan),Fate/stay night[Realta Nua] [PlayStation2 the Best],Fate-stay Night - Realta Nua [PlayStation2 the Best],SLPM-74270
Fate-stay night - Realta Nua (Japan) (Extra Edition),Fate/stay night[Realta Nua] extra edition,Fate-stay Night - Realta Nua [Extra Edition],SLPM-66512
Fate-Unlimited Codes (Japan),フェイト/アンリミテッドコード,Fate - Unlimited Codes,SLPM-55108
Fatman & Slim (Europe) (Proto) (2002-12-06),Fatman & Slim,,SLES-51425
"Fear, The (Japan) (Disc 1)",ザ・フィアー [ディスク1/4],"Fear, The [Disc 1 of 4]",SLPM-65040
"Fear, The (Japan) (Disc 2)",ザ・フィアー [ディスク2/4],"Fear, The [Disc 2 of 4]",SLPM-65041
"Fear, The (Japan) (Disc 3)",ザ・フィアー [ディスク3/4],"Fear, The [Disc 3of 4]",SLPM-65042
"Fear, The (Japan) (Disc 4)",ザ・フィアー [ディスク4/4],"Fear, The [Disc 4 of 4]",SLPM-65043
"Ferrari Challenge - Trofeo Pirelli (Europe) (En,Fr,De,Es,It) (v1.00)",Ferrari Challenge - Trofeo Pirelli,,SLES-55294
"Ferrari Challenge - Trofeo Pirelli (Europe) (En,Fr,De,Es,It) (v2.00)",Ferrari Challenge - Trofeo Pirelli,,SLES-55294
Ferrari Challenge - Trofeo Pirelli (USA),Ferrari Challenge - Trofeo Pirelli,,SLUS-21780
"Ferrari F355 Challenge (Europe, Australia) (En,Fr,De,Es,It)",Ferrari F355 Challenge,,SCES-50956
Ferrari F355 Challenge (Japan),Ferrari F355 challenge,Ferrari F355 Challenge,SLPM-65178
Ferrari F355 Challenge (USA),Ferrari F355 Challenge,,SLUS-20558
Festa!! Hyper Girls Party (Japan),Festa！！HYPER GIRLS PARTY [限定版],Festa!! Hyper Girls Party [Limited Edition],SLPM-66434
Fever 6 - Sankyo Koushiki Pachinko Simulation (Japan),FEVER6 SANKYO公式パチンコシミュレーション,Fever 6 - Sankyo Koushiki Pachinko Simulation,SLPS-25117
Fever 7 - Sankyo Koushiki Pachinko Simulation (Japan),FEVER7 SANKYO公式パチンコシミュレーション,Fever 7 - Sankyo Koushiki Pachinko Simulation,SLPS-20265
Fever 8 - Sankyo Koushiki Pachinko Simulation (Japan),FEVER8 SANKYO公式パチンコシミュレーション,Fever 8 - Sankyo Koushiki Pachinko Simulation,SLPS-20298
Fever 9 - Sankyo Koushiki Pachinko Simulation (Japan),FEVER9 SANKYO公式パチンコシミュレーション,Fever 9 - Sankyo Koushiki Pachinko Simulation,SLPS-20331
FIFA 06 - Demo Pre-Release Version (Europe),FIFA 06 - Demo Pre-Release Version,,SLED-53664
FIFA 06 (Europe),FIFA 06,,SLES-53529
FIFA 06 (Europe) (Beta) (2005-07-12),FIFA 06,,SLES-53529
FIFA 06 (Europe) (Beta) (2005-08-05),FIFA 06,,SLES-53529
"FIFA 06 (Europe) (En,Nl,Sv,No,Da,Pl,El,Hu)",FIFA 06,,SLES-53533
"FIFA 06 (Europe) (Es,Pt)",FIFA 06,,SLES-53532
"FIFA 06 (Europe) (Fr,De)",FIFA 06,,SLES-53531
FIFA 06 (Italy),FIFA 06,,SLES-53530
FIFA 06 (Korea),FIFA 06,,SLKA-25323
"FIFA 06 (USA) (En,Es) (Demo)",FIFA 06 [Demo],,SLUS-29160
"FIFA 07 (Asia) (En,Es)",FIFA Soccer 2007,,SLAJ-25088
FIFA 07 (Europe) (Beta) (2006-08-09),FIFA 07 Beta Trial Code,,TLES-54240
"FIFA 07 (Europe) (En,Fr,De,Es,It,Pt,Sv) (Demo)",FIFA 07,,SLED-54327
"FIFA 07 (Europe) (En,Nl,Sv,No,Da)",FIFA 07,,SLES-54244
"FIFA 07 (Europe) (En,Pl,Ru,Cs,Hu)",FIFA 07,,SLES-54246
"FIFA 07 (Europe) (Es,Pt)",FIFA 07,,SLES-54243
"FIFA 07 (Europe) (Fr,De,It)",FIFA 07,,SLES-54241
"FIFA 07 (Europe, Australia)",FIFA 07,,SLES-54240
FIFA 07 (Korea),FIFA 07,,SLKA-25396
FIFA 08 (Europe) (Demo),FIFA '08,,SLED-54925
"FIFA 08 (Europe) (En,Nl,Sv,No,Da)",FIFA '08,,SLES-54873
"FIFA 08 (Europe) (Es,Pt)",FIFA '08,,SLES-54872
"FIFA 08 (Europe) (Fr,De,It)",FIFA '08,,SLES-54871
"FIFA 08 (Europe, Australia)",FIFA '08,,SLES-54870
"FIFA 08 (Korea) (En,Es)",FIFA '08,,SLKA-25408
FIFA 09 - World Class Soccer (Japan),FIFA09 ワールドクラスサッカー,FIFA 09 - World Class Soccer,SLPM-55134
"FIFA 09 (Europe) (En,Es,It,Nl,Pt)",FIFA 09,,SLES-55245
"FIFA 09 (Europe) (En,Pl,Ru,Cs,Hu)",FIFA 09,,SLES-55247
"FIFA 09 (Europe) (En,Sv,No,Da)",FIFA 09,,SLES-55246
"FIFA 09 (Europe) (Fr,De)",FIFA 09,,SLES-55244
"FIFA 09 (Europe, Australia)",FIFA 09,,SLES-55243
"FIFA 09 (Korea) (En,Fr,Es)",FIFA 09,,SLKA-25447
FIFA 10 - World Class Soccer (Japan),FIFA10 ワールドクラスサッカー,FIFA 10 - World Class Soccer,SLPM-55226
"FIFA 10 (Europe) (En,Es,It,Nl,Pt)",FIFA 10,,SLES-55581
"FIFA 10 (Europe) (En,Pl,Ru,Cs,Hu)",FIFA 10,,SLES-55584
"FIFA 10 (Europe) (En,Sv,No,Da)",FIFA 10,,SLES-55583
"FIFA 10 (Europe) (Fr,De)",FIFA 10,,SLES-55582
"FIFA 10 (Europe, Australia)",FIFA 10,,SLES-55585
"FIFA 10 (Korea) (En,Fr,Es)",FIFA 10,,SLKA-25464
"FIFA 11 (Europe) (En,De,Sv,No,Da)",FIFA 11,,SLES-55644
"FIFA 11 (Europe) (En,Es,Pt,Pl,Ru)",FIFA 11,,SLES-55643
"FIFA 11 (Europe, Australia) (En,Fr,It,Nl)",FIFA 11,,SLES-55642
"FIFA 11 (Korea) (En,Fr,Es)",FIFA 11,,SLKA-25475
"FIFA 12 (Europe) (En,De,Sv,No,Da)",FIFA 12,,SLES-55653
"FIFA 12 (Europe) (En,Es,Pt,Pl,Ru)",FIFA 12,,SLES-55654
"FIFA 12 (Europe, Australia) (En,Fr,It,Nl)",FIFA 12,,SLES-55652
"FIFA 13 (Europe) (En,Es,Pt,Pl)",FIFA 13,,SLES-55665
"FIFA 13 (Europe) (En,Fr,De,It,Nl)",FIFA 13,,SLES-55664
"FIFA 13 (Latin America) (En,Fr,Es)",FIFA 13,,SLUS-21954
"FIFA 14 (Brazil) (En,Fr,Es)",FIFA 14,,SLUS-27093
"FIFA 14 (Europe) (En,Es,Pt,Pl)",FIFA 14,,SLES-55672
"FIFA 14 (Europe) (En,Fr,De,It,Nl)",FIFA 14 [LEGACY EDITION],,SLES-55671
FIFA 2001 - World Championship (Japan),FIFA2001 ワールドチャンピオンシップ,FIFA World Championship 2001,SLPS-20054
"FIFA 2001 (Europe) (En,De,Es,Nl,Sv)",FIFA 2001,,SLES-50011
FIFA 2001 (France),FIFA 2001,,SLES-50012
"FIFA 2001 (Germany) (En,De,Es,Nl,Sv)",FIFA 2001,,SLES-50013
FIFA 2001 (Greece),FIFA 2001,,SLES-50014
FIFA 2001 (Italy),FIFA 2001,,SLES-50015
"FIFA 2001 (Spain) (En,De,Es,Nl,Sv)",FIFA 2001,,SLES-50016
"FIFA 2001 (USA) (En,De,Es,Nl,Sv)",FIFA Soccer 2001,,SLUS-20097
FIFA 2002 - Road to FIFA World Cup (Japan),FIFA2002 ロード・トゥ・FIFAワールドカップ,FIFA 2002 - Road to World Cup,SLPS-25069
FIFA 2003 - European Football (Japan),FIFA2003 ヨーロッパサッカー,FIFA 2003 Europe Soccer,SLPS-25179
FIFA Football 2002 (Belgium),FIFA 2002,,SLES-50465
"FIFA Football 2002 (Europe) (En,De,Es,Nl,Sv)",FIFA 2002,,SLES-50464
FIFA Football 2002 (France),FIFA 2002,,SLES-50466
"FIFA Football 2002 (Germany) (En,De,Es,Nl,Sv)",FIFA 2002,,SLES-50467
FIFA Football 2002 (Greece),FIFA 2002,,SLES-50469
FIFA Football 2002 (Italy),FIFA 2002,,SLES-50470
FIFA Football 2002 (Korea),FIFA 2002,,SLPM-67503
"FIFA Football 2002 (Spain) (En,De,Es,Nl,Sv)",FIFA 2002,,SLES-50471
FIFA Football 2003 (Europe) (Demo),FIFA Soccer 2003 [Demo],,SLED-51342
"FIFA Football 2003 (Europe) (En,Fr,De,Es,It,Nl,Sv)",FIFA 2003,,SLES-51197
"FIFA Football 2004 (Europe) (En,It,Nl,Sv) (v1.00)",FIFA 2004,,SLES-51953
"FIFA Football 2004 (Europe) (En,It,Nl,Sv) (v2.00)",FIFA 2004,,SLES-51953
"FIFA Football 2004 (Europe) (Es,Pt)",FIFA 2004,,SLES-51964
"FIFA Football 2004 (Europe) (Fr,De) (v1.01)",FIFA 2004,,SLES-51963
"FIFA Football 2004 (Europe) (Fr,De) (v2.00)",FIFA 2004,,SLES-51963
FIFA Football 2005 (Europe),FIFA 2005,,SLES-52559
"FIFA Football 2005 (Europe) (En,Fr,De,Es,It,Nl,Pt) (Demo)",FIFA 2005 [Demo],,SLED-52890
"FIFA Football 2005 (Europe) (En,Nl,Sv,No,Da,El)",FIFA Football 2005,,SLES-52563
"FIFA Football 2005 (Europe) (Es,Pt)",FIFA 2005,,SLES-52561
FIFA Football 2005 (Italy),FIFA 2005,,SLES-52562
"FIFA Soccer 06 (USA) (En,Es)",FIFA 06,,SLUS-21280
FIFA Soccer 07 (USA) (Demo),FIFA 07 [Demo],,SLUS-29194
"FIFA Soccer 07 (USA) (En,Es)",FIFA Soccer 07,,SLUS-21433
"FIFA Soccer 08 (USA) (En,Es) (Demo)",FIFA Soccer 08,,SLUS-29201
"FIFA Soccer 08 (USA, Canada) (En,Es)",FIFA Soccer 08,,SLUS-21648
FIFA Soccer 09 (USA),FIFA 2009,,SLUS-21776
"FIFA Soccer 10 (USA) (En,Fr,Es)",FIFA Soccer 10,,SLUS-21905
"FIFA Soccer 11 (USA) (En,Fr,Es)",FIFA Soccer 11,,SLUS-21941
"FIFA Soccer 12 (USA, Brazil)",FIFA Soccer 12,,SLUS-21947
"FIFA Soccer 2002 (USA) (En,De,Es,Nl,Sv)",FIFA 2002,,SLUS-20280
"FIFA Soccer 2003 (Korea) (En,Ko)",FIFA 2003,,SLPM-67537
"FIFA Soccer 2003 (USA) (En,Es)",FIFA Soccer 2003,,SLUS-20580
FIFA Soccer 2004 (Korea),FIFA Soccer 2004,,SLKA-25087
"FIFA Soccer 2004 (USA) (En,Es)",FIFA Soccer 2004,,SLUS-20750
FIFA Soccer 2005 (Korea),FIFA 2005,,SLKA-25209
FIFA Soccer 2005 (USA),FIFA 2005,,SLUS-21051
FIFA Soccer 2005 (USA) (Demo),FIFA Soccer 2005 [Demo],,SLUS-29127
FIFA Soccer World Championship (Japan),FIFA サッカー ワールド チャンピオンシップ,FIFA Soccer World Championship,SLPS-20020
"FIFA Street (Europe) (En,Fr,De,Es,It,Nl,Sv)",FIFA Street,,SLES-53064
FIFA Street (Japan),FIFA ストリート,FIFA Street,SLPM-66047
FIFA Street (Japan),FIFA ストリート [EA BEST HITS],FIFA Street [EA Best Hits],SLPM-66557
"FIFA Street (Korea) (En,Es)",FIFA Street,,SLKA-25235
FIFA Street (USA),FIFA Street,,SLUS-21147
FIFA Street 2 (Europe),FIFA Street 2,,SLES-53796
FIFA Street 2 (Europe) (Demo),FIFA Street 2 [Demo],,SLED-53953
"FIFA Street 2 (Europe) (En,Fr,De,Es,It,Nl)",FIFA Street 2,,SLES-53797
FIFA Street 2 (Japan),FIFA ストリート2,FIFA Street 2,SLPM-66443
"FIFA Street 2 (Korea) (En,Es)",FIFA Street 2,,SLKA-25374
"FIFA Street 2 (USA) (En,Es)",FIFA Street 2,,SLUS-21369
FIFA Total Football (Japan),FIFA トータルフットボール,FIFA Total Football,SLPM-65527
FIFA Total Football 2 (Japan),FIFA トータルフットボール2,FIFA Total Football 2,SLPM-65746
FIFA World Cup Germany 2006 (Asia),FIFA World Cup - Germany 2006,,SLAJ-25081
FIFA World Cup Germany 2006 (Europe),FIFA World Cup - Germany '06,,SLES-54061
"FIFA World Cup Germany 2006 (Europe) (En,Es,Pt)",FIFA World Cup 2006,,SLES-54063
"FIFA World Cup Germany 2006 (Europe) (En,Fr,De,Es,It) (Demo)",FIFA World Cup Germany 2006,,SLED-54103
