TOSEC Name,Game Title,Product Number (GameID),Version,Build Date,Playable Regions,Area Symbols,Device Info,Peripherals,Company,Hardware ID,Maker ID,Boot Filename,File Size (bytes)
Shin Honkaku Hanafuda v1.005 (1999)(Altron)(JP)[!],SHIN HONKAKU HANAFUDA,T16601M,V1.005,19990613,Japan/Asia,J,GD-ROM1/1,0619A10,SEGA LC-T-166,SEGA SEGAKATANA,SEGA ENTERPRISES,1HH_READ.BIN,1996848
"Shin Nihon Pro Wrestling - Toukon Retsuden 4 v1.006 (1999)(Tomy Entertainment)(JP)[!][1M2, 1M4, 1M5, 1M6]",TOUKONRETSUDEN4,T28202M,V1.006,19990730,Japan/Asia,J,GD-ROM1/1,0799A10,TOMY,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Shinki Sekai Evolution 2 - Tooi Yakusoku v1.002 (1999)(ESP)(JP)[!],EVOLUTION2,T38703M,V1.002,19991111,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Shinki Sekai Evolution v1.023 (1998)(ESP)(JP)[!][1MB1],EVOLUTION,T38701M,V1.023,19981219,Japan/Asia,J,GD-ROM1/1,799800,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Shinki Sekai Evolution v1.023 (1998)(ESP)(JP)[!][2MB1, 2MM1]",EVOLUTION,T38701M,V1.023,19981219,Japan/Asia,J,GD-ROM1/1,799800,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Shinri Game, The - The Psychological Game v1.004 (2000)(Visit)(JP)[!]",SHINRI GAME DC EDITION,T43403M,V1.004,20001223,Japan/Asia,J,GD-ROM1/1,799800,SEGA LC-T-434,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Shinseiki Evangelion - Ayanami Ikusei Keikaku v1.002 (2002)(Broccoli)(JP)[!],EVANGELION AYANAMI IKUSEI KEIKAKU,T46303M,V1.002,20020308,Japan/Asia,J,GD-ROM1/1,A799810,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,12451488
Shinseiki Evangelion - Typing E Keikaku v1.001 (2001)(Gainax)(JP)[!][req. keyboard],EVANGELION TYPE E,T35101M,V1.001,20010308,Japan/Asia,J,GD-ROM1/1,2799811,SEGA LC-T-351,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1989792
Shinseiki Evangelion - Typing Hokan Keikaku v1.002 (2001)(Gainax)(JP)[!][req. keyboard][AKA Evangelion Type C],EVANGELION TYPE C,T35102M,V1.002,20010701,Japan/Asia,J,GD-ROM1/1,A799811,SEGA LC-T-351,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1989792
Shirotsumesouwa - Episode of the Clovers v1.003 (2003)(NEC InterChannel)(JP)[!],SIROTSUMESOUWA,T20123M,V1.003,20030428,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Shutokou Battle 2 v2.000 (2000)(Genki)(JP)[!],SHUTOKOU BATTLE 2,T30803M,V2.000,20000603,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-308,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Shutokou Battle v1.007 (1999)(Genki)(JP)[!],SHUTOKOU BATTLE,T30801M,V1.007,19990601,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-308,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Silent Scope v1.000 (2000)(Konami)(PAL)(M5)[!],SILENT SCOPE,T9505D,V1.000,20000911,Europe,E,GD-ROM1/1,8799A10,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Silent Scope v1.000 (2000)(Konami)(US)[!],SILENT SCOPE,T9507N,V1.000,20000901,USA/Canada,U,GD-ROM1/1,8799A10,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Silent Scope v1.002 (2000)(Konami)(JP)[!],SILENT SCOPE,T9513M,V1.002,20000830,Japan/Asia,J,GD-ROM1/1,8799A10,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Silver v1.000 (2000)(Infogrames)(PAL)(DE)[!],SILVER,T15109D,V1.000,20000630,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Silver v1.000 (2000)(Infogrames)(PAL)(ES)[!],SILVER,T15109D,V1.000,20000630,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Silver v1.000 (2000)(Infogrames)(PAL)(M3)[!],SILVER,T15109D,V1.000,20000630,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Silver v1.001 (2000)(Infogrames)(PAL)(en-nl)[!],SILVER,T15109D,V1.001,20000630,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Silver v1.001 (2000)(Infogrames)(US)[!],SILVER,T15108N,V1.001,20000607,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1199520
Simple2000 Series DC Vol. 01 - Bittersweet Fools - The Ren'ai Adventure v1.002 (2002)(D3 Publisher)(JP)[!],BITTERSWEET FOOLS,T47401M,V1.002,20020626,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Simple2000 Series DC Vol. 02 - Natsuiro Celebration - The Ren'ai Simulation v1.002 (2002)(D3 Publisher)(JP)[!],NATSUIROCELEBRATION,T47404M,V1.002,20020730,Japan/Asia,J,GD-ROM1/1,199810,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
Simple2000 Series DC Vol. 03 - Fureai - The Ren'ai Simulation v1.003 (2002)(D3 Publisher)(JP)[!],FUREAI,T47402M,V1.003,20020813,Japan/Asia,J,GD-ROM1/1,199810,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
Simple2000 Series DC Vol. 04 - Okaeri! - The Ren'ai Adventure v1.003 (2002)(D3 Publisher)(JP)[!],OKAERI,T47403M,V1.003,20020813,Japan/Asia,J,GD-ROM1/1,199810,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
Sister Princess - Premium Edition v1.003 (2002)(MediaWorks)(JP)(Disc 1 of 2)[!],SISTER PRINCESS PREMIUM EDITION,T27802M,V1.003,20020219,Japan/Asia,J,GD-ROM1/2,199810,SEGA LC-T-278,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1613472
Sister Princess - Premium Edition v1.003 (2002)(MediaWorks)(JP)(Disc 2 of 2)[!],SISTER PRINCESS PREMIUM EDITION,T27802M,V1.003,20020219,Japan/Asia,J,GD-ROM2/2,199810,SEGA LC-T-278,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1613472
Skies of Arcadia v1.000 (2001)(Sega)(PAL)(M4)(Disc 1 of 2)[!],SKIES OF ARCADIA DISC1,MK-51052,V1.000,20010306,Europe,E,GD-ROM1/2,0799A00,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Skies of Arcadia v1.000 (2001)(Sega)(PAL)(M4)(Disc 2 of 2)[!],SKIES OF ARCADIA DISC2,MK-51052,V1.000,20010306,Europe,E,GD-ROM2/2,0799A00,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Skies of Arcadia v1.002 (2000)(Sega)(US)(Disc 1 of 2)[!],SKIES OF ARCADIA DISC 1,MK-51052,V1.002,20001010,USA/Canada,U,GD-ROM1/2,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Skies of Arcadia v1.002 (2000)(Sega)(US)(Disc 2 of 2)[!],SKIES OF ARCADIA DISC 2,MK-51052,V1.002,20001010,USA/Canada,U,GD-ROM2/2,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Slave Zero v1.000 (1999)(Infogrames)(PAL)(M5)[!],SLAVE ZERO,T15104D 50,V1.000,19991203,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16080624
Slave Zero v1.001 (1999)(Infogrames)(US)(M5)[!],SLAVE ZERO,T15106N,V1.001,19991015,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1430016
Slave Zero v1.002 (1999)(Infogrames)(US)(M5)[!],SLAVE ZERO,T15106N,V1.002,19991108,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1430016
SnoCross - Championship Racing v1.000 (2000)(Crave - Ubi Soft)(PAL)(M3)[!],SNO-CROSS,T17722D 50,V1.000,20001017,Europe,E,GD-ROM1/1,799801,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,2620128
SnoCross - Championship Racing v1.000 (2000)(Crave)(US)[!],SNO-CROSS,T40207N,V1.000,20001017,USA/Canada,U,GD-ROM1/1,799801,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,2620128
Snow Surfers v1.001 (1999)(Sega)(PAL)[!],SNOW SURFERS,MK-5101050,V1.001,19990930,Europe,E,GD-ROM1/1,0799A00,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Snow v1.002 (2003)(NEC InterChannel)(JP)[!],SNOW,T20132M,V1.002,20030901,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Soldier of Fortune v1.000 (2001)(Crave - Ubi Soft)(PAL)(M3)[!],SOLDIER OF FORTUNE,T17726D 50,V1.000,20010628,Europe,E,GD-ROM1/1,A799810,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Soldier of Fortune v1.001 (2001)(Crave)(US)[!],SOLDIER OF FORTUNE,T40212N,V1.001,20010628,USA/Canada,U,GD-ROM1/1,A799810,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1342992
Sonic Adventure - Limited Edition v1.002 (1999)(Sega)(US)[!][1M1],SONIC ADVENTURE LIMITED EDITION,MK-51014,V1.002,19990604,USA/Canada,U,GD-ROM1/1,0781A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,27530160
"Sonic Adventure - Limited Edition v1.002 (1999)(Sega)(US)[!][3M1, 3MM1]",SONIC ADVENTURE LIMITED EDITION,MK-51014,V1.002,19990604,USA/Canada,U,GD-ROM1/1,0781A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,27530160
Sonic Adventure 2 v1.008 (2001)(Sega)(JP)(M5)[!],SONIC ADVENTURE 2,HDR-0165,V1.008,20010529,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,12757248
Sonic Adventure 2 v1.008 (2001)(Sega)(PAL)(M5)[!],SONIC ADVENTURE 2,MK-5111750,V1.008,20010529,Europe,E,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,12757248
Sonic Adventure 2 v1.008 (2001)(Sega)(US)(M5)[!][3S],SONIC ADVENTURE 2,MK-51117,V1.008,20010529,USA/Canada,U,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,12757248
Sonic Adventure International v1.003 (1999)(Sega)(JP)(M5)[!],SONIC ADVENTURE INTERNATIONAL,HDR-0043,V1.003,19990920,Japan/Asia,J,GD-ROM1/1,0601A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,34254528
Sonic Adventure v1.003 (1999)(Sega)(PAL)(M5)[!],SONIC ADVENTURE,MK-5100050,V1.003,19990909,Europe,E,GD-ROM1/1,0601A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,26721072
Sonic Adventure v1.004 (1999)(Sega)(US)(M5)[!][2S],SONIC ADVENTURE,MK-51000,V1.004,19990812,USA/Canada,U,GD-ROM1/1,0601A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,34254528
Sonic Adventure v1.004 (1999)(Sega)(US)(M5)[!][5S],SONIC ADVENTURE,MK-51000,V1.004,19990812,USA/Canada,U,GD-ROM1/1,0601A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,34254528
Sonic Adventure v1.005 (1999)(Sega)(US)(M5)[!][%51000-A],SONIC ADVENTURE,MK-51000,V1.005,19991005,USA/Canada,U,GD-ROM1/1,0601A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,34254528
Sonic Adventure v1.005 (1999)(Sega)(US)(M5)[!][24S],SONIC ADVENTURE,MK-51000,V1.005,19991005,USA/Canada,U,GD-ROM1/1,0601A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,34254528
Sonic Adventure v1.005 (1999)(Sega)(US)(M5)[!][26S],SONIC ADVENTURE,MK-51000,V1.005,19991005,USA/Canada,U,GD-ROM1/1,0601A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,34254528
"Sonic Adventure v1.007 (1998)(Sega)(JP)[!][1M1, 1MB3, 1MM1]",SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,J,GD-ROM1/1,0781A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,27530160
"Sonic Adventure v1.007 (1998)(Sega)(JP)[!][2M2, 2M3, 3MM1]",SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,J,GD-ROM1/1,0781A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,27530160
"Sonic Adventure v1.007 (1998)(Sega)(JP)[!][3MB1, 3MB2]",SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,J,GD-ROM1/1,0781A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,27530160
"Sonic Adventure v1.007 (1998)(Sega)(JP)[!][HIC11A, HIC11E, HIC16C]",SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,J,GD-ROM1/1,0781A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,27530160
Sonic Shuffle v1.000 (2000)(Sega)(US)[!],SONIC SHUFFLE,MK-51060,V1.000,20001019,USA/Canada,U,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,22099392
Sonic Shuffle v1.000 (2001)(Sega)(PAL)(M4)[!],SONIC SHUFFLE,MK-5106050,V1.000,20010131,Europe,E,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,22099392
Sonic Shuffle v1.001 (2000)(Sega)(JP)[!],SONIC SHUFFLE,HDR-0125,V1.001,20001115,Japan/Asia,J,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,22099392
Sora o Mau Tsubasa - Blue-Sky-Blue[s] v1.002 (2003)(Ecole)(JP)[!],SORAWOMAUTSUBASA,T23205M,V1.002,20030524,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-232,SEGA SEGAKATANA,SEGA ENTERPRISES,00SOR.BIN,2241456
Sorcerian - Shichisei Mahou no Shito v1.007 (2000)(Victor)(JP)[!],SORCERIAN-DC,T9103M,V1.007,20000330,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-91,SEGA SEGAKATANA,SEGA ENTERPRISES,1.BIN,1996848
Soukou no Kihei - Space Griffon v1.001 (1999)(Panther)(JP)[!],SPACE GRIFFON VF-9,T39601M,V1.001,19990919,Japan/Asia,J,GD-ROM1/1,0799A11,SEGA LC-T-396,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1058400
Soul Calibur v1.000 (1999)(Namco)(US)[!][1S],SOULCALIBUR,T1401N,V1.000,19990730,USA/Canada,U,GD-ROM1/1,07BBA10,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Soul Calibur v1.000 (1999)(Namco)(US)[!][4S],SOULCALIBUR,T1401N,V1.000,19990730,USA/Canada,U,GD-ROM1/1,07BBA10,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Soul Calibur v1.001 (1999)(Namco)(PAL)(M4)[!],SOULCALIBUR,T1401D  50,V1.001,19991027,Europe,E,GD-ROM1/1,07BBA10,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Soul Calibur v2.000 (1999)(Namco)(JP)(en)[!],SOULCALIBUR,T1401M,V2.000,19990714,Japan/Asia,J,GD-ROM1/1,07BBA10,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Soul Fighter v1.000 (1999)(Mindscape)(PAL)[!],SOUL FIGHTER,T41401D 50,V1.000,19991102,Europe,E,GD-ROM1/1,799800,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1338288
Soul Fighter v1.000 (1999)(Red Orb)(US)[!],SOUL FIGHTER,T41401N,V1.000,19991102,USA/Canada,U,GD-ROM1/1,799800,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1338288
South Park - Chef's Luv Shack v1.000 (1999)(Acclaim)(PAL)[!],SOUTH PARK CHEFS LUV SHACK,T-8105D-50,V1.000,19991025,Europe,E,GD-ROM1/1,4001001,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,5228496
South Park - Chef's Luv Shack v1.000 (1999)(Acclaim)(US)[!][1S],SOUTH PARK CHEFS,T-8105N,V1.000,19991018,USA/Canada,U,GD-ROM1/1,1001,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,5228496
South Park - Chef's Luv Shack v1.000 (1999)(Acclaim)(US)[!][7S],SOUTH PARK CHEFS,T-8105N,V1.000,19991018,USA/Canada,U,GD-ROM1/1,1001,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,5228496
South Park - Chef's Luv Shack v1.000 (1999)(Acclaim)(US)[!][8S],SOUTH PARK CHEFS,T-8105N,V1.000,19991018,USA/Canada,U,GD-ROM1/1,1001,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,5228496
South Park Rally v1.001 (2000)(Acclaim)(PAL)(M4)[!],SOUTH PARK RALLY,T-8112D-50,V1.001,20000619,Europe,E,GD-ROM1/1,0799A10,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2460192
South Park Rally v1.001 (2000)(Acclaim)(US)[!],SOUTH PARK RALLY,T-8116N,V1.001,20000614,USA/Canada,U,GD-ROM1/1,0199A00,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2460192
Space Channel 5 Part 2 v2.000 (2001)(Sega)(JP)[!],SPACE CHANNEL 5 PART 2,HDR-0190,V2.000,20011209,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1980384
Space Channel 5 v1.000 (2000)(Sega)(US)[!],SPACECHANNEL5,MK-51051,V1.000,20000501,USA/Canada,U,GD-ROM1/1,0199A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1420608
Space Channel 5 v1.001 (1999)(Sega)(JP)[!],SPACECHANNEL5,HDR-0029,V1.001,19991128,Japan/Asia,J,GD-ROM1/1,0199A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1992144
Space Channel 5 v1.001 (2000)(Sega)(PAL)(M4)[!],SPACECHANNEL5,MK-5105150,V1.001,20000822,Europe,E,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16071216
Spawn - In the Demon's Hand v1.000 (2000)(Capcom)(US)[!],SPAWN IN THE DEMONS HAND,T1216N,V1.000,20000830,USA/Canada,U,GD-ROM1/1,0019A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Spawn - In the Demon's Hand v1.000 (2000)(Eidos)(PAL)[!],SPAWN IN THE DEMONS HAND,T36816D 50,V1.000,20001209,Europe,E,GD-ROM1/1,0019A00,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Spawn - In the Demon's Hand v1.003 (2000)(Capcom)(JP)[!],SPAWN IN THE DEMONS HAND,T1216M,V1.003,20000712,Japan/Asia,J,GD-ROM1/1,2019A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Spec Ops II - Omega Squad v1.002 (2001)(Swing!)(PAL)(M5)[!],SPEC OPS2: OMEGA SQUAD,T45004D 50,V1.002,20011023,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-450,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Spec Ops II - Omega Squad v1.008 (2000)(Ripcord)(US)[!],SPECOPS OMEGA SQUAD,T41704N,V1.008,20000922,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-417,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1375920
Speed Devils - Online Racing v1.002 (2000)(Ubi Soft)(US)[!],SPEED DEVILS ONLINE,T17718N,V1.002,20001119,USA/Canada,U,GD-ROM1/1,2799A10,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1420608
Speed Devils - Online Racing v1.003 (2000)(Ubi Soft)(PAL)[!],SPEED DEVILS ONLINE,T17713D 50,V1.003,20001128,Europe,E,GD-ROM1/1,2799A10,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16071216
Speed Devils v1.004 (1999)(Ubi Soft)(PAL)(M5)[!],SPEED DEVILS,T17702D 50,V1.004,19991004,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Speed Devils v1.004 (1999)(Ubi Soft)(US)[!],SPEED DEVILS,T17702N,V1.004,19991004,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Speed Devils v1.005 (1999)(Ubi Soft)(JP)[!],SPEED DEVILS,T17702M,V1.005,19991019,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Spider-Man v1.000 (2001)(Activision)(PAL)[!],SPIDER-MAN,T13008N,V1.000,20010402,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16073568
Spider-Man v1.000 (2001)(Activision)(US)[!],SPIDER-MAN,T13008N,V1.000,20010316,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1340640
Spirit of Speed 1937 v1.000 (2000)(Acclaim - Taito)(JP)(en)[!],SPIRIT OF SPEED 1937,T-8102M,V1.000,20001205,Japan/Asia,J,GD-ROM1/1,03FBA11,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Spirit of Speed 1937 v1.001 (2000)(LJN)(US)[!],SPIRIT OF SPEED 1937,T-8118N,V1.001,20000601,USA/Canada,U,GD-ROM1/1,03FBA11,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1425312
Spirit of Speed 1937 v1.002 (2000)(Acclaim)(PAL)(M4)[!],SPIRIT OF SPEED 1937,T-8117D-50,V1.002,20000609,Europe,E,GD-ROM1/1,07BBB11,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Sports Jam v1.001 (2001)(Agetec)(US)[!],SPORTS JAM,T44304N,V1.001,20010528,USA/Canada,U,GD-ROM1/1,079BA10,SEGA LC-T-443,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Sports Jam v1.005 (2001)(Sega)(JP)[!],SPORTS JAM,HDR-0153,V1.005,20010324,Japan/Asia,J,GD-ROM1/1,079BA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Star Gladiator 2 - Nightmare of Bilstein v1.002 (1999)(Capcom)(JP)[!],STAR GLADIATOR 2,T1204M,V1.002,19991028,Japan/Asia,J,GD-ROM1/1,01BBA00,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
Star Wars - Demolition v1.000 (2000)(Activision)(PAL)[!],STAR WARS:DEMOLITION,T13010D 05,V1.000,20001024,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Star Wars - Demolition v1.001 (2000)(Lucas Arts)(US)[!],STAR WARS DEMOLITION,T23003N,V1.001,20001101,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
Star Wars - Episode I - Jedi Power Battles v1.003 (2000)(Activision)(PAL)[!],STAR WARS EPISODE ONE JEDI POWER BATTLES,T23002D,V1.003,20000907,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_EURO.BIN,16071216
