TOSEC Name,Game Title,Product Number (GameID),Version,Build Date,Playable Regions,Area Symbols,Device Info,Peripherals,Company,Hardware ID,Maker ID,Boot Filename,File Size (bytes)
102 Dalmatians - Puppies to the Rescue v1.000 (2000)(Eidos)(PAL)(GB)[!],102 DALMATIANS,T36813D 05,V1.000,20001120,Europe,E,GD-ROM1/1,0199A10,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16073568
102 Dalmatians - Puppies to the Rescue v1.000 (2001)(Eidos)(PAL)(M4)[!],102 DALMATIANS,T36813D 50,V1.000,20010110,Europe,E,GD-ROM1/1,0199A10,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16073568
102 Dalmatians - Puppies to the Rescue v1.001 (2000)(Eidos)(US)[!],102 DALMATIANS,T36803N,V1.001,20001026,USA/Canada,U,GD-ROM1/1,0199A10,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1422960
18 Wheeler - American Pro Trucker v1.006 (2000)(Sega)(JP)[!],18WHEELER AMERICAN-PRO-TRUCKER,HDR-0080,V1.006,20000909,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
18 Wheeler - American Pro Trucker v1.500 (2001)(Sega)(US)[!],18WHEELER,MK-51064,V1.500,20010423,USA/Canada,U,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
18 Wheeler - American Pro Trucker v1.700 (2001)(Sega)(PAL)(M4)[!],18WHEELER,MK-5106450,V1.700,20010430,Europe,E,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
21 - Two One v1.003 (2001)(Princess Soft)(JP)[!],21-TWOONE-,T46503M,V1.003,20011118,Japan/Asia,J,GD-ROM1/1,799800,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
4 Wheel Thunder v1.002 (2000)(Midway)(PAL)(en-fr)[!],4WHEELTHUNDER,T-9706D-50,V1.002,20000408,Europe,E,GD-ROM1/1,0799A10,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,4WT.BIN,2817696
4 Wheel Thunder v1.002 (2000)(Midway)(US)[!],4WHEELTHUNDER,T-9708N,V1.002,20000405,USA/Canada,U,GD-ROM1/1,0799A10,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,4WT.BIN,2817696
4X4 EVO v1.001 (2000)(GOD)(US)[!],4X4 EVOLUTION,T41903N,V1.001,20001012,USA/Canada,U,GD-ROM1/1,2799811,SEGA LC-T-419,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1425312
90 Minutes - Sega Championship Football v1.009 (2001)(Sega)(PAL)(M5)[!],90MINUTES -SEGA CHAMPIONSHIP FOOTBALL-,MK-5119050,V1.009,20010921,Europe,E,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Advanced Daisenryaku - Sturm uber Europa - Der Deutsche Blitzkrieg v1.013 (2000)(Sega)(JP)[!],ADVANCED DAISENRYAKU,HDR-0066,V1.013,20000529,Japan/Asia,J,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3843168
Advanced Daisenryaku 2001 v1.008 (2001)(Sega)(JP)[!],ADVANCED DAISENRYAKU 2001,HDR-0158,V1.008,20010403,Japan/Asia,J,GD-ROM1/1,A799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3843168
Aero Dancing - Featuring Blue Impulse v1.003 (1999)(CRI)(JP)[!],AERO DANCING FEATURING BLUE IMPULSE,T6802M,V1.003,19990201,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Aero Dancing - Todoroki Taichou no Himitsu Disc v1.001 (1999)(CRI)(JP)[!],AERO DANCING TODOROKI TAICHOU NO HIMITSU DISK,T6803M,V1.001,19991130,Japan/Asia,J,GD-ROM1/1,0799B10,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1909824
Aero Dancing F - Todoroki Tsubasa no Hatsu Hikou v2.000 (2000)(CRI)(JP)[!],AERODANCING F/TODOROKI TSUBASA NO HATSU-HIKO,T6805M,V2.000,20001017,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Aero Dancing F v1.006 (2000)(CRI)(JP)[!],AERODANCING F,T6804M,V1.006,20000121,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2154432
Aero Dancing F v2.000 (2000)(CRI)(JP)[!],AERODANCING F,T6804M,V2.000,20000215,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2154432
Aero Dancing i - Jikai Saku Made Matemasen v1.000 (2001)(CRI)(JP)[!],AERO DANCING I/JIKAI-SAKU MADE MATEMASEN,T6809M,V1.000,20010622,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,719712
Aero Dancing i v1.002 (2001)(CRI)(JP)[!],AERO DANCING I,T6807M,V1.002,20010108,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,4064256
AeroWings 2 - Airstrike v1.001 (2000)(Crave - Ubi Soft)(PAL)(de-en)[!],AEROWINGS 2 AIR STRIKE,T40209D 50,V1.001,20000718,Europe,E,GD-ROM1/1,0799A00,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,4325328
AeroWings 2 - Airstrike v1.001 (2000)(Crave)(US)[!],AEROWINGS 2 AIR STRIKE,T40210N,V1.001,20000616,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1279488
AeroWings v1.001 (1999)(Crave)(PAL)(M3)[!],AEROWINGS,T40202D 50,V1.001,19990819,Europe,E,GD-ROM1/1,0799A00,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2154432
AeroWings v1.002 (1999)(Crave)(US)[!],AEROWINGS,T40201N,V1.002,19990811,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2154432
After... - Wasure Enu Kizuna v1.002 (2004)(Pionesoft)(JP)[!],AFTER,T18706M,V1.002,20040113,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-187,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Aikagi - Hidamari to Kanojo no Heyagi v1.001 (2003)(NEC InterChannel)(JP)[!],AIKAGI,T20130M,V1.001,20030707,Japan/Asia,J,GD-ROM1/1,0799A00,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Air v2.000 (2001)(NEC InterChannel)(JP)[!][11M4],AIR,T20112M,V2.000,20010827,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Air v2.000 (2001)(NEC InterChannel)(JP)[!][12M1, 12MM1]",AIR,T20112M,V2.000,20010827,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Airforce Delta v1.000 (1999)(Konami)(US)[!][1S],AIRFORCE DELTA,T9501N,V1.000,19990721,USA/Canada,U,GD-ROM1/1,799800,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,0,705600
Airforce Delta v1.000 (1999)(Konami)(US)[!][2S],AIRFORCE DELTA,T9501N,V1.000,19990721,USA/Canada,U,GD-ROM1/1,799800,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,0,705600
Airforce Delta v1.002 (1999)(Konami)(JP)[!],AIRFORCE DELTA,T9502M,V1.002,19990614,Japan/Asia,J,GD-ROM1/1,799800,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,0,705600
Akihabara Dennou Gumi Pata Pies! v1.000 (1999)(Sega)(JP)[!],AKIHABARA DENNOUGUMI PATAPIES,HDR-0019,V1.000,19990415,Japan/Asia,J,GD-ROM1/1,19810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
Alien Front Online v1.000 (2001)(Sega)(US)[!],ALIENFRONT ONLINE,MK-51171,V1.000,20010625,USA/Canada,U,GD-ROM1/1,2.80E+13,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(DE)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,E,GD-ROM1/2,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(DE)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,E,GD-ROM2/2,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,E,GD-ROM1/2,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,E,GD-ROM2/2,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(FR)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,E,GD-ROM1/2,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(FR)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,E,GD-ROM2/2,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(US)(Disc 1 of 2)[!],ALONE IN THE DARK - THE NEW NIGHTMARE,T15117N,V1.000,20010716,USA/Canada,U,GD-ROM1/2,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(US)(Disc 2 of 2)[!],ALONE IN THE DARK - THE NEW NIGHTMARE,T15117N,V1.000,20010716,USA/Canada,U,GD-ROM2/2,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
Angel Present v1.001 (2000)(NEC InterChannel)(JP)[!],ANGELPRESENT,T20107M,V1.001,20001222,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Angel Wish - Kimi no Egao ni Chu! v1.003 (2005)(Pionesoft)(JP)[!],ANGEL WISH,T18712M,V1.003,20050121,Japan/Asia,J,GD-ROM1/1,499810,SEGA LC-T-187,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Animastar v1.009 (2000)(AKI)(JP)[!],ANIMASTAR,T34101M,V1.009,20000519,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-341,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Ao no 6-gou - Saigetsu Hito o Matazu - Time and Tide v1.008 (2000)(Sega)(JP)[!][AKA Blue Submarine No. 6 - Time and Tide],BLUE6 -TIME AND TIDE-,HDR-0075,V1.008,20001109,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Aqua GT v1.000 (2000)(Take 2)(PAL)(M3)[!],AQUA GT,T40509D 50,V1.000,20001114,Europe,E,GD-ROM1/1,799800,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1422960
Armada v1.000 (1999)(Metro3D)(US)[!],ARMADA,T40301N 00,V1.000,19991104,USA/Canada,U,GD-ROM1/1,799811,SEGA LC-T-403,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1425312
Army Men - Sarge's Heroes v1.001 (2000)(Midway)(PAL)(M5)[!],ARMY MEN SARGES HEROES,T9708D  50,V1.001,20001006,Europe,E,GD-ROM1/1,0799A00,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Army Men - Sarge's Heroes v1.001 (2000)(Midway)(US)[!],ARMY MEN SARGES HEROES,T-9715N,V1.001,20000908,USA/Canada,U,GD-ROM1/1,0799A00,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
Atari Anniversary Edition v1.001 (2001)(Infogrames)(US)[!][compilation],ATARI ANNIVERSARY EDITION,T15130N,V1.001,20010608,USA/Canada,U,GD-ROM1/1,699011,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1425312
Atsumare! Guru Guru Onsen BB v1.002 (2000)(Sega)(JP)[!],ATSUMARE GURU GURU ONSEN BB,HDR-0121,V1.002,20001005,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Atsumare! Guru Guru Onsen BB v1.100 (2000)(Sega)(JP)[!],ATSUMARE GURU GURU ONSEN BB,HDR-0121,V1.100,20001224,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Atsumare! Guru Guru Onsen v1.008 (1999)(Sega)(JP)[!],ATSUMARE GURU GURU ONSEN,HDR-0015,V1.008,19990831,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Atsumare! Guru Guru Onsen v1.101 (2000)(Sega)(JP)[!][Web Money Card Doukon-ban],ATSUMARE GURU GURU ONSEN,HDR-0015,V1.101,20000404,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
"Aventures de Buzz L'Eclair, Les v1.001 (2001)(Activision)(PAL)(FR)[!]",BUZZ 2000,T13005D 09,V1.001,20010108,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16078272
Bakumatsu Roman Dai ni Maku - Gekka no Kenshi - Final Edition v1.003 (2000)(SNK)(JP)(en)[!],GEKKA NO KENSHI2 FINAL EDITION,T3107M,V1.003,20001024,Japan/Asia,J,GD-ROM1/1,07BBA00,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Bakuretsu Muteki Bangaioh v1.003 (1999)(ESP)(JP)[!],BAKURETSUMUTEKI BANGAIOH,T38702M,V1.003,19991026,Japan/Asia,J,GD-ROM1/1,2799800,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Baldr Force EXE v1.002 (2004)(Alchemist)(JP)[!],BALDR FORCE EXE,T47110M,V1.002,20040928,Japan/Asia,J,GD-ROM1/1,A799A10,SEGA LC-T-471,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
BANG! - Gunship Elite v1.003 (2000)(Red Storm)(US)(M3)[!],BANG! GUNSHIP ELITE,T44102N,V1.003,20001204,USA/Canada,U,GD-ROM1/1,799811,SEGA LC-T-441,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Bangai-O v1.001 (2000)(Crave)(US)[!],BANGAI-O,T40217N,V1.001,20001214,USA/Canada,U,GD-ROM1/1,799800,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Bangai-O v1.001 (2000)(Virgin)(PAL)(M3)[!],BANGAI-O,T7011D  50,V1.001,20000901,Europe,E,GD-ROM1/1,799800,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Bass Rush Dream - Ecogear PowerWorm Championship v2.000 (2000)(Visco)(JP)[!],BASS RUSH DREAM,T5801M,V2.000,20001121,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-58,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1992144
Battle Beaster v1.003 (2001)(Studio Wonder Effect)(JP)[!],BATTLE BEASTER,T43801M,V1.003,20010218,Japan/Asia,J,GD-ROM1/1,0199C10,SEGA LC-T-438,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
Berserk - Millennium Falcon-hen - Wasurebana no Shou v1.001 (1999)(ASCII)(JP)[!],BERSERK,T2101M,V1.001,19991104,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-21,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1825152
Bikkuriman 2000 - Viva!Festiva! v1.002 (2000)(Sega Toys)(JP)[!],BIKKURIMAN 2000 VIVA FESTIVA,T41801M,V1.002,20000406,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-418,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Biohazard - Code Veronica - Kanzenban v1.003 (2001)(Capcom)(JP)(Disc 1 of 2)[!],BIOHAZARD CODE VERONICA PLUS,T1240M,V1.003,20010109,Japan/Asia,J,GD-ROM1/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Biohazard - Code Veronica - Kanzenban v1.003 (2001)(Capcom)(JP)(Disc 2 of 2)[!],BIOHAZARD CODE VERONICA PLUS,T1240M,V1.003,20010109,Japan/Asia,J,GD-ROM2/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 1 of 2)[!][2, 3]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,V1.002,19991227,Japan/Asia,J,GD-ROM1/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 1 of 2)[!][2M1, 2M3, 2MB1, 2MB6]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,V1.002,19991227,Japan/Asia,J,GD-ROM1/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 1 of 2)[!][HK112D, HK112E]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,V1.002,19991227,Japan/Asia,J,GD-ROM1/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[!][1, 2]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,V1.002,19991227,Japan/Asia,J,GD-ROM2/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[!][1M3, 1M4, 1MM1]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,V1.002,19991227,Japan/Asia,J,GD-ROM2/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[!][HK112A, HK112F]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,V1.002,19991227,Japan/Asia,J,GD-ROM2/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Biohazard - Code Veronica v1.002 (1999)(Capcom)(JP)(Disc 1 of 2)[!][HK112I, HK112J]",BIOHAZARD CODE VERONICA,T1207M,V1.002,19991227,Japan/Asia,J,GD-ROM1/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Biohazard - Code Veronica v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[!][HK112H, HK113A, HK127A]",BIOHAZARD CODE VERONICA,T1207M,V1.002,19991227,Japan/Asia,J,GD-ROM2/2,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Biohazard 2 Value Plus v1.005 (1999)(Capcom)(JP)(en)(Disc 1 of 2)[!][Leon],BIOHAZARD 2 VALUE PLUS,T1214M,V1.005,19991114,Japan/Asia,J,GD-ROM1/3,0799A11,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1928640
Biohazard 2 Value Plus v1.005 (1999)(Capcom)(JP)(en)(Disc 2 of 2)[!][Claire],BIOHAZARD 2 VALUE PLUS,T1214M,V1.005,19991114,Japan/Asia,J,GD-ROM2/3,0799A11,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1928640
Biohazard 3 - Last Escape v1.002 (2000)(Capcom)(JP)[!],BIOHAZARD3,T1222M,V1.002,20000913,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
Black Matrix A-D v1.002 (1999)(NEC InterChannel)(JP)(Disc 1 of 2)[!],BLACK MATRIX AD,T20101M,V1.002,19990905,Japan/Asia,J,GD-ROM1/2,199800,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Black Matrix A-D v1.002 (1999)(NEC InterChannel)(JP)(Disc 2 of 2)[!],BLACK MATRIX AD,T20101M,V1.002,19990905,Japan/Asia,J,GD-ROM2/2,199800,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Blue Stinger v1.000 (1999)(Activision)(PAL)(DE)[!],BLUE STINGER,T13001D 18,V1.000,19990803,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,20422416
Blue Stinger v1.000 (1999)(Activision)(PAL)(FR)[!],BLUE STINGER,T13001D 09,V1.000,19990811,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,20422416
Blue Stinger v1.000 (1999)(Activision)(PAL)[!],BLUE STINGER,T13001D-05,V1.000,19990722,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,20422416
Blue Stinger v1.000 (1999)(Activision)(US)[!][%BLUESTINGER],BLUE STINGER,T13001N,V1.000,19990705,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,20422416
Blue Stinger v1.000 (1999)(Activision)(US)[!][7S],BLUE STINGER,T13001N,V1.000,19990705,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,20422416
Blue Stinger v1.006 (1999)(Sega)(JP)[!],BLUE STINGER,HDR-0003,V1.006,19990304,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,21525504
Bokomu no Tatsujin v1.004 (2001)(Fujicom)(JP)[!],BOKOMU NO TATSUJIN,T42904M,V1.004,20011127,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-429,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Boku Doraemon v1.003 (2000)(Sega Toys)(JP)[!],BOKU DORAEMON,T41802M,V1.003,20001204,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-418,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Boku no Tennis Jinsei v1.005 (20001)(Bimboosoft)(JP)[!],BOKU NO TENNIS JINSEI,T41202M,V1.005,20010807,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-412,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Boku to Bokura no Natsu v1.001 (2002)(KID)(JP)[!],BOKU TO BOKURA NO NATU,T19717M,V1.001,20020724,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1441776
Bomber Hehhe! v1.004 (2001)(Fujicom)(JP)[!],BOMBER HEHHE,T42903M,V1.004,20010926,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-429,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2241456
Bomberman Online v1.004 (2001)(Sega)(US)[!],BOMBERMAN ONLINE,MK-51065,V1.004,20011004,USA/Canada,U,GD-ROM1/1,2799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
Border Down v1.000 (2003)(G.rev)(JP)(en)[!],BORDER DOWN,T46703M,V1.000,20030813,Japan/Asia,J,GD-ROM1/1,0199A10,SEGA LC-T-467,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,8843520
Bounty Hunter Sara - Holy Mountain no Teiou v1.001 (2001)(Capcom)(JP)[!],BOUNTY HUNTER SARA SCENARIO1,T1243M,V1.001,20010328,Japan/Asia,J,GD-ROM1/1,0199A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,0.BIN,1232448
