Redump Name,Game Title,Product ID,Version,Hardware,Marker ID,Build Date,Disc Type,Peripherals,Region
BrainDead 13 (Japan),BRAINDEAD_13,T-7305G,V1.000,SEGA SEGASATURN,SEGA TP T-73,19960823,CD-1/1,JT,J
BrainDead 13 (USA),BRAINDEAD_13,T-12103H,V1.000,SEGA SEGASATURN,SEGA TP T-121,19960819,CD-1/1,JT,U
"Break Point (Europe) (En,Fr)",BREAK POINT,T-16408H,V1.001,SEGA SEGASATURN,SEGA TP T-164,19961028,CD-1/1,JT,E
Break Point (Japan),BREAK POINT,T-9107G,V1.001,SEGA SEGASATURN,SEGA TP T-91,19970424,CD-1/1,JT,J
Break Point Tennis (USA),BREAK POINT TENNIS,T-8145H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19961017,CD-1/1,JT,U
BreakThru! (Japan),BREAK THROU,T-21501G,V1.000,SEGA SEGASATURN,SEGA TP P-215,19950801,CD-1/1,JM,J
Bubble Bobble also featuring Rainbow Islands (Europe),BUBBLE BOBBLE,T-8131H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960812,CD-1/1,J,E
Bubble Bobble also featuring Rainbow Islands (USA),BUBBLE BOBBLE,T-8131H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960812,CD-1/1,J,U
Bubble Symphony (Japan),BUBBLE SYMPHONY,T-19905G,V1.001,SEGA SEGASATURN,SEGA TP T-199,19971007,CD-1/1,J,J
Bug Too! (Europe),BUG TOO!,MK-81040,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970217,CD-1/1,J,E
Bug Too! (USA),BUG TOO!,MK-81040,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961119,CD-1/1,J,U
"Bug Too! Motto Motto Jump Shite, Funzukechatte, Petchanko (Japan)",BUG TOO!,GS-9128,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961220,CD-1/1,J,JT
Bug! (Europe),BUG,MK-81004,V1.019,SEGA SEGASATURN,SEGA ENTERPRISES,19950627,CD-1/1,J,E
Bug! (USA),BUG,GM-81004,V1.017,SEGA SEGASATURN,SEGA ENTERPRISES,19950622,CD-1/1,J,U
Bug! (USA) (R),BUG,MK-81004,V1.017,SEGA SEGASATURN,SEGA ENTERPRISES,19950622,CD-1/1,J,U
"Bug! Jump Shite, Funzukechatte, Petchanko (Japan)",BUG,GS-9063,V1.017,SEGA SEGASATURN,SEGA ENTERPRISES,19951006,CD-1/1,J,JT
Bulk Slash (Japan),BULK SLASH,T-14310G,V1.001,SEGA SEGASATURN,SEGA TP T-143,19970424,CD-1/1,J,J
Burning Rangers (Europe),BURNING RANGERS,MK-81803,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980506,CD-1/1,JE,E
Burning Rangers (Japan),BURNING RANGERS,GS-9174,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19980127,CD-1/1,JE,JT
Burning Rangers (USA),BURNING RANGERS,MK-81803,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980506,CD-1/1,JE,U
Bust-A-Move 2 - Arcade Edition (Europe),BUST A MOVE 2,T-8132H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960726,CD-1/1,J,E
Bust-A-Move 2 - Arcade Edition (USA),BUST-A-MOVE2,T-8132H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960719,CD-1/1,J,U
Bust-A-Move 3 (Europe),BUST_A_MOVE_3,T-8155H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19970924,CD-1/1,J,E
Bust-A-Move 3 (USA),BUST-A-MOVE 3,T-31103H,V1.001,SEGA SEGASATURN,SEGA TP T-11,19970930,CD-1/1,J,U
Can Can Bunny Extra (Japan),CANCANBUNNYEXTRA,T-19706G,V1.000,SEGA SEGASATURN,SEGA TP T-197,19970801,CD-1/1,JME,J
Can Can Bunny Premiere (Japan) (1M),CAN CAN BUNNY PREMIERE,T-19701G,V1.002,SEGA SEGASATURN,SEGA TP T-197,19960225,CD-1/1,JM,J
Can Can Bunny Premiere 2 (Japan) (Disc 1),CAN CAN BUNNY PREMIERE 2,T-19703G,V1.002,SEGA SEGASATURN,SEGA TP T-197,19961107,CD-1/2,JME,J
Can Can Bunny Premiere 2 (Japan) (Disc 1) (Rev A),CAN CAN BUNNY PREMIERE 2,T-19703G,V1.004,SEGA SEGASATURN,SEGA TP T-197,19961115,CD-1/2,JME,J
Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar),CAN CAN BUNNY PREMIERE 2,T-19703G,V1.002,SEGA SEGASATURN,SEGA TP T-197,19961107,CD-2/2,JME,J
Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar) (Hibaihin),CAN CAN BUNNY PREMIERE 2,T-19702G,V1.000,SEGA SEGASATURN,SEGA TP T-197,19961013,CD-2/2,JM,J
Capcom Generation - Dai-1-shuu Gekitsuiou no Jidai (Japan),CAPCOM GENERATION VOL.1,T-1232G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19980627,CD-1/1,J,J
Capcom Generation - Dai-2-shuu Makai to Kishi (Japan),CAPCOM GENERATION VOL.2,T-1233G,V1.003,SEGA SEGASATURN,SEGA TP T-12,19980824,CD-1/1,J,J
Capcom Generation - Dai-3-shuu Koko ni Rekishi Hajimaru (Japan),CAPCOM GENERATION VOL.3,T-1234G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19980901,CD-1/1,J,J
Capcom Generation - Dai-4-shuu Kokou no Eiyuu (Japan),CAPCOM GENERATION VOL.4,T-1235G,V1.000,SEGA SEGASATURN,SEGA TP T-12,19980916,CD-1/1,JT,J
Capcom Generation - Dai-5-shuu Kakutouka-tachi (Japan),CAPCOM GENERATION VOL.5,T-1236G,V1.000,SEGA SEGASATURN,SEGA TP T-12,19981007,CD-1/1,J,J
"Casper (Europe) (En,Fr,De)",CASPER,12512H-50,V1.003,SEGA SEGASATURN,SEGA TP T-125,19960610,CD-1/1,JA,E
Casper (Japan),CASPER,T-12503G,V1.001,SEGA SEGASATURN,SEGA TP T-125,19970313,CD-1/1,J,J
Casper (USA),CASPER,12512H,V1.003,SEGA SEGASATURN,SEGA TP T-125,19960610,CD-1/1,JA,U
Cat the Ripper - 13Ninme no Tanteishi (Japan),CAT THE RIPPER,T-35701G,V1.000,SEGA SEGASATURN,SEGA TP T-357,19970520,CD-1/1,JM,J
CD-G Test Disc (Japan) (v1.0),(unknown),(unknown),(unknown),(unknown),(unknown),(unknown),(unknown),(unknown),(unknown)
CD-G Test Disc (Japan) (v2.0),(unknown),(unknown),(unknown),(unknown),(unknown),(unknown),(unknown),(unknown),(unknown)
Center Ring Boxing (USA),THE KING OF BOXING/CENTER RING BOXING,T-6005H,V1.02U,SEGA SEGASATURN,SEGA TP T-60,19950929,CD-1/1,J,U
"Chaos Control (Europe) (En,Fr,De)",CHAOS CONTROL,T-15102H,V1.100,SEGA SEGASATURN,SEGA TP T-151,19960507,CD-1/1,JMG,E
Chaos Control (Japan),CHAOS CONTROL,T-7002G,V1.000,SEGA SEGASATURN,SEGA TP T-70,19951101,CD-1/1,JM,JT
Chaos Control Remix (Japan),CHAOS CONTROL,T-7006G,V1.000,SEGA SEGASATURN,SEGA TP T-700,19960726,CD-1/1,JMG,J
Chibi Maruko-chan no Taisen Puzzle-dama (Japan),MARUKO PUZZLEDAM,T-9507G,V1.200,SEGA SEGASATURN,SEGA TP T-95,19951114,CD-1/1,J,JT
Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 1),WATARASE BASHI/ LALA SUNSHINE,GS-9172,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970801,CD-1/2,JP,J
Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 2),WATARASE BASHI/ LALA SUNSHINE,GS-9172,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970801,CD-2/2,JP,J
Choro Q Park (Japan),CHOROQ PARK     FOR JAPAN,T-10314G,V1.004,SEGA SEGASATURN,SEGA TP T-103,19980212,CD-1/1,JSE,J
Chou Aniki - Kyuukyoku... Otoko no Gyakushuu (Japan),CHO ANIKI,T-2503G,V1.00C,SEGA SEGASATURN,SEGA TP T-25,19960305,CD-1/1,J,J
Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 1),MACROSS,T-23403G,V1.000,SEGA SEGASATURN,SEGA TP T-234,19970428,CD-1/2,J,J
Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 2),MACROSS,T-23403G,V1.000,SEGA SEGASATURN,SEGA TP T-234,19970428,CD-2/2,J,J
Christmas Nights into Dreams... (Europe),Christmas NiGHTS,610-6483,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961029,CD-1/1,EJ,E
Christmas Nights into Dreams... (Japan) (Rev A),CHRISTMAS NiGHTS,610-6431,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19961029,CD-1/1,EJ,JT
Christmas Nights into Dreams... (USA),Christmas NiGHTS,MK-81067,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961024,CD-1/1,EJ,UJT
Cleaning Kit for Sega Saturn (USA),SEGASATURN CD CLEANING KIT,T-25901H,V1.000,SEGA SEGASATURN,SEGA TP T-22,19951025,CD-1/1,J,JU
Cleopatra Fortune (Japan),CLEOPATRA_F,T-1108G,V1.002,SEGA SEGASATURN,SEGA TP T-11,19961220,CD-1/1,J,JT
ClockWerx (Japan),Clock Werx,T-22302G,V3.000,SEGA SEGASATURN,SEGA TP T-223,19960711,CD-1/1,J,J
Clockwork Knight - Pepperouchau no Daibouken Gekan (Japan) (2M),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 2                                                         06:51,GS-9029,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950705,CD-1/1,J,JT
Clockwork Knight - Pepperouchau no Daibouken Joukan (Japan),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1,GS-9004,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941115,CD-1/1,J,JT
Clockwork Knight - Pepperouchau no Fukubukuro (Japan),CLOCKWORK KNIGHT Pepperouchau's FUKUBUKURO,GS-9074,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951020,CD-1/1,J,JT
Clockwork Knight - Pepperouchau's Adventure (Europe),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1 / PAL version                                           15:06,MK-81007,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950405,CD-1/1,J,E
Clockwork Knight - Pepperouchau's Adventure (USA) (3S),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1 / USA version                                           11:31,MK-81007,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19950328,CD-1/1,J,UT
Clockwork Knight - Pepperouchau's Adventure (USA) (7S),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1 / USA version                                           11:31,MK-81007,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19950328,CD-1/1,J,UT
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (2S),CLOCKWORK KNIGHT Pepperouchau's Adventure 2                                                                10:00,MK-81021,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950908,CD-1/1,J,E
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (3S),CLOCKWORK KNIGHT Pepperouchau's Adventure 2                                                                10:00,MK-81021,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950908,CD-1/1,J,E
"Clockwork Knight 2 - Pepperouchau's Adventure (USA, Brazil)",CLOCKWORK KNIGHT Pepperouchau's Adventure 2,MK-81036,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951227,CD-1/1,J,JTU
Code R (Japan),codeR,T-23502G,V1.001,SEGA SEGASATURN,SEGA TP T-235,19980519,CD-1/1,JES,J
College Slam (USA),COLLEGE SLAM,T-8111H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960127,CD-1/1,J,U
"Command & Conquer (Europe) (En,Fr,De) (Disc 1) (GDI)",COMMAND AND CONQUER,T-7028H-50,V1.000,SEGA SEGASATURN,SEGA TP T-70,19961028,CD-1/2,J,E
"Command & Conquer (Europe) (En,Fr,De) (Disc 2) (NOD)",COMMAND AND CONQUER,T-7028H-50,V1.000,SEGA SEGASATURN,SEGA TP T-70,19961028,CD-2/2,J,E
Command & Conquer (Japan) (Disc 1) (GDI Disc),COMMAND AND CONQUER,GS-9131,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19970106,CD-1/2,J,J
Command & Conquer (Japan) (Disc 2) (NOD Disc),COMMAND AND CONQUER,GS-9131,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19970106,CD-2/2,J,J
Command & Conquer (USA) (Disc 1) (GDI Disc),COMMAND AND CONQUER,T-7028H,V1.000,SEGA SEGASATURN,SEGA TP T-70,19961028,CD-1/2,J,U
Command & Conquer (USA) (Disc 2) (NOD Disc),COMMAND AND CONQUER,T-7028H,V1.000,SEGA SEGASATURN,SEGA TP T-70,19961028,CD-2/2,J,U
Congo - The Movie - The Lost City of Zinj (USA),CONGO,MK-81010,V1.014,SEGA SEGASATURN,SEGA ENTERPRISES,19960307,CD-1\1,J,UT
Contra - Legacy of War (USA),CONTRA: LEGACY OF WAR,T-9507H,V1.000,SEGA SEGASATURN,SEGA TP T-95,2201997,CD 1/1,JET,U
"Conveni 2, The - Zenkoku Chain Tenkai da! (Japan)",CONVI STORE2,T-4317G,V1.002,SEGA SEGASATURN,SEGA TP T-43,19980210,CD-1/1,J,J
"Conveni, The - Ano Machi o Dokusen seyo (Japan)",CONVI_STORE,T-4310G,V1.001,SEGA SEGASATURN,SEGA TP T-43,19970214,CD-1/1,J,J
Core Demo Disc (Europe),CORE DEMO VOL. 2,610-6576,V1.000,SEGA SEGASATURN,SEGA TP T-115,19970314,CD-1/1,J,E
Corpse Killer - Graveyard Edition (USA) (Disc 1) (R),Corpse Killer SATURN,T-16201H,V1.000,SEGA SEGASATURN,SEGA TP T-162,19950828,CD-1/2,J,U
Corpse Killer - Graveyard Edition (USA) (Disc 2),Corpse Killer SATURN,T-16201H,V1.000,SEGA SEGASATURN,SEGA TP T-162,19950828,CD-2/2,J,U
"Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It)",COURIER CRISIS,MK8109950,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980327,CD-1/1,J,E
Courier Crisis - The Saga of the Modern Fatalist (Japan),COURIER CRISIS,T-18010G,V1.001,SEGA SEGASATURN,SEGA TP T-180,19971231,CD-1/1,J,J
Courier Crisis - The Saga of the Modern Fatalist (USA),COURIER CRISIS,T-25415H,V1.001,SEGA SEGASATURN,SEGA TP T-025,19971105,CD-1/1,J,U
Creature Shock - Special Edition (USA) (Disc 1),CREATURE SHOCK,T-01304H,V1.000,SEGA SEGASATURN,SEGA TP T-013,19960129,CD-1/2,J,U
Creature Shock - Special Edition (USA) (Disc 2),CREATURE SHOCK,T-01304H,V1.000,SEGA SEGASATURN,SEGA TP T-013,19960129,CD-2/2,J,U
Creature Shock (Japan) (Disc 1),CREATURE SHOCK,T-1303G,V1.007,SEGA SEGASATURN,SEGA TP T-13,19951206,CD-1/2,J,J
Creature Shock (Japan) (Disc 2),CREATURE SHOCK,T-1303G,V1.007,SEGA SEGASATURN,SEGA TP T-13,19951206,CD-2/2,J,J
"Crimewave (Europe) (En,Fr,De,Es,It)",CRIMEWAVE,T-8807H,V1.000,SEGA SEGASATURN,SEGA TP T-88,19961106,CD-1/1,JS,E
Crimewave (Japan),CRIMEWAVE,T-7018G,V1.003,SEGA SEGASATURN,SEGA TP T-70,19970315,CD-1/1,JS,JT
Crimewave (USA),CRIMEWAVE,T-8807H,V1.300,SEGA SEGASATURN,SEGA TP T-88,19970123,CD-1/1,JS,U
Criticom - The Critical Combat (Japan),CRITICOM,T-2302G,V1.001,SEGA SEGASATURN,SEGA TP T-23,19961127,CD-1/1,J,J
Criticom (USA),CRITICOM,T-2302H,V1.000,SEGA SEGASATURN,SEGA TP T-23,19960320,CD-1/1,J,U
Croc - Legend of the Gobbos (Europe),CROC         LEGEND OF THE     GOBBOS,T-5029H-50,V1.000,SEGA SEGASATURN,SEGA TP T-161,19970917,CD-1/1,JAT,E
Croc - Legend of the Gobbos (USA),CROC         LEGEND OF THE     GOBBOS,T-5029H-50,V1.000,SEGA SEGASATURN,SEGA TP T-161,19970917,CD-1/1,JAT,UJE
Croc! Pau-Pau Island (Japan),CROC         LEGEND OF THE     GOBBOS,T-26410G,V1.002,SEGA SEGASATURN,SEGA TP T-264,19980206,CD-1/1,JAE,J
Cross Romance - Koi to Mahjong to Hanafuda to (Japan),CROSS ROMANCE,T-7103G,V1.002,SEGA SEGASATURN,SEGA TP T-71,19970825,CD-1/1,J,J
Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 1),KUROSU TANTEI MONOGATARI,T-36401G,V1.000,SEGA SEGASATURN,SEGA TP T-364,19980519,CD-1/2,J,J
Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 2),KUROSU TANTEI MONOGATARI,T-36401G,V1.002,SEGA SEGASATURN,SEGA TP T-364,19980527,CD-2/2,J,J
"Crow, The - City of Angels (Europe)",CROW CITY OF ANGELS,T-8124H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19970221,CD-1/1,J,E
"Crow, The - City of Angels (Japan)",CROW CITY OF ANGELS,T-8123G,V1.000,SEGA SEGASATURN,SEGA TP T-81,19970220,CD-1/1,J,J
"Crow, The - City of Angels (USA)",CROW CITY OF ANGELS,T-8124H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19970213,CD-1/1,J,U
Crows - The Battle Action for SegaSaturn (Japan),CROWS THE BATTLE ACTION FOR SEGASATURN,T-16806G,V1.001,SEGA SEGASATURN,SEGA TP T-168,19971104,CD-1/1,J,J
Crusader - No Remorse (Europe),CRUSADER,T-5014H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961203,CD-1/1,J,E
Crusader - No Remorse (USA),CRUSADER,T-5014H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961203,CD-1/1,J,U
Crypt Killer (Europe) (R),CRYPT KILLER,T-9509H-50,V1.001,SEGA SEGASATURN,SEGA TP T-95,19970131,CD-1/1,JAM,E
Crypt Killer (USA),CRYPT KILLER,T-9509H,V1.000,SEGA SEGASATURN,SEGA TP T-95,19970225,CD-1/1,JAMEG,U
Cube Battler - Story of Anna (Japan),CUBE BATTLER 2  STORY OF ANNA,T-21006G,V1.001,SEGA SEGASATURN,SEGA TP T-210,19970325,CD-1/1,J,J
Cube Battler - Story of Shou (Japan),CUBE BATTLER 1  STORY OF SHOU,T-21004G,V1.001,SEGA SEGASATURN,SEGA TP T-210,19970119,CD-1/1,J,J
Cubic Gallery - Edy & Disy (Japan),CUBICGALLERY,T-19401G,V1.005,SEGA SEGASATURN,SEGA TP T-194,19960411,CD-1/1,J,J
Culdcept (Japan) (Rev A) (10M),CULDCEPT,T-31401G,V1.004,SEGA SEGASATURN,SEGA TP T-314,19971004,CD-1/1,JTF,JT
Culdcept (Japan) (Rev B) (20M),CULDCEPT,T-31401G,V2.000,SEGA SEGASATURN,SEGA TP T-314,19971119,CD-1/1,JTF,JT
Custom Web Browser (Version 2) (USA),PlanetWeb Internet Browser v. 1.011,T-319-01H,V1.011,SEGA SEGASATURN,SEGA TP T-319,19961024,CD-1/1,JKME,U
Custom Web Browser (Version 3.0) (USA),PlanetWeb Internet Browser v. 1.135,T-319-01H,V3.135,SEGA SEGASATURN,SEGA TP T-319,19970716,CD-1/1,JKMED,UT
Cyber Doll (Japan),CYBER DOLL,T-22401G,V1.400,SEGA SEGASATURN,SEGA TP T-224,19960620,CD-1/1,J,J
Cyber Speedway (Europe) (RE),CYBER SPEEDWAY,MK-81205,V1,SEGA SEGASATURN,SEGA ENTERPRISES,19950925,CD-1/1,JS,E
Cyber Speedway (USA),Cyber Speedway,MK-81204,V10.004,SEGA SEGASATURN,SEGA ENTERPRISES,19950804,CD-1/1,JS,UT
Cyberbots - Fullmetal Madness (Japan) (1M),CYBER BOTS,T-1217G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19970219,CD-1/1,JW,J
Cyberbots - Fullmetal Madness (Japan) (2M),CYBER BOTS,T-1217G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19970219,CD-1/1,JW,J
"Cyberia (Europe) (En,Fr,De)",CYBERIA,T-12508H,V1.000,SEGA SEGASATURN,SEGA TP T-125,19960327,CD-1/1,JMA,E
Cyberia (Japan),CYBERIA,T-12501G,V1.000,SEGA SEGASATURN,SEGA TP T-125,19951221,CD-1/1,JMA,J
"Cyberia (USA) (En,Fr,De)",CYBERIA,T-12508H,V1.000,SEGA SEGASATURN,SEGA TP T-125,19951221,CD-1/1,JMA,TU
D (USA) (Disc 1),D,T-8106H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951216,CD-1/2,J,U
D (USA) (Disc 2),D,T-8106H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951216,CD-2/2,J,U
D no Shokutaku (Japan) (Disc 1),D,T-8101G,V1,SEGA SEGASATURN,SEGA TP T-81,19950706,CD-1/2,J,JT
D no Shokutaku (Japan) (Disc 2),D,T-8101G,V1,SEGA SEGASATURN,SEGA TP T-81,19950706,CD-1/2,J,JT
Daibouken - Great Adventure - St. Elmos no Kiseki (Japan),DAIBOUKEN,T-23101G,V1.000,SEGA SEGASATURN,SEGA TP T-231,19960302,CD-1/1,J,J
Daikoukai Jidai Gaiden (Japan),DAIKOUKAIJIDAI GAIDEN,T-7657G,V1.000,SEGA SEGASATURN,SEGA TP T-76,19971205,CD-1/1,J,J
Daikoukai Jidai II (Japan),DAIKOUKAIJIDAI 2,T-7628G,V1.001,SEGA SEGASATURN,SEGA TP T-76,19970226,CD-1/1,J,J
Daisenryaku - Strong Style (Japan),DAISENRYAKU     STRONG STYLE,T-21202G,V2.3,SEGA SEGASATURN,SEGA TP T-212,19970511,CD-1/1,JME,J
Daisuki (Japan) (Disc 1),DAISUKI,T-18510G,V1.002,SEGA SEGASATURN,SEGA TP T-185,19970522,CD-1/2,JMGE,J
Daisuki (Japan) (Disc 2) (Special),DAISUKI,T-18510G,V1.002,SEGA SEGASATURN,SEGA TP T-185,19970518,CD-2/2,J,J
Daitoride (Japan),DAITORIDE.,T-29201G,V1.001,SEGA SEGASATURN,SEGA TP T-292,19960518,CD-1/1,J,J
Darius Gaiden (Europe),DARIUS GAIDEN,T-8123H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951221,CD-1/1,J,E
Darius Gaiden (Japan) (2M),DARIUS GAIDEN,T-1102G,V1.001,SEGA SEGASATURN,SEGA TP T-11,19951110,CD-1/1,J,JT
Darius Gaiden (Japan) (3M),DARIUS GAIDEN,T-1102G,V1.001,SEGA SEGASATURN,SEGA TP T-11,19951110,CD-1/1,J,JT
Darius Gaiden (USA),DARIUS GAIDEN,T-8123H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951221,CD-1/1,J,U
Darius II (Europe),DARIUS2,MK-81085,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960829,CD-1/1,J,E
Darius II (Japan) (2M),DARIUS2,T-1104G,V1.003,SEGA SEGASATURN,SEGA TP T-11,19960418,CD-1/1,J,JT
Dark Hunter Ge - Youma no Mori (Japan),DARK HUNTER PART2,T-7632G,V1.002,SEGA SEGASATURN,SEGA TP T-76,19970501,CD-1/1,J,J
Dark Hunter Jou - Ijigen Gakuen (Japan),DARK HUNTER PART1,T-7631G,V1.000,SEGA SEGASATURN,SEGA TP T-76,19970309,CD-1/1,J,J
Dark Legend (USA),U:DARK LEGEND                                   J:SUIKO ENBU,T-1305H,V1.002,SEGA SEGASATURN,SEGA TP T-13,19951002,CD-1/1,J,U
Dark Savior (Europe),DARK SAVIOR,MK-81304,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961216,CD-1/1,JAE,E
Dark Savior (Japan),DARK SAVIOR,T-22101G,V1.000,SEGA SEGASATURN,SEGA TP T-221,19960805,CD-1/1,J,J
Dark Savior (USA),DARK SAVIOR,MK-81304,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961119,CD-1/1,JAE,JTU
Dark Seed II (Japan),DARK SEED 2,T-36101G,V1.004,SEGA SEGASATURN,SEGA TP T-361,19970709,CD-1/1,J,J
"Darklight Conflict (Europe) (En,Fr,De,Es,It,Sv)",DARK LIGHT      CONFLICT,T-5022H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970906,CD-1/1,JA,E
"Darklight Conflict (USA) (En,Fr,De,Es,It,Sv)",DARK LIGHT      CONFLICT,T-5022H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970602,CD-1/1,JA,U
Darkseed (Japan),DARK SEED,T-18501G,V1.001,SEGA SEGASATURN,SEGA TP T-185,19950530,CD-1/1,JM,J
Daytona USA - Championship Circuit Edition (Europe) (Rev A),DAYTONA USA CHAMPIONSHIP CIRCUIT EDITION,MK-81213,V1.006,SEGA SEGASATURN,SEGA ENTERPRISES,19961020,CD-1/1,JSE,E
Daytona USA - Championship Circuit Edition (USA),DAYTONA USA CHAMPIONSHIP CIRCUIT EDITION,MK-81213,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961101,CD-1/1,JSE,U
"Daytona USA - Circuit Edition (Japan) (En,Ja)",DAYTONA USA CIRCUIT EDITION,GS-9100,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961204,CD-1/1,JSECDX,JT
Daytona USA (Europe),DAYTONA USA,MK_8120050,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950501,CD-1/1,JS,E
Daytona USA (Europe) (1S),DAYTONA USA,MK_8120050,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950501,CD-1/1,JS,E
Daytona USA (Europe) (2S),DAYTONA USA,MK_8120050,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950501,CD-1/1,JS,E
Daytona USA (Japan),DAYTONA USA,GS-9013,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950301,CD-1/1,JS,JT
Daytona USA (USA),DAYTONA USA,MK-81200,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950317,CD-1/1,JS,BKUT
Daytona USA C.C.E. Net Link Edition (USA),DAYTONA USA C.C.E. NET LINK EDITION,MK-81218,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970522,CD-1/1,JSEDX,U
Dead or Alive (Japan) (1M),DEAD OR ALIVE,T-3603G,V1.001,SEGA SEGASATURN,SEGA TP T-36,19970910,CD-1/1,J,J
Dead or Alive (Japan) (2M),DEAD OR ALIVE,T-3603G,V1.001,SEGA SEGASATURN,SEGA TP T-36,19970910,CD-1/1,J,J
Dead or Alive (Japan) (Rev A) (10M),DEAD OR ALIVE,T-3603G,V1.002,SEGA SEGASATURN,SEGA TP T-36,19970912,CD-1/1,J,J
Deadalus (Japan) (1M),DEADALUS,SG-9008,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950227,CD-1/1,J,JT
Deadalus (Japan) (2A),DEADALUS,SG-9008,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950227,CD-1/1,J,JT
Deadalus (Japan) (3A),DEADALUS,SG-9008,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950227,CD-1/1,J,JT
Death Crimson (Japan),DESUKURI,T-23202G,V1.000,SEGA SEGASATURN,SEGA TP T-232,19960628,CD-1/1,JG,J
